Data Figure 2.13a and 2.14a (2/3): Data series on posttax net income shares (bottom 50% share);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixDistribution.xlsx sheet I8b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;Core Social-Democratic Europe (DE-DK-FR-GB-NL-NO-SE);Core Western Europe (DE-FR-GB);Core Nordic Europe (DK-NL-NO-SE);World (population-weighted);Europe (Pop. weighted);North America/ Oceania (pop.weighted);Latin America (pop.weighted);Middle East/North Africa (pop.weighted);Subsaharan Africa (pop.weighted);Russia/ Central Asia (pop.weighted);East Asia (pop.weighted);South & South-East Asia (pop.weighted);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024;8%;26%;20%;11%;11%;11%;15%;15%;14%;27%;35%;29%;32%;30%;27%;30%;32%;34%;27%;22%;21%;26%;24%;28%;10%;16%;12%;13%;12%;10%;8%;14%;21%;19%;19%;18%;12%;15%;5%;13%;17%;19%;16%;17%;18%;17%;16%;17%;12%;11%;16%;17%;16%;24%;23%;14%;3%;20%;15%;15%;18%;20%;17%;13%;17%;6%;31%;30%;33%;16%;27%;21%;11%;14%;14%;17%;16%;15%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025;8%;26%;20%;11%;11%;11%;15%;15%;14%;27%;35%;29%;32%;30%;27%;30%;32%;34%;27%;22%;21%;26%;24%;28%;10%;16%;12%;13%;12%;10%;8%;14%;21%;19%;19%;18%;12%;15%;5%;13%;17%;19%;16%;17%;18%;17%;16%;17%;12%;11%;16%;17%;16%;24%;23%;14%;3%;20%;15%;15%;18%;20%;17%;13%;17%;6%;31%;30%;33%;16%;28%;21%;11%;14%;14%;17%;16%;15%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2026;9%;28%;22%;12%;12%;12%;16%;16%;16%;28%;36%;30%;33%;31%;28%;30%;33%;35%;28%;24%;23%;27%;25%;29%;11%;17%;14%;15%;13%;11%;10%;16%;23%;21%;20%;18%;15%;17%;7%;14%;18%;20%;17%;18%;19%;18%;17%;18%;13%;12%;19%;18%;17%;25%;24%;16%;4%;21%;17%;16%;19%;21%;18%;14%;18%;8%;32%;31%;33%;17%;29%;23%;12%;15%;15%;19%;17%;17%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2027;10%;28%;23%;13%;13%;13%;17%;17%;17%;29%;36%;30%;33%;32%;29%;31%;33%;35%;28%;24%;23%;27%;26%;29%;12%;18%;15%;16%;14%;12%;11%;17%;23%;21%;21%;19%;16%;18%;8%;14%;18%;21%;18%;19%;20%;19%;18%;19%;14%;13%;20%;19%;18%;25%;25%;17%;6%;21%;18%;16%;20%;22%;19%;15%;18%;9%;32%;31%;34%;18%;29%;24%;13%;16%;16%;19%;18%;18%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2028;11%;28%;23%;14%;13%;14%;18%;17%;17%;29%;36%;30%;33%;32%;29%;31%;33%;35%;28%;25%;24%;28%;26%;30%;13%;19%;16%;17%;15%;13%;12%;18%;24%;22%;21%;20%;16%;19%;9%;15%;19%;21%;18%;19%;20%;19%;18%;19%;15%;14%;20%;19%;18%;26%;25%;18%;7%;22%;19%;17%;20%;22%;20%;16%;19%;10%;33%;31%;34%;19%;29%;24%;14%;17%;16%;20%;19%;18%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2029;12%;29%;24%;15%;14%;15%;19%;18%;18%;29%;36%;31%;33%;32%;29%;31%;33%;35%;29%;25%;25%;28%;26%;30%;14%;20%;16%;18%;15%;14%;13%;19%;24%;23%;22%;20%;17%;20%;10%;16%;20%;22%;19%;20%;21%;20%;19%;20%;16%;14%;21%;20%;19%;26%;26%;19%;8%;22%;19%;18%;21%;23%;20%;17%;20%;11%;33%;32%;34%;20%;30%;25%;15%;18%;17%;21%;20%;19%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2030;13%;29%;24%;15%;15%;16%;19%;19%;19%;30%;36%;31%;33%;32%;30%;31%;34%;35%;29%;26%;25%;28%;27%;30%;15%;20%;17%;18%;16%;15%;14%;19%;25%;23%;23%;21%;18%;20%;11%;17%;20%;22%;20%;21%;21%;21%;20%;20%;17%;15%;22%;21%;20%;27%;26%;20%;9%;23%;20%;19%;22%;23%;21%;18%;21%;12%;33%;32%;34%;20%;30%;25%;16%;19%;18%;21%;20%;20%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2031;14%;29%;25%;16%;16%;17%;20%;19%;20%;30%;36%;31%;34%;33%;30%;32%;34%;35%;30%;26%;26%;29%;27%;31%;16%;21%;18%;19%;17%;16%;15%;20%;25%;24%;23%;22%;19%;21%;12%;18%;21%;23%;20%;21%;22%;21%;20%;21%;17%;16%;22%;21%;21%;27%;27%;20%;10%;24%;21%;19%;22%;24%;22%;19%;21%;13%;33%;32%;34%;21%;30%;26%;17%;19%;19%;22%;21%;21%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2032;14%;30%;25%;17%;16%;18%;21%;20%;21%;30%;36%;32%;34%;33%;30%;32%;34%;35%;30%;27%;26%;29%;28%;31%;17%;22%;19%;20%;18%;17%;16%;21%;26%;24%;24%;22%;20%;22%;13%;18%;22%;24%;21%;22%;23%;22%;21%;22%;18%;17%;23%;22%;21%;28%;27%;21%;12%;24%;21%;20%;23%;24%;22%;19%;22%;14%;34%;32%;34%;22%;31%;26%;18%;20%;20%;23%;22%;21%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2033;15%;30%;26%;18%;17%;18%;22%;21%;21%;31%;37%;32%;34%;33%;31%;32%;34%;36%;30%;27%;27%;30%;28%;31%;18%;22%;20%;21%;19%;18%;17%;22%;26%;25%;24%;23%;20%;23%;14%;19%;22%;24%;22%;23%;23%;23%;22%;22%;19%;18%;24%;23%;22%;28%;28%;22%;13%;25%;22%;21%;23%;25%;23%;20%;23%;15%;34%;33%;35%;22%;31%;27%;19%;21%;20%;23%;22%;22%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2034;16%;31%;27%;19%;18%;19%;23%;21%;22%;31%;37%;32%;34%;33%;31%;33%;34%;36%;31%;28%;27%;30%;29%;32%;19%;23%;21%;22%;20%;19%;17%;22%;27%;26%;25%;24%;21%;24%;15%;20%;23%;25%;22%;23%;24%;23%;22%;23%;20%;19%;24%;23%;23%;29%;28%;23%;14%;25%;23%;22%;24%;26%;24%;21%;23%;16%;34%;33%;35%;23%;31%;27%;19%;22%;21%;24%;23%;23%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2035;17%;31%;27%;20%;19%;20%;23%;22%;23%;32%;37%;32%;34%;34%;31%;33%;35%;36%;31%;28%;28%;30%;29%;32%;19%;24%;21%;22%;20%;20%;18%;23%;27%;26%;26%;24%;22%;24%;16%;21%;24%;25%;23%;24%;25%;24%;23%;24%;21%;20%;25%;24%;23%;29%;29%;24%;15%;26%;24%;23%;25%;26%;24%;22%;24%;17%;34%;33%;35%;24%;32%;28%;20%;22%;22%;25%;24%;24%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2036;17%;31%;27%;21%;19%;21%;24%;22%;24%;32%;37%;33%;35%;34%;32%;33%;35%;36%;31%;29%;28%;31%;29%;32%;20%;24%;22%;23%;21%;21%;19%;24%;28%;27%;26%;25%;23%;25%;17%;22%;24%;26%;24%;25%;25%;25%;24%;24%;22%;21%;26%;25%;24%;30%;29%;24%;16%;27%;24%;23%;25%;27%;25%;23%;25%;18%;34%;33%;35%;24%;32%;29%;21%;23%;23%;25%;24%;24%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2037;18%;32%;28%;21%;20%;21%;25%;23%;25%;32%;37%;33%;35%;34%;32%;33%;35%;36%;32%;29%;29%;31%;30%;33%;21%;25%;23%;24%;22%;21%;20%;25%;28%;27%;27%;26%;24%;26%;19%;22%;25%;26%;25%;25%;26%;25%;25%;25%;23%;21%;26%;25%;25%;30%;29%;25%;17%;27%;25%;24%;26%;27%;26%;23%;25%;19%;35%;34%;35%;25%;32%;29%;22%;24%;23%;26%;25%;25%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2038;19%;32%;28%;22%;21%;22%;25%;23%;25%;32%;37%;33%;35%;34%;32%;34%;35%;36%;32%;30%;29%;31%;30%;33%;22%;26%;24%;25%;23%;22%;21%;25%;29%;28%;27%;26%;24%;26%;20%;23%;26%;27%;25%;26%;26%;26%;25%;26%;23%;22%;27%;26%;25%;30%;30%;26%;18%;28%;26%;25%;27%;28%;26%;24%;26%;20%;35%;34%;35%;26%;33%;29%;23%;25%;24%;27%;26%;26%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2039;20%;32%;29%;23%;21%;23%;26%;24%;26%;33%;37%;33%;35%;34%;33%;34%;35%;36%;32%;30%;30%;32%;31%;33%;23%;26%;25%;25%;24%;23%;22%;26%;29%;28%;28%;27%;25%;27%;21%;24%;26%;28%;26%;27%;27%;27%;26%;26%;24%;23%;28%;27%;26%;31%;30%;26%;19%;28%;26%;25%;27%;28%;27%;25%;27%;21%;35%;34%;36%;26%;33%;30%;24%;25%;25%;27%;26%;26%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2040;20%;32%;29%;24%;22%;23%;26%;25%;27%;33%;37%;34%;35%;35%;33%;34%;36%;36%;33%;30%;30%;32%;31%;33%;24%;27%;25%;26%;25%;24%;23%;27%;30%;29%;28%;27%;26%;28%;22%;25%;27%;28%;27%;27%;28%;27%;27%;27%;25%;24%;28%;27%;27%;31%;31%;27%;21%;29%;27%;26%;28%;29%;28%;26%;27%;22%;35%;34%;36%;27%;33%;30%;24%;26%;26%;28%;27%;27%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2041;21%;33%;30%;25%;23%;24%;27%;25%;27%;33%;37%;34%;35%;35%;33%;34%;36%;36%;33%;31%;31%;32%;32%;34%;25%;28%;26%;27%;25%;25%;24%;27%;30%;30%;29%;28%;27%;28%;23%;26%;28%;29%;27%;28%;28%;28%;27%;28%;26%;25%;29%;28%;27%;32%;31%;28%;22%;29%;28%;27%;28%;29%;28%;26%;28%;23%;35%;35%;36%;28%;33%;31%;25%;27%;26%;28%;28%;28%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2042;22%;33%;30%;25%;23%;25%;28%;26%;28%;34%;37%;34%;36%;35%;34%;35%;36%;36%;33%;31%;31%;33%;32%;34%;25%;28%;27%;28%;26%;26%;25%;28%;31%;30%;30%;29%;27%;29%;24%;26%;28%;29%;28%;28%;29%;29%;28%;28%;27%;26%;29%;29%;28%;32%;32%;29%;23%;30%;29%;28%;29%;30%;29%;27%;29%;24%;35%;35%;36%;28%;34%;31%;26%;28%;27%;29%;28%;28%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2043;23%;33%;31%;26%;24%;26%;28%;26%;29%;34%;37%;34%;36%;35%;34%;35%;36%;37%;34%;32%;32%;33%;32%;34%;26%;29%;28%;28%;27%;27%;26%;29%;31%;31%;30%;29%;28%;29%;25%;27%;29%;30%;29%;29%;30%;29%;29%;29%;27%;27%;30%;29%;29%;32%;32%;29%;24%;30%;29%;28%;30%;31%;30%;28%;29%;25%;36%;35%;36%;29%;34%;32%;27%;28%;28%;30%;29%;29%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2044;24%;34%;31%;27%;25%;27%;29%;27%;29%;34%;37%;35%;36%;35%;34%;35%;36%;37%;34%;32%;32%;34%;33%;34%;27%;30%;28%;29%;28%;27%;27%;29%;32%;31%;31%;30%;29%;30%;26%;28%;30%;31%;29%;30%;30%;30%;29%;30%;28%;27%;31%;30%;29%;33%;33%;30%;25%;31%;30%;29%;30%;31%;30%;29%;30%;26%;36%;35%;36%;30%;34%;32%;28%;29%;29%;30%;30%;30%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2045;24%;34%;32%;28%;25%;27%;29%;27%;30%;35%;37%;35%;36%;36%;34%;35%;36%;37%;34%;33%;33%;34%;33%;35%;28%;30%;29%;30%;29%;28%;28%;30%;32%;32%;31%;31%;30%;31%;27%;29%;30%;31%;30%;30%;31%;31%;30%;30%;29%;28%;31%;31%;30%;33%;33%;31%;26%;32%;31%;30%;31%;32%;31%;29%;30%;27%;36%;35%;36%;30%;35%;33%;29%;30%;29%;31%;30%;30%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2046;25%;34%;32%;29%;26%;28%;30%;28%;31%;35%;37%;35%;36%;36%;35%;36%;37%;37%;35%;33%;33%;34%;34%;35%;29%;31%;30%;30%;29%;29%;29%;31%;33%;32%;32%;31%;30%;31%;28%;30%;31%;32%;31%;31%;31%;31%;31%;31%;30%;29%;32%;31%;31%;34%;33%;31%;27%;32%;31%;30%;32%;32%;31%;30%;31%;28%;36%;36%;37%;31%;35%;33%;29%;30%;30%;31%;31%;31%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2047;26%;34%;32%;29%;27%;29%;31%;28%;32%;35%;38%;35%;36%;36%;35%;36%;37%;37%;35%;34%;34%;35%;34%;35%;30%;32%;31%;31%;30%;30%;29%;31%;33%;33%;32%;32%;31%;32%;29%;30%;32%;32%;32%;32%;32%;32%;32%;32%;31%;30%;32%;32%;31%;34%;34%;32%;28%;33%;32%;31%;32%;33%;32%;31%;32%;29%;36%;36%;37%;32%;35%;34%;30%;31%;31%;32%;32%;32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2048;27%;35%;33%;30%;28%;30%;31%;29%;32%;35%;38%;36%;37%;36%;35%;36%;37%;37%;35%;34%;34%;35%;34%;36%;31%;32%;31%;32%;31%;31%;30%;32%;34%;33%;33%;33%;32%;33%;30%;31%;32%;33%;32%;32%;33%;33%;32%;32%;31%;31%;33%;32%;32%;34%;34%;33%;29%;33%;33%;32%;33%;33%;33%;32%;32%;30%;37%;36%;37%;32%;36%;34%;31%;32%;32%;33%;32%;32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2049;28%;35%;33%;31%;28%;31%;32%;29%;33%;36%;38%;36%;37%;36%;36%;36%;37%;37%;36%;35%;35%;35%;35%;36%;31%;33%;32%;33%;32%;32%;31%;33%;34%;34%;34%;33%;32%;33%;31%;32%;33%;34%;33%;33%;33%;33%;33%;33%;32%;32%;34%;33%;33%;35%;35%;33%;30%;34%;33%;33%;33%;34%;33%;32%;33%;31%;37%;36%;37%;33%;36%;35%;32%;33%;32%;33%;33%;33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2050;29%;35%;34%;32%;29%;32%;32%;30%;34%;36%;38%;36%;37%;37%;36%;37%;37%;37%;36%;35%;35%;36%;35%;36%;32%;34%;33%;33%;33%;32%;32%;33%;35%;34%;34%;34%;33%;34%;32%;33%;34%;34%;34%;34%;34%;34%;34%;34%;33%;33%;34%;34%;34%;35%;35%;34%;31%;34%;34%;33%;34%;34%;34%;33%;34%;32%;37%;36%;37%;34%;36%;35%;33%;33%;33%;34%;34%;34%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2051;29%;35%;34%;32%;29%;32%;33%;30%;34%;36%;38%;36%;37%;37%;36%;37%;37%;37%;36%;35%;35%;36%;35%;36%;32%;34%;33%;33%;33%;33%;32%;34%;35%;34%;34%;34%;33%;34%;32%;33%;34%;34%;34%;34%;34%;34%;34%;34%;33%;33%;34%;34%;34%;35%;35%;34%;31%;34%;34%;33%;34%;34%;34%;33%;34%;32%;37%;37%;37%;34%;36%;35%;33%;33%;33%;34%;34%;34%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2052;29%;35%;34%;32%;29%;32%;33%;30%;34%;36%;38%;36%;37%;37%;36%;37%;37%;37%;36%;35%;35%;36%;35%;36%;33%;34%;33%;33%;33%;33%;32%;34%;35%;34%;34%;34%;33%;34%;32%;33%;34%;34%;34%;34%;34%;34%;34%;34%;33%;33%;34%;34%;34%;35%;35%;34%;31%;34%;34%;33%;34%;34%;34%;33%;34%;32%;37%;37%;37%;34%;36%;35%;33%;33%;33%;34%;34%;34%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2053;29%;36%;34%;32%;30%;32%;33%;31%;34%;36%;38%;36%;37%;37%;36%;37%;37%;37%;36%;35%;35%;36%;35%;36%;33%;34%;33%;33%;33%;33%;32%;34%;35%;35%;34%;34%;33%;34%;32%;33%;34%;34%;34%;34%;34%;34%;34%;34%;33%;33%;34%;34%;34%;35%;35%;34%;32%;35%;34%;34%;34%;35%;34%;33%;34%;32%;37%;37%;37%;34%;36%;35%;33%;33%;33%;34%;34%;34%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2054;29%;36%;34%;32%;30%;32%;33%;31%;34%;36%;38%;36%;37%;37%;36%;37%;37%;37%;36%;35%;35%;36%;35%;36%;33%;34%;33%;34%;33%;33%;33%;34%;35%;35%;34%;34%;34%;34%;32%;33%;34%;34%;34%;34%;34%;34%;34%;34%;33%;33%;34%;34%;34%;35%;35%;34%;32%;35%;34%;34%;34%;35%;34%;33%;34%;32%;37%;37%;37%;34%;36%;35%;33%;34%;33%;34%;34%;34%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2055;30%;36%;34%;32%;30%;32%;33%;31%;34%;36%;38%;36%;37%;37%;36%;37%;37%;37%;36%;35%;35%;36%;35%;36%;33%;34%;33%;34%;33%;33%;33%;34%;35%;35%;34%;34%;34%;34%;32%;33%;34%;34%;34%;34%;34%;34%;34%;34%;33%;33%;34%;34%;34%;35%;35%;34%;32%;35%;34%;34%;34%;35%;34%;33%;34%;32%;37%;37%;37%;34%;36%;35%;33%;34%;34%;34%;34%;34%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2056;30%;36%;34%;33%;30%;32%;33%;31%;34%;36%;38%;36%;37%;37%;36%;37%;37%;37%;36%;35%;35%;36%;36%;36%;33%;34%;33%;34%;33%;33%;33%;34%;35%;35%;35%;34%;34%;34%;32%;33%;34%;34%;34%;34%;34%;34%;34%;34%;33%;33%;35%;34%;34%;36%;35%;34%;32%;35%;34%;34%;34%;35%;34%;34%;34%;33%;37%;37%;37%;34%;36%;35%;33%;34%;34%;34%;34%;34%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2057;30%;36%;34%;33%;31%;32%;33%;31%;34%;36%;38%;36%;37%;37%;36%;37%;37%;37%;36%;35%;35%;36%;36%;36%;33%;34%;34%;34%;33%;33%;33%;34%;35%;35%;35%;34%;34%;34%;32%;33%;34%;35%;34%;34%;34%;34%;34%;34%;34%;33%;35%;34%;34%;36%;35%;34%;32%;35%;34%;34%;34%;35%;34%;34%;34%;33%;37%;37%;37%;34%;36%;35%;33%;34%;34%;34%;34%;34%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2058;30%;36%;34%;33%;31%;32%;33%;32%;34%;36%;38%;36%;37%;37%;36%;37%;37%;37%;36%;35%;35%;36%;36%;36%;33%;34%;34%;34%;33%;33%;33%;34%;35%;35%;35%;34%;34%;34%;32%;34%;34%;35%;34%;34%;34%;34%;34%;34%;34%;33%;35%;34%;34%;36%;35%;34%;32%;35%;34%;34%;34%;35%;34%;34%;34%;33%;37%;37%;37%;34%;36%;35%;33%;34%;34%;34%;34%;34%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2059;31%;36%;34%;33%;31%;33%;34%;32%;34%;36%;38%;36%;37%;37%;36%;37%;37%;37%;36%;35%;35%;36%;36%;36%;33%;34%;34%;34%;33%;33%;33%;34%;35%;35%;35%;34%;34%;34%;33%;34%;34%;35%;34%;34%;34%;34%;34%;34%;34%;33%;35%;34%;34%;36%;36%;34%;32%;35%;34%;34%;35%;35%;34%;34%;34%;33%;37%;37%;37%;34%;36%;35%;33%;34%;34%;35%;34%;34%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2060;31%;36%;34%;33%;31%;33%;34%;32%;34%;36%;38%;36%;37%;37%;36%;37%;37%;37%;36%;35%;36%;36%;36%;36%;33%;34%;34%;34%;34%;33%;33%;34%;35%;35%;35%;34%;34%;35%;33%;34%;34%;35%;34%;34%;35%;34%;34%;34%;34%;33%;35%;34%;34%;36%;36%;34%;32%;35%;35%;34%;35%;35%;35%;34%;34%;33%;37%;37%;37%;34%;36%;36%;34%;34%;34%;35%;34%;34%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2061;31%;36%;34%;33%;32%;33%;34%;32%;34%;36%;38%;37%;37%;37%;36%;37%;37%;37%;36%;36%;36%;36%;36%;36%;33%;34%;34%;34%;34%;34%;33%;34%;35%;35%;35%;35%;34%;35%;33%;34%;34%;35%;34%;34%;35%;35%;34%;34%;34%;34%;35%;35%;34%;36%;36%;35%;32%;35%;35%;34%;35%;35%;35%;34%;34%;33%;37%;37%;37%;34%;36%;36%;34%;34%;34%;35%;34%;34%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2062;31%;36%;34%;33%;32%;33%;34%;32%;34%;36%;38%;37%;37%;37%;36%;37%;37%;37%;36%;36%;36%;36%;36%;36%;33%;35%;34%;34%;34%;34%;33%;34%;35%;35%;35%;35%;34%;35%;33%;34%;35%;35%;34%;35%;35%;35%;34%;35%;34%;34%;35%;35%;34%;36%;36%;35%;33%;35%;35%;34%;35%;35%;35%;34%;35%;33%;37%;37%;37%;34%;36%;36%;34%;34%;34%;35%;34%;35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2063;31%;36%;35%;33%;32%;33%;34%;33%;35%;36%;38%;37%;37%;37%;36%;37%;37%;37%;36%;36%;36%;36%;36%;36%;34%;35%;34%;34%;34%;34%;33%;34%;35%;35%;35%;35%;34%;35%;33%;34%;35%;35%;34%;35%;35%;35%;34%;35%;34%;34%;35%;35%;34%;36%;36%;35%;33%;35%;35%;34%;35%;35%;35%;34%;35%;33%;37%;37%;37%;35%;36%;36%;34%;34%;34%;35%;35%;35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2064;32%;36%;35%;33%;32%;33%;34%;33%;35%;36%;38%;37%;37%;37%;36%;37%;37%;37%;36%;36%;36%;36%;36%;36%;34%;35%;34%;34%;34%;34%;33%;34%;35%;35%;35%;35%;34%;35%;33%;34%;35%;35%;35%;35%;35%;35%;35%;35%;34%;34%;35%;35%;35%;36%;36%;35%;33%;35%;35%;34%;35%;35%;35%;34%;35%;33%;37%;37%;37%;35%;36%;36%;34%;34%;34%;35%;35%;35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2065;32%;36%;35%;34%;32%;33%;34%;33%;35%;36%;38%;37%;37%;37%;36%;37%;37%;37%;36%;36%;36%;36%;36%;37%;34%;35%;34%;34%;34%;34%;34%;35%;35%;35%;35%;35%;34%;35%;33%;34%;35%;35%;35%;35%;35%;35%;35%;35%;34%;34%;35%;35%;35%;36%;36%;35%;33%;35%;35%;34%;35%;35%;35%;34%;35%;33%;37%;37%;37%;35%;37%;36%;34%;34%;34%;35%;35%;35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2066;32%;36%;35%;34%;33%;33%;34%;33%;35%;36%;38%;37%;37%;37%;36%;37%;37%;37%;36%;36%;36%;36%;36%;37%;34%;35%;34%;34%;34%;34%;34%;35%;36%;35%;35%;35%;34%;35%;33%;34%;35%;35%;35%;35%;35%;35%;35%;35%;34%;34%;35%;35%;35%;36%;36%;35%;33%;35%;35%;35%;35%;35%;35%;34%;35%;34%;37%;37%;37%;35%;37%;36%;34%;34%;34%;35%;35%;35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2067;32%;36%;35%;34%;33%;34%;35%;33%;35%;36%;38%;37%;37%;37%;36%;37%;37%;37%;36%;36%;36%;36%;36%;37%;34%;35%;34%;35%;34%;34%;34%;35%;36%;35%;35%;35%;35%;35%;33%;34%;35%;35%;35%;35%;35%;35%;35%;35%;34%;34%;35%;35%;35%;36%;36%;35%;33%;35%;35%;35%;35%;35%;35%;34%;35%;34%;37%;37%;37%;35%;37%;36%;34%;35%;34%;35%;35%;35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
