Data Figure 3.9: Data series on IMF voting power 1945-2025 and GJF-UNCB voting power 2026-2100 (population-based 2050-2100, linear transition 2026-2050);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CN 2050 MER;15,0%;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixMacro.xlsx sheet F5b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CN 2050 PPP;16,0%;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"(corrected CN share in world GDP: Planet paper projections too small due to excessively fast reduction in labour hours; to be revised in the next revsion of Planet paper)";;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;US share in world GDP (MER);US share in world GDP (PPP);US share in world population;CN share in world GDP (MER);CN share in world GDP (PPP);CN share in world population;IN share in world GDP (MER);IN share in world GDP (PPP);IN share in world population;Europe share in world GDP (MER);Europe share in world GDP (PPP);Europe share in world population
2058;100%;5%;5%;7%;8%;23%;3%;14%;33%;1%;0%;0%;1%;1%;1%;0%;0%;0%;1%;1%;4%;0%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;2%;1%;3%;1%;0%;1%;4%;0%;1%;1%;10%;1%;2%;12%;1%;0%;0%;0%;2%;18%;3%;1%;4%;1%;1%;1%;2%;9%;9%;4%;14%;15%;12%;16%;16,2%;;10%;10%;5%
2059;100%;5%;5%;7%;8%;24%;3%;14%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;0%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;2%;1%;3%;1%;0%;1%;4%;0%;1%;1%;10%;1%;2%;12%;1%;0%;0%;0%;2%;18%;3%;1%;4%;1%;1%;1%;2%;9%;8%;4%;14%;14%;12%;16%;16,3%;;10%;9%;5%
2060;100%;5%;5%;7%;8%;24%;3%;14%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;0%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;0%;1%;4%;0%;1%;1%;10%;1%;2%;12%;1%;0%;0%;0%;2%;18%;3%;1%;4%;1%;1%;1%;2%;9%;8%;4%;13%;14%;12%;16%;16,4%;;10%;9%;5%
2061;100%;5%;5%;7%;8%;24%;3%;13%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;0%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;10%;1%;2%;12%;1%;0%;0%;0%;2%;18%;3%;1%;4%;1%;1%;1%;2%;9%;8%;4%;13%;14%;12%;16%;16,5%;;9%;9%;5%
2062;100%;5%;5%;7%;9%;24%;3%;13%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;0%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;10%;1%;2%;11%;1%;0%;0%;0%;2%;17%;3%;1%;4%;1%;1%;1%;2%;8%;8%;4%;13%;14%;11%;16%;16,5%;;9%;9%;5%
2063;100%;5%;5%;7%;9%;25%;3%;13%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;0%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;10%;1%;2%;11%;1%;0%;0%;0%;2%;17%;3%;1%;4%;1%;1%;1%;2%;8%;8%;4%;13%;14%;11%;16%;16,6%;;9%;9%;5%
2064;100%;5%;5%;7%;9%;25%;3%;13%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;0%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;11%;1%;2%;11%;1%;0%;0%;0%;2%;17%;3%;1%;4%;1%;1%;1%;2%;8%;8%;4%;13%;13%;11%;17%;16,7%;;9%;9%;5%
2065;100%;5%;5%;7%;9%;25%;3%;13%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;0%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;11%;1%;2%;11%;1%;0%;0%;0%;2%;17%;3%;1%;4%;1%;1%;1%;2%;8%;8%;4%;13%;13%;11%;17%;16,7%;;9%;8%;5%
2066;100%;5%;5%;7%;9%;25%;3%;13%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;0%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;11%;1%;2%;11%;1%;0%;0%;0%;2%;17%;3%;1%;4%;1%;1%;1%;2%;8%;7%;4%;12%;13%;11%;17%;16,8%;;8%;8%;5%
2067;100%;5%;5%;7%;9%;25%;3%;12%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;0%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;11%;1%;2%;11%;1%;0%;0%;0%;2%;17%;3%;1%;4%;1%;1%;1%;2%;8%;7%;4%;12%;13%;11%;17%;16,8%;;8%;8%;5%
2068;100%;5%;5%;7%;9%;26%;3%;12%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;0%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;11%;1%;2%;10%;1%;0%;0%;0%;2%;17%;3%;1%;4%;1%;1%;1%;2%;8%;7%;4%;12%;13%;10%;17%;16,9%;;8%;8%;5%
2069;100%;5%;5%;7%;9%;26%;3%;12%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;0%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;11%;1%;2%;10%;1%;0%;0%;0%;2%;17%;3%;1%;4%;1%;1%;1%;2%;7%;7%;4%;12%;12%;10%;17%;16,9%;;8%;8%;5%
2070;100%;5%;5%;7%;9%;26%;3%;12%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;0%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;11%;1%;2%;10%;1%;0%;0%;0%;2%;17%;3%;1%;4%;1%;1%;1%;2%;7%;7%;4%;12%;12%;10%;17%;17,0%;;8%;8%;5%
2071;100%;5%;5%;7%;9%;26%;3%;12%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;11%;1%;2%;10%;1%;0%;0%;0%;2%;17%;3%;1%;4%;1%;1%;1%;2%;7%;7%;4%;12%;12%;10%;17%;17,0%;;8%;8%;5%
2072;100%;5%;5%;7%;9%;26%;3%;12%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;11%;1%;2%;10%;1%;0%;0%;0%;2%;17%;3%;1%;4%;1%;1%;1%;2%;7%;7%;4%;11%;12%;10%;17%;17,1%;;8%;7%;5%
2073;100%;5%;5%;7%;9%;27%;3%;12%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;11%;1%;2%;10%;1%;0%;0%;0%;2%;17%;3%;1%;5%;1%;1%;1%;3%;7%;7%;4%;11%;12%;10%;17%;17,1%;;7%;7%;5%
2074;100%;5%;5%;7%;9%;27%;3%;11%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;11%;1%;2%;10%;1%;0%;0%;0%;2%;17%;3%;1%;5%;1%;1%;1%;3%;7%;6%;4%;11%;12%;10%;17%;17,1%;;7%;7%;5%
2075;100%;5%;5%;7%;9%;27%;3%;11%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;11%;1%;2%;10%;1%;0%;0%;0%;2%;17%;3%;1%;5%;1%;1%;1%;3%;7%;6%;4%;11%;11%;10%;17%;17,2%;;7%;7%;5%
2076;100%;5%;5%;7%;9%;27%;3%;11%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;12%;1%;2%;9%;1%;0%;0%;0%;2%;17%;3%;1%;5%;1%;1%;1%;3%;6%;6%;4%;11%;11%;9%;17%;17,2%;;7%;7%;5%
2077;100%;5%;5%;7%;9%;27%;3%;11%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;12%;1%;2%;9%;1%;0%;0%;0%;2%;17%;3%;1%;5%;1%;1%;1%;3%;6%;6%;4%;11%;11%;9%;17%;17,2%;;7%;7%;5%
2078;100%;5%;5%;7%;9%;28%;3%;11%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;12%;1%;2%;9%;1%;0%;0%;0%;2%;17%;3%;1%;5%;1%;1%;1%;3%;6%;6%;4%;10%;11%;9%;17%;17,2%;;7%;7%;5%
2079;100%;5%;5%;7%;9%;28%;3%;11%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;12%;1%;2%;9%;1%;0%;0%;0%;2%;17%;3%;1%;5%;1%;1%;1%;3%;6%;6%;4%;10%;11%;9%;17%;17,2%;;7%;6%;5%
2080;100%;5%;5%;7%;9%;28%;3%;11%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;12%;1%;2%;9%;1%;0%;0%;0%;2%;17%;3%;1%;5%;1%;1%;1%;3%;6%;6%;4%;10%;10%;9%;17%;17,3%;;6%;6%;5%
2081;100%;5%;5%;7%;9%;28%;3%;10%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;12%;1%;2%;9%;1%;0%;0%;0%;2%;17%;3%;1%;5%;1%;1%;1%;3%;6%;6%;4%;10%;10%;9%;17%;17,2%;;6%;6%;5%
2082;100%;5%;5%;7%;9%;28%;3%;10%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;12%;1%;2%;9%;1%;0%;0%;0%;2%;17%;3%;1%;5%;1%;1%;1%;3%;6%;6%;4%;10%;10%;9%;17%;17,1%;;6%;6%;5%
2083;100%;5%;5%;6%;9%;28%;3%;10%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;12%;1%;2%;9%;1%;0%;0%;0%;2%;17%;3%;1%;5%;1%;1%;1%;3%;6%;6%;4%;10%;10%;9%;17%;17,1%;;6%;6%;5%
2084;100%;5%;5%;6%;9%;29%;3%;10%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;12%;1%;2%;8%;1%;0%;0%;0%;2%;17%;3%;1%;5%;1%;1%;1%;3%;6%;5%;4%;9%;10%;8%;17%;17,0%;;6%;6%;5%
2085;100%;5%;5%;6%;9%;29%;3%;10%;33%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;12%;1%;2%;8%;1%;0%;0%;0%;2%;17%;3%;1%;5%;1%;1%;1%;3%;6%;5%;4%;9%;10%;8%;17%;17,0%;;6%;6%;5%
2086;100%;5%;5%;6%;9%;29%;3%;10%;32%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;1%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;3%;1%;3%;1%;1%;1%;4%;0%;1%;1%;12%;1%;2%;8%;1%;0%;0%;0%;2%;17%;3%;1%;5%;1%;1%;1%;3%;5%;5%;4%;9%;9%;8%;17%;16,9%;;6%;6%;5%
2087;100%;5%;5%;6%;9%;29%;3%;10%;32%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;0%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;4%;1%;3%;1%;1%;1%;4%;0%;1%;1%;12%;1%;2%;8%;1%;0%;0%;0%;2%;17%;3%;1%;5%;1%;1%;1%;3%;5%;5%;4%;9%;9%;8%;17%;16,9%;;6%;6%;5%
2088;100%;5%;6%;6%;9%;29%;3%;10%;32%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;0%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;4%;1%;3%;1%;1%;1%;4%;0%;1%;1%;12%;1%;2%;8%;1%;0%;0%;0%;2%;17%;3%;1%;5%;1%;1%;1%;3%;5%;5%;4%;9%;9%;8%;17%;16,8%;;6%;6%;5%
2089;100%;5%;6%;6%;9%;29%;3%;9%;32%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;0%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;4%;1%;3%;1%;1%;1%;4%;0%;1%;1%;12%;1%;2%;8%;1%;0%;0%;0%;2%;16%;3%;1%;5%;1%;1%;1%;3%;5%;5%;4%;9%;9%;8%;17%;16,7%;;6%;6%;5%
2090;100%;5%;6%;6%;9%;30%;3%;9%;32%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;0%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;4%;1%;3%;1%;1%;1%;4%;0%;1%;1%;13%;1%;2%;8%;1%;0%;0%;0%;2%;16%;3%;1%;5%;1%;1%;1%;3%;5%;5%;4%;8%;9%;8%;17%;16,7%;;6%;6%;5%
2091;100%;5%;6%;6%;9%;30%;3%;9%;32%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;0%;1%;2%;0%;1%;2%;1%;0%;1%;1%;3%;4%;1%;3%;1%;1%;1%;4%;0%;1%;1%;13%;1%;2%;8%;1%;0%;0%;0%;2%;16%;3%;1%;5%;1%;1%;1%;3%;5%;5%;4%;8%;8%;8%;17%;16,6%;;5%;5%;5%
2092;100%;5%;6%;6%;9%;30%;3%;9%;32%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;0%;1%;2%;0%;1%;2%;1%;0%;1%;1%;4%;4%;1%;3%;1%;1%;1%;4%;0%;1%;1%;13%;1%;2%;8%;1%;0%;0%;0%;2%;16%;3%;1%;5%;1%;0%;1%;3%;5%;5%;4%;8%;8%;8%;17%;16,5%;;5%;5%;5%
2093;100%;5%;6%;6%;9%;30%;3%;9%;32%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;0%;1%;2%;0%;1%;2%;1%;0%;1%;1%;4%;4%;1%;3%;1%;1%;1%;4%;0%;1%;1%;13%;1%;2%;7%;1%;0%;0%;0%;2%;16%;3%;1%;5%;1%;0%;1%;3%;5%;5%;4%;8%;8%;7%;16%;16,5%;;5%;5%;5%
2094;100%;5%;6%;6%;9%;30%;3%;9%;32%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;0%;1%;2%;0%;1%;2%;1%;0%;1%;1%;4%;4%;1%;3%;1%;1%;1%;4%;0%;1%;1%;13%;1%;2%;7%;1%;0%;0%;0%;2%;16%;3%;0%;5%;1%;0%;1%;3%;5%;5%;4%;8%;8%;7%;16%;16,4%;;5%;5%;5%
2095;100%;5%;6%;6%;9%;30%;3%;9%;32%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;0%;1%;2%;0%;1%;2%;1%;0%;1%;1%;4%;4%;1%;3%;1%;1%;1%;4%;0%;1%;1%;13%;1%;2%;7%;1%;0%;0%;0%;2%;16%;3%;0%;5%;1%;0%;1%;3%;5%;5%;4%;8%;8%;7%;16%;16,3%;;5%;5%;5%
2096;100%;5%;6%;6%;9%;31%;3%;9%;32%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;0%;1%;2%;0%;1%;2%;1%;0%;1%;1%;4%;4%;1%;3%;1%;1%;1%;4%;0%;1%;1%;13%;1%;2%;7%;1%;0%;0%;0%;2%;16%;3%;0%;5%;1%;0%;1%;3%;5%;5%;4%;7%;7%;7%;16%;16,3%;;5%;5%;5%
2097;100%;5%;6%;6%;9%;31%;3%;8%;32%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;0%;1%;2%;0%;1%;2%;1%;0%;1%;1%;4%;4%;1%;4%;1%;1%;1%;4%;0%;1%;1%;13%;1%;2%;7%;1%;0%;0%;0%;2%;16%;3%;0%;5%;1%;0%;1%;3%;5%;5%;4%;7%;7%;7%;16%;16,2%;;5%;5%;5%
2098;100%;5%;6%;6%;9%;31%;3%;8%;32%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;0%;1%;2%;0%;1%;2%;1%;0%;1%;1%;4%;4%;1%;4%;1%;1%;1%;4%;0%;1%;1%;13%;1%;2%;7%;1%;0%;0%;0%;2%;16%;3%;0%;5%;1%;0%;1%;3%;5%;5%;4%;7%;7%;7%;16%;16,1%;;5%;5%;5%
2099;100%;5%;6%;6%;9%;31%;3%;8%;32%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;0%;1%;2%;0%;1%;2%;1%;0%;1%;1%;4%;4%;1%;4%;1%;1%;1%;5%;0%;1%;1%;13%;1%;2%;7%;1%;0%;0%;0%;2%;16%;3%;0%;5%;1%;0%;1%;3%;5%;5%;4%;7%;7%;7%;16%;16,0%;;5%;5%;5%
2100;100%;5%;6%;6%;9%;31%;3%;8%;32%;1%;0%;0%;1%;1%;0%;0%;0%;0%;1%;1%;4%;1%;0%;0%;0%;0%;2%;0%;0%;1%;2%;0%;1%;2%;1%;0%;1%;1%;4%;4%;1%;4%;1%;1%;1%;5%;0%;1%;1%;13%;1%;2%;7%;1%;0%;0%;0%;2%;16%;3%;0%;5%;1%;0%;1%;3%;4%;4%;4%;7%;7%;7%;16%;16,0%;;5%;5%;5%
