Data Figure 2.13a and 2.14a (3/3): Data series on posttax net income shares (middle 40% share);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixDistribution.xlsx sheet I8h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;Core Social-Democratic Europe (DE-DK-FR-GB-NL-NO-SE);Core Western Europe (DE-FR-GB);Core Nordic Europe (DK-NL-NO-SE);World (population-weighted);Europe (Pop. weighted);North America/ Oceania (pop.weighted);Latin America (pop.weighted);Middle East/North Africa (pop.weighted);Subsaharan Africa (pop.weighted);Russia/ Central Asia (pop.weighted);East Asia (pop.weighted);South & South-East Asia (pop.weighted);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2036;44%;45%;46%;39%;41%;41%;42%;45%;37%;44%;45%;45%;45%;44%;46%;46%;44%;45%;45%;45%;46%;47%;47%;45%;37%;43%;36%;38%;41%;38%;41%;42%;39%;39%;40%;40%;42%;39%;35%;38%;41%;42%;40%;41%;40%;42%;38%;40%;36%;38%;40%;43%;45%;42%;46%;46%;34%;42%;35%;43%;42%;42%;42%;41%;43%;39%;45%;44%;45%;40%;45%;46%;39%;38%;40%;42%;45%;38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2037;44%;45%;46%;39%;41%;41%;42%;45%;38%;44%;45%;45%;45%;44%;45%;46%;44%;45%;45%;45%;46%;47%;47%;45%;38%;43%;36%;38%;41%;38%;41%;42%;39%;40%;40%;40%;42%;39%;36%;38%;41%;42%;40%;41%;40%;42%;38%;41%;37%;39%;40%;43%;45%;42%;46%;45%;35%;42%;35%;43%;42%;42%;42%;41%;43%;39%;45%;44%;45%;41%;45%;45%;39%;39%;40%;42%;45%;38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2038;44%;45%;46%;40%;41%;41%;43%;45%;38%;44%;45%;45%;45%;44%;45%;45%;44%;45%;45%;45%;45%;47%;47%;45%;38%;43%;37%;38%;41%;39%;41%;42%;40%;40%;40%;41%;42%;39%;36%;38%;42%;43%;40%;41%;40%;42%;39%;41%;37%;39%;40%;44%;45%;43%;46%;45%;35%;42%;36%;43%;43%;42%;42%;42%;43%;39%;45%;44%;45%;41%;45%;45%;39%;39%;40%;42%;45%;38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2039;44%;45%;46%;40%;42%;41%;43%;45%;39%;44%;45%;45%;45%;44%;45%;45%;44%;45%;45%;45%;45%;47%;47%;45%;38%;43%;37%;39%;41%;39%;41%;42%;40%;40%;40%;41%;42%;39%;37%;39%;42%;43%;41%;41%;41%;42%;39%;41%;37%;39%;40%;44%;45%;43%;46%;45%;36%;42%;36%;43%;43%;42%;42%;42%;43%;40%;45%;44%;45%;41%;45%;45%;40%;39%;40%;42%;45%;39%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2040;44%;45%;46%;40%;42%;42%;43%;45%;39%;44%;45%;45%;45%;44%;45%;45%;44%;45%;45%;45%;45%;46%;47%;45%;39%;43%;38%;39%;41%;39%;42%;43%;40%;40%;41%;41%;42%;40%;37%;39%;42%;43%;41%;42%;41%;42%;39%;41%;38%;40%;40%;44%;45%;43%;45%;45%;36%;42%;37%;43%;43%;42%;43%;42%;43%;40%;45%;44%;45%;41%;45%;45%;40%;39%;41%;42%;44%;39%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2041;44%;45%;46%;41%;42%;42%;43%;45%;39%;44%;45%;45%;45%;44%;45%;45%;44%;45%;45%;45%;45%;46%;46%;45%;39%;43%;38%;39%;41%;40%;42%;43%;40%;41%;41%;41%;42%;40%;37%;39%;42%;43%;41%;42%;41%;43%;39%;41%;38%;40%;41%;44%;45%;43%;45%;45%;37%;43%;37%;43%;43%;42%;43%;42%;43%;40%;45%;44%;45%;41%;45%;45%;40%;40%;41%;42%;44%;39%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2042;44%;45%;46%;41%;43%;42%;43%;45%;40%;44%;45%;44%;45%;44%;45%;45%;44%;45%;45%;45%;45%;46%;46%;44%;39%;43%;38%;40%;42%;40%;42%;43%;41%;41%;41%;41%;42%;40%;38%;40%;42%;43%;41%;42%;41%;43%;40%;42%;39%;40%;41%;44%;45%;43%;45%;45%;37%;43%;38%;43%;43%;42%;43%;42%;44%;40%;45%;44%;45%;42%;45%;45%;40%;40%;41%;42%;44%;40%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2043;44%;45%;46%;41%;43%;42%;43%;45%;40%;44%;45%;44%;45%;44%;45%;45%;44%;45%;45%;45%;45%;46%;46%;44%;40%;43%;39%;40%;42%;40%;42%;43%;41%;41%;41%;42%;43%;40%;38%;40%;42%;43%;42%;42%;42%;43%;40%;42%;39%;41%;41%;44%;45%;43%;45%;45%;38%;43%;38%;43%;43%;42%;43%;42%;44%;41%;45%;44%;45%;42%;45%;45%;41%;40%;41%;42%;44%;40%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2044;44%;45%;46%;41%;43%;43%;43%;45%;40%;44%;45%;44%;45%;44%;45%;45%;45%;45%;45%;45%;45%;46%;46%;44%;40%;44%;39%;40%;42%;40%;42%;43%;41%;41%;41%;42%;43%;41%;39%;40%;43%;43%;42%;42%;42%;43%;40%;42%;39%;41%;41%;44%;45%;43%;45%;45%;38%;43%;39%;43%;43%;43%;43%;42%;44%;41%;45%;44%;45%;42%;45%;45%;41%;41%;42%;43%;44%;40%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2045;44%;45%;46%;42%;43%;43%;44%;45%;41%;44%;45%;44%;45%;44%;45%;45%;45%;45%;45%;45%;45%;46%;46%;44%;40%;44%;40%;41%;42%;41%;42%;43%;41%;41%;42%;42%;43%;41%;39%;41%;43%;43%;42%;42%;42%;43%;41%;42%;40%;41%;42%;44%;45%;43%;45%;45%;39%;43%;39%;43%;43%;43%;43%;43%;44%;41%;45%;44%;45%;42%;45%;45%;41%;41%;42%;43%;44%;41%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2046;44%;45%;46%;42%;44%;43%;44%;45%;41%;44%;45%;44%;45%;44%;45%;45%;45%;45%;45%;45%;45%;46%;46%;44%;41%;44%;40%;41%;42%;41%;42%;43%;41%;42%;42%;42%;43%;41%;40%;41%;43%;43%;42%;43%;42%;43%;41%;42%;40%;41%;42%;44%;44%;43%;45%;45%;39%;43%;39%;43%;43%;43%;43%;43%;44%;41%;45%;44%;45%;42%;45%;45%;41%;41%;42%;43%;44%;41%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2047;44%;45%;46%;42%;44%;43%;44%;45%;41%;44%;45%;44%;45%;44%;45%;45%;45%;45%;45%;45%;45%;45%;46%;44%;41%;44%;40%;41%;42%;41%;43%;43%;42%;42%;42%;42%;43%;41%;40%;41%;43%;43%;42%;43%;42%;43%;41%;42%;41%;42%;42%;44%;44%;43%;45%;45%;40%;43%;40%;43%;43%;43%;43%;43%;44%;42%;45%;44%;45%;42%;44%;45%;42%;41%;42%;43%;44%;41%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2048;44%;45%;46%;42%;44%;43%;44%;45%;42%;44%;45%;44%;45%;44%;45%;45%;45%;45%;45%;44%;45%;45%;45%;44%;41%;44%;41%;41%;43%;42%;43%;43%;42%;42%;42%;43%;43%;42%;40%;42%;43%;43%;43%;43%;43%;43%;42%;43%;41%;42%;42%;44%;44%;43%;45%;45%;40%;43%;40%;43%;43%;43%;43%;43%;44%;42%;45%;44%;45%;43%;44%;45%;42%;42%;42%;43%;44%;42%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2049;44%;45%;46%;43%;44%;44%;44%;45%;42%;44%;45%;44%;45%;44%;45%;45%;45%;45%;45%;44%;45%;45%;45%;44%;42%;44%;41%;42%;43%;42%;43%;43%;42%;42%;42%;43%;43%;42%;41%;42%;43%;44%;43%;43%;43%;43%;42%;43%;41%;42%;42%;44%;44%;43%;45%;45%;40%;43%;41%;44%;44%;43%;43%;43%;44%;42%;45%;44%;45%;43%;44%;45%;42%;42%;43%;43%;44%;42%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2050;44%;45%;46%;43%;45%;44%;44%;45%;42%;44%;45%;44%;45%;44%;45%;45%;45%;44%;45%;44%;45%;45%;45%;44%;42%;44%;42%;42%;43%;42%;43%;43%;42%;43%;43%;43%;43%;42%;41%;42%;43%;44%;43%;43%;43%;44%;42%;43%;42%;43%;43%;44%;44%;44%;45%;45%;41%;43%;41%;44%;44%;43%;44%;43%;44%;42%;44%;44%;45%;43%;44%;45%;42%;42%;43%;43%;44%;42%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2051;44%;45%;46%;43%;45%;44%;44%;45%;42%;44%;45%;44%;45%;44%;45%;45%;45%;44%;45%;44%;45%;45%;45%;44%;42%;44%;42%;42%;43%;42%;43%;43%;43%;43%;43%;43%;43%;42%;41%;42%;43%;44%;43%;43%;43%;44%;42%;43%;42%;43%;43%;44%;44%;44%;45%;45%;41%;43%;41%;44%;44%;43%;44%;43%;44%;43%;44%;44%;45%;43%;44%;45%;42%;42%;43%;43%;44%;42%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2052;44%;45%;46%;43%;44%;44%;44%;45%;42%;44%;45%;44%;45%;44%;45%;45%;45%;44%;45%;44%;45%;45%;45%;44%;42%;44%;42%;42%;43%;42%;43%;43%;43%;43%;43%;43%;43%;42%;41%;42%;43%;44%;43%;43%;43%;44%;42%;43%;42%;43%;43%;44%;44%;44%;45%;45%;41%;44%;41%;44%;44%;43%;44%;43%;44%;43%;44%;44%;45%;43%;44%;45%;43%;42%;43%;43%;44%;42%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2053;44%;45%;46%;43%;44%;44%;44%;45%;42%;44%;45%;44%;45%;44%;45%;45%;45%;44%;45%;44%;45%;45%;45%;44%;42%;44%;42%;42%;43%;42%;43%;43%;43%;43%;43%;43%;43%;42%;41%;42%;43%;44%;43%;43%;43%;44%;42%;43%;42%;43%;43%;44%;44%;44%;45%;45%;41%;44%;41%;44%;44%;43%;44%;43%;44%;43%;44%;44%;45%;43%;44%;45%;43%;42%;43%;43%;44%;42%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2054;44%;45%;46%;43%;44%;44%;44%;45%;42%;44%;45%;44%;45%;44%;45%;45%;44%;44%;45%;44%;45%;45%;45%;44%;42%;44%;42%;42%;43%;42%;43%;43%;43%;43%;43%;43%;43%;42%;42%;42%;43%;44%;43%;43%;43%;44%;42%;43%;42%;43%;43%;44%;44%;44%;45%;45%;41%;44%;42%;44%;44%;43%;44%;43%;44%;43%;44%;44%;45%;43%;44%;45%;43%;42%;43%;43%;44%;42%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2055;44%;45%;46%;43%;44%;44%;44%;45%;42%;44%;45%;44%;45%;44%;45%;45%;44%;44%;45%;44%;45%;45%;45%;44%;42%;44%;42%;42%;43%;42%;43%;43%;43%;43%;43%;43%;43%;42%;42%;42%;43%;44%;43%;43%;43%;44%;42%;43%;42%;43%;43%;44%;44%;44%;45%;45%;41%;44%;42%;44%;44%;43%;44%;43%;44%;43%;44%;44%;45%;43%;44%;45%;43%;42%;43%;43%;44%;42%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2056;45%;45%;46%;43%;44%;44%;44%;45%;42%;44%;45%;44%;44%;44%;45%;45%;44%;44%;45%;44%;45%;45%;45%;44%;42%;44%;42%;42%;43%;42%;43%;43%;43%;43%;43%;43%;43%;43%;42%;42%;43%;44%;43%;43%;43%;44%;42%;43%;42%;43%;43%;44%;44%;44%;45%;45%;41%;44%;42%;44%;44%;43%;44%;43%;44%;43%;44%;44%;45%;43%;44%;45%;43%;42%;43%;43%;44%;42%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2057;45%;45%;45%;43%;44%;44%;44%;45%;42%;44%;45%;44%;44%;44%;45%;45%;44%;44%;45%;44%;45%;45%;45%;44%;42%;44%;42%;42%;43%;42%;43%;43%;43%;43%;43%;43%;43%;43%;42%;42%;43%;44%;43%;43%;43%;44%;43%;43%;42%;43%;43%;44%;44%;44%;45%;45%;41%;44%;42%;44%;44%;43%;44%;43%;44%;43%;44%;44%;45%;43%;44%;45%;43%;42%;43%;43%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2058;45%;45%;45%;43%;44%;44%;44%;45%;43%;44%;45%;44%;44%;44%;45%;45%;44%;44%;45%;44%;45%;45%;45%;44%;42%;44%;42%;42%;43%;42%;43%;43%;43%;43%;43%;43%;43%;43%;42%;43%;43%;44%;43%;43%;43%;44%;43%;43%;42%;43%;43%;44%;44%;44%;45%;45%;41%;44%;42%;44%;44%;43%;44%;43%;44%;43%;44%;44%;45%;43%;44%;45%;43%;42%;43%;43%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2059;45%;45%;45%;43%;44%;44%;44%;45%;43%;44%;45%;44%;44%;44%;45%;45%;44%;44%;44%;44%;45%;45%;45%;44%;42%;44%;42%;42%;43%;43%;43%;44%;43%;43%;43%;43%;43%;43%;42%;43%;43%;44%;43%;43%;43%;44%;43%;43%;42%;43%;43%;44%;44%;44%;45%;45%;42%;44%;42%;44%;44%;43%;44%;43%;44%;43%;44%;44%;44%;43%;44%;45%;43%;43%;43%;43%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2060;45%;45%;45%;43%;44%;44%;44%;45%;43%;44%;45%;44%;44%;44%;45%;45%;44%;44%;44%;44%;45%;45%;45%;44%;42%;44%;42%;42%;43%;43%;43%;44%;43%;43%;43%;43%;43%;43%;42%;43%;43%;44%;43%;43%;43%;44%;43%;43%;42%;43%;43%;44%;44%;44%;45%;44%;42%;44%;42%;44%;44%;43%;44%;43%;44%;43%;44%;44%;44%;43%;44%;45%;43%;43%;43%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2061;45%;45%;45%;43%;44%;44%;44%;45%;43%;44%;44%;44%;44%;44%;45%;45%;44%;44%;44%;44%;45%;45%;45%;44%;42%;44%;42%;43%;43%;43%;43%;44%;43%;43%;43%;43%;43%;43%;42%;43%;43%;44%;43%;43%;43%;44%;43%;43%;42%;43%;43%;44%;44%;44%;45%;44%;42%;44%;42%;44%;44%;44%;44%;43%;44%;43%;44%;44%;44%;43%;44%;45%;43%;43%;43%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2062;45%;45%;45%;43%;44%;44%;44%;45%;43%;44%;44%;44%;44%;44%;44%;45%;44%;44%;44%;44%;45%;45%;45%;44%;42%;44%;42%;43%;43%;43%;43%;44%;43%;43%;43%;43%;44%;43%;42%;43%;44%;44%;43%;43%;43%;44%;43%;43%;42%;43%;43%;44%;44%;44%;45%;44%;42%;44%;42%;44%;44%;44%;44%;43%;44%;43%;44%;44%;44%;43%;44%;45%;43%;43%;43%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2063;45%;45%;45%;43%;44%;44%;44%;45%;43%;44%;44%;44%;44%;44%;44%;45%;44%;44%;44%;44%;45%;45%;45%;44%;43%;44%;42%;43%;43%;43%;43%;44%;43%;43%;43%;43%;44%;43%;42%;43%;44%;44%;43%;43%;43%;44%;43%;43%;42%;43%;43%;44%;44%;44%;45%;44%;42%;44%;42%;44%;44%;44%;44%;43%;44%;43%;44%;44%;44%;43%;44%;44%;43%;43%;43%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2064;45%;44%;45%;43%;44%;44%;44%;45%;43%;44%;44%;44%;44%;44%;44%;45%;44%;44%;44%;44%;44%;45%;45%;44%;43%;44%;42%;43%;43%;43%;43%;44%;43%;43%;43%;43%;44%;43%;42%;43%;44%;44%;43%;43%;43%;44%;43%;43%;42%;43%;43%;44%;44%;44%;45%;44%;42%;44%;42%;44%;44%;44%;44%;43%;44%;43%;44%;44%;44%;43%;44%;44%;43%;43%;43%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2065;45%;44%;45%;43%;44%;44%;44%;45%;43%;44%;44%;44%;44%;44%;44%;45%;44%;44%;44%;44%;44%;45%;45%;44%;43%;44%;42%;43%;43%;43%;43%;44%;43%;43%;43%;43%;44%;43%;42%;43%;44%;44%;43%;43%;43%;44%;43%;43%;42%;43%;43%;44%;44%;44%;45%;44%;42%;44%;42%;44%;44%;44%;44%;43%;44%;43%;44%;44%;44%;43%;44%;44%;43%;43%;43%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2066;45%;44%;45%;43%;44%;44%;44%;45%;43%;44%;44%;44%;44%;44%;44%;45%;44%;44%;44%;44%;44%;45%;45%;44%;43%;44%;42%;43%;43%;43%;43%;44%;43%;43%;43%;43%;44%;43%;42%;43%;44%;44%;43%;43%;43%;44%;43%;43%;42%;43%;43%;44%;44%;44%;44%;44%;42%;44%;42%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;43%;44%;44%;43%;43%;43%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2067;45%;44%;45%;43%;44%;44%;44%;45%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;45%;45%;44%;43%;44%;42%;43%;43%;43%;43%;44%;43%;43%;43%;43%;44%;43%;42%;43%;44%;44%;43%;43%;43%;44%;43%;43%;42%;43%;43%;44%;44%;44%;44%;44%;42%;44%;42%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;43%;44%;44%;43%;43%;43%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2068;44%;44%;45%;43%;44%;44%;44%;45%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;45%;45%;44%;43%;44%;42%;43%;43%;43%;43%;44%;43%;43%;43%;43%;44%;43%;42%;43%;44%;44%;43%;43%;43%;44%;43%;43%;42%;43%;43%;44%;44%;44%;44%;44%;42%;44%;42%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;43%;44%;44%;43%;43%;43%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2069;44%;44%;45%;43%;44%;44%;44%;45%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;45%;45%;44%;43%;44%;42%;43%;43%;43%;43%;44%;43%;43%;43%;43%;44%;43%;42%;43%;44%;44%;43%;43%;43%;44%;43%;43%;43%;43%;43%;44%;44%;44%;44%;44%;42%;44%;42%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;43%;44%;44%;43%;43%;43%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2070;44%;44%;45%;43%;44%;44%;44%;45%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;45%;45%;44%;43%;44%;42%;43%;43%;43%;44%;44%;43%;43%;43%;43%;44%;43%;42%;43%;44%;44%;43%;44%;43%;44%;43%;43%;43%;43%;43%;44%;44%;44%;44%;44%;42%;44%;42%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;43%;44%;44%;43%;43%;43%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2071;44%;44%;45%;43%;44%;44%;44%;45%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;45%;45%;44%;43%;44%;43%;43%;43%;43%;44%;44%;43%;43%;43%;43%;44%;43%;42%;43%;44%;44%;43%;44%;43%;44%;43%;43%;43%;43%;43%;44%;44%;44%;44%;44%;42%;44%;42%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;43%;44%;44%;43%;43%;43%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2072;44%;44%;45%;43%;44%;44%;44%;45%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;45%;45%;44%;43%;44%;43%;43%;43%;43%;44%;44%;43%;43%;43%;43%;44%;43%;43%;43%;44%;44%;43%;44%;43%;44%;43%;43%;43%;43%;43%;44%;44%;44%;44%;44%;42%;44%;42%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;43%;44%;44%;43%;43%;43%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2073;44%;44%;45%;43%;44%;44%;44%;45%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;45%;45%;44%;43%;44%;43%;43%;43%;43%;44%;44%;43%;43%;43%;43%;44%;43%;43%;43%;44%;44%;43%;44%;43%;44%;43%;43%;43%;43%;43%;44%;44%;44%;44%;44%;42%;44%;42%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;43%;44%;44%;43%;43%;43%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2074;44%;44%;45%;43%;44%;44%;44%;45%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;45%;45%;44%;43%;44%;43%;43%;43%;43%;44%;44%;43%;43%;43%;43%;44%;43%;43%;43%;44%;44%;43%;44%;43%;44%;43%;43%;43%;43%;43%;44%;44%;44%;44%;44%;42%;44%;43%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;43%;44%;44%;43%;43%;43%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2075;44%;44%;45%;43%;44%;44%;44%;45%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;45%;45%;44%;43%;44%;43%;43%;43%;43%;44%;44%;43%;43%;43%;43%;44%;43%;43%;43%;44%;44%;43%;44%;43%;44%;43%;44%;43%;43%;43%;44%;44%;44%;44%;44%;42%;44%;43%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;43%;44%;44%;43%;43%;43%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2076;44%;44%;45%;43%;44%;44%;44%;45%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;45%;45%;44%;43%;44%;43%;43%;43%;43%;44%;44%;43%;43%;43%;43%;44%;43%;43%;43%;44%;44%;43%;44%;43%;44%;43%;44%;43%;43%;43%;44%;44%;44%;44%;44%;42%;44%;43%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;43%;44%;44%;43%;43%;43%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2077;44%;44%;45%;43%;44%;44%;44%;45%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;45%;45%;44%;43%;44%;43%;43%;44%;43%;44%;44%;43%;43%;43%;43%;44%;43%;43%;43%;44%;44%;44%;44%;43%;44%;43%;44%;43%;43%;43%;44%;44%;44%;44%;44%;43%;44%;43%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;43%;43%;43%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2078;44%;44%;45%;43%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;45%;45%;44%;43%;44%;43%;43%;44%;43%;44%;44%;43%;43%;43%;44%;44%;43%;43%;43%;44%;44%;44%;44%;44%;44%;43%;44%;43%;43%;43%;44%;44%;44%;44%;44%;43%;44%;43%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;43%;43%;43%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2079;44%;44%;44%;43%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;45%;45%;44%;43%;44%;43%;43%;44%;43%;44%;44%;43%;43%;43%;44%;44%;43%;43%;43%;44%;44%;44%;44%;44%;44%;43%;44%;43%;43%;43%;44%;44%;44%;44%;44%;43%;44%;43%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;43%;43%;43%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
