Data Figure 2.13a and 2.14a (3/3): Data series on posttax net income shares (middle 40% share);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixDistribution.xlsx sheet I8h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;Core Social-Democratic Europe (DE-DK-FR-GB-NL-NO-SE);Core Western Europe (DE-FR-GB);Core Nordic Europe (DK-NL-NO-SE);World (population-weighted);Europe (Pop. weighted);North America/ Oceania (pop.weighted);Latin America (pop.weighted);Middle East/North Africa (pop.weighted);Subsaharan Africa (pop.weighted);Russia/ Central Asia (pop.weighted);East Asia (pop.weighted);South & South-East Asia (pop.weighted);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2080;44%;44%;44%;43%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;45%;45%;44%;43%;44%;43%;43%;44%;43%;44%;44%;43%;43%;43%;44%;44%;43%;43%;43%;44%;44%;44%;44%;44%;44%;43%;44%;43%;43%;43%;44%;44%;44%;44%;44%;43%;44%;43%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;43%;43%;44%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2081;44%;44%;44%;43%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;45%;45%;44%;43%;44%;43%;43%;44%;43%;44%;44%;43%;43%;43%;44%;44%;43%;43%;43%;44%;44%;44%;44%;44%;44%;43%;44%;43%;43%;44%;44%;44%;44%;44%;44%;43%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;43%;44%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2082;44%;44%;44%;43%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;45%;45%;44%;43%;44%;43%;43%;44%;43%;44%;44%;43%;43%;44%;44%;44%;43%;43%;43%;44%;44%;44%;44%;44%;44%;43%;44%;43%;43%;44%;44%;44%;44%;44%;44%;43%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;43%;44%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2083;44%;44%;44%;43%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;45%;44%;43%;44%;43%;43%;44%;43%;44%;44%;44%;44%;44%;44%;44%;43%;43%;43%;44%;44%;44%;44%;44%;44%;43%;44%;43%;43%;44%;44%;44%;44%;44%;44%;43%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;43%;44%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2084;44%;44%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;44%;43%;43%;44%;43%;44%;44%;44%;44%;44%;44%;44%;43%;43%;43%;44%;44%;44%;44%;44%;44%;43%;44%;43%;44%;44%;44%;44%;44%;44%;44%;43%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;43%;44%;44%;44%;43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2085;44%;44%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;44%;43%;43%;44%;43%;44%;44%;44%;44%;44%;44%;44%;43%;43%;43%;44%;44%;44%;44%;44%;44%;43%;44%;43%;44%;44%;44%;44%;44%;44%;44%;43%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2086;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;43%;44%;43%;44%;44%;44%;44%;44%;44%;44%;43%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;44%;43%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2087;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;43%;44%;43%;44%;44%;44%;44%;44%;44%;44%;43%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;44%;43%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2088;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;44%;43%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2089;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;44%;43%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2090;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2091;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;43%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2092;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2093;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2094;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2095;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2096;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2097;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2098;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2099;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2100;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
