Data Figure 2.13b and 2.14b (3/3): Data series on personal wealth (middle 40% share);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixDistribution.xlsx sheet K1h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;Core Social-Democratic Europe (DE-DK-FR-GB-NL-NO-SE);Core Western Europe (DE-FR-GB);Core Nordic Europe (DK-NL-NO-SE);World (population-weighted);Europe (Pop. weighted);North America/ Oceania (pop.weighted);Latin America (pop.weighted);Middle East/North Africa (pop.weighted);Subsaharan Africa (pop.weighted);Russia/ Central Asia (pop.weighted);East Asia (pop.weighted);South & South-East Asia (pop.weighted);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;20%;38%;35%;28%;20%;24%;39%;11%;35%;42%;51%;30%;41%;33%;45%;37%;47%;33%;37%;37%;36%;29%;39%;38%;25%;33%;26%;26%;26%;30%;28%;29%;36%;35%;27%;35%;32%;26%;25%;34%;31%;27%;25%;27%;35%;36%;26%;37%;15%;27%;41%;35%;43%;38%;33%;38%;34%;37%;42%;36%;33%;36%;34%;27%;36%;27%;40%;39%;42%;37%;38%;35%;28%;29%;29%;39%;42%;39%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;20%;38%;35%;27%;19%;24%;39%;11%;35%;43%;52%;31%;40%;33%;45%;36%;47%;32%;37%;37%;35%;29%;39%;39%;24%;33%;26%;26%;26%;30%;27%;29%;36%;35%;27%;35%;32%;26%;25%;34%;36%;27%;26%;27%;35%;36%;26%;37%;15%;27%;41%;35%;43%;38%;33%;38%;34%;37%;42%;36%;33%;36%;34%;27%;36%;27%;40%;39%;42%;37%;38%;35%;28%;29%;29%;38%;42%;39%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;19%;37%;34%;27%;20%;24%;39%;11%;34%;42%;51%;32%;40%;32%;45%;36%;47%;31%;37%;37%;35%;29%;39%;39%;24%;33%;26%;26%;26%;30%;27%;29%;36%;36%;28%;35%;32%;26%;25%;34%;34%;27%;25%;27%;35%;36%;26%;37%;15%;27%;41%;35%;43%;37%;33%;38%;33%;37%;42%;36%;33%;36%;35%;27%;36%;26%;40%;38%;41%;37%;38%;34%;28%;30%;29%;38%;42%;38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1988;19%;37%;33%;27%;20%;24%;39%;10%;34%;42%;49%;32%;40%;33%;45%;36%;47%;30%;37%;37%;34%;28%;39%;39%;23%;33%;26%;26%;26%;30%;27%;29%;36%;35%;30%;35%;32%;26%;25%;34%;36%;27%;26%;27%;35%;36%;26%;37%;15%;27%;41%;35%;43%;37%;33%;36%;33%;37%;41%;36%;33%;36%;35%;27%;36%;26%;40%;38%;41%;37%;38%;33%;28%;30%;29%;38%;42%;38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989;19%;37%;33%;28%;20%;24%;39%;10%;34%;42%;47%;32%;40%;33%;45%;35%;47%;29%;37%;37%;33%;28%;39%;38%;23%;33%;26%;26%;26%;30%;27%;29%;36%;35%;31%;35%;32%;27%;23%;34%;36%;27%;26%;27%;35%;36%;26%;37%;15%;26%;41%;35%;43%;37%;33%;37%;33%;37%;41%;36%;33%;37%;34%;27%;36%;25%;39%;38%;40%;36%;38%;33%;28%;30%;29%;38%;42%;38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1990;19%;38%;33%;28%;20%;24%;39%;10%;34%;42%;48%;33%;41%;35%;45%;35%;47%;28%;38%;37%;33%;28%;39%;38%;23%;33%;26%;26%;26%;30%;27%;29%;36%;36%;31%;35%;32%;27%;24%;34%;36%;27%;25%;27%;35%;36%;26%;37%;15%;26%;41%;35%;43%;36%;33%;37%;32%;37%;41%;36%;33%;37%;33%;27%;36%;24%;39%;39%;39%;36%;39%;33%;28%;30%;29%;38%;42%;38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1991;19%;38%;33%;28%;19%;24%;39%;10%;33%;42%;46%;34%;40%;35%;45%;35%;47%;28%;38%;37%;33%;28%;39%;38%;20%;33%;26%;26%;26%;30%;28%;29%;36%;36%;31%;35%;32%;27%;22%;34%;36%;27%;25%;27%;35%;35%;26%;37%;14%;26%;41%;35%;43%;37%;33%;37%;29%;37%;41%;36%;33%;37%;32%;27%;36%;23%;39%;39%;39%;36%;39%;33%;28%;30%;28%;38%;42%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1992;19%;38%;32%;28%;20%;25%;39%;12%;32%;41%;46%;34%;41%;34%;45%;35%;47%;29%;38%;38%;32%;28%;39%;37%;21%;33%;26%;26%;26%;30%;28%;29%;36%;36%;31%;35%;32%;27%;22%;34%;36%;27%;26%;27%;35%;35%;26%;37%;14%;27%;41%;34%;43%;38%;33%;37%;27%;37%;40%;36%;33%;37%;33%;26%;36%;22%;39%;39%;39%;36%;39%;32%;28%;30%;29%;37%;42%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1993;19%;37%;32%;28%;20%;25%;38%;14%;32%;40%;44%;34%;41%;33%;45%;35%;47%;30%;37%;37%;32%;28%;39%;37%;22%;33%;26%;26%;26%;30%;28%;29%;36%;36%;31%;35%;32%;29%;23%;34%;35%;27%;26%;27%;34%;35%;26%;37%;15%;27%;40%;34%;43%;38%;33%;37%;26%;37%;40%;35%;33%;37%;33%;27%;36%;22%;39%;38%;39%;36%;38%;32%;28%;30%;29%;37%;42%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;19%;37%;32%;28%;20%;25%;38%;14%;31%;40%;45%;34%;41%;32%;45%;36%;47%;31%;37%;37%;32%;28%;39%;37%;23%;33%;26%;26%;26%;30%;28%;29%;36%;36%;31%;35%;32%;30%;22%;34%;34%;27%;33%;27%;33%;35%;26%;37%;16%;28%;39%;35%;43%;37%;33%;36%;25%;37%;40%;35%;33%;37%;33%;27%;36%;20%;39%;38%;40%;36%;38%;32%;28%;30%;30%;37%;42%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;19%;38%;32%;28%;20%;25%;37%;15%;31%;40%;45%;35%;40%;41%;45%;36%;47%;33%;37%;37%;32%;28%;39%;37%;22%;33%;26%;26%;26%;30%;28%;29%;36%;36%;31%;35%;32%;30%;21%;34%;33%;27%;32%;27%;33%;35%;26%;37%;19%;28%;39%;34%;43%;37%;33%;36%;26%;36%;40%;35%;33%;37%;31%;27%;36%;20%;40%;40%;40%;36%;39%;32%;28%;30%;30%;37%;42%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;19%;38%;32%;28%;21%;25%;37%;16%;31%;39%;45%;35%;37%;41%;45%;37%;47%;35%;37%;37%;32%;28%;39%;38%;23%;33%;26%;26%;26%;30%;28%;29%;36%;35%;31%;35%;32%;30%;22%;34%;34%;31%;31%;30%;33%;35%;26%;37%;19%;29%;37%;35%;42%;37%;33%;36%;26%;36%;40%;35%;33%;37%;29%;28%;36%;20%;40%;39%;41%;36%;39%;32%;28%;30%;30%;36%;41%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;19%;37%;32%;28%;21%;26%;34%;18%;31%;39%;43%;34%;36%;39%;44%;37%;47%;36%;37%;37%;31%;28%;39%;37%;22%;33%;26%;26%;26%;30%;28%;29%;36%;35%;31%;35%;32%;30%;21%;34%;35%;33%;31%;31%;32%;35%;26%;37%;19%;28%;34%;35%;40%;37%;33%;36%;25%;36%;40%;36%;33%;36%;30%;30%;36%;20%;39%;38%;41%;35%;38%;31%;28%;30%;30%;34%;40%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;19%;37%;31%;28%;21%;26%;33%;19%;32%;38%;43%;33%;35%;39%;44%;38%;47%;38%;37%;37%;31%;28%;39%;37%;22%;33%;26%;26%;26%;30%;28%;28%;36%;33%;31%;35%;31%;30%;22%;34%;35%;36%;30%;32%;32%;35%;26%;37%;19%;28%;32%;35%;40%;37%;33%;36%;25%;36%;39%;36%;33%;36%;31%;31%;36%;21%;40%;37%;41%;35%;38%;31%;28%;30%;31%;33%;39%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999;19%;37%;31%;28%;22%;26%;31%;20%;32%;38%;42%;34%;34%;40%;44%;39%;47%;39%;37%;37%;31%;28%;39%;37%;22%;33%;26%;26%;26%;30%;28%;29%;36%;33%;30%;35%;32%;30%;22%;34%;35%;37%;30%;33%;32%;35%;26%;37%;18%;29%;29%;35%;39%;37%;33%;36%;25%;36%;39%;37%;33%;36%;31%;30%;35%;21%;40%;37%;42%;35%;38%;31%;28%;29%;31%;32%;38%;36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;19%;37%;31%;28%;22%;26%;32%;21%;32%;39%;42%;35%;34%;39%;44%;40%;46%;41%;37%;37%;31%;27%;38%;37%;20%;33%;26%;26%;26%;30%;28%;29%;36%;33%;30%;35%;32%;30%;22%;34%;35%;37%;30%;35%;32%;35%;26%;37%;18%;28%;30%;35%;38%;37%;33%;36%;24%;36%;38%;37%;33%;36%;32%;30%;35%;20%;40%;37%;42%;34%;38%;31%;28%;29%;31%;32%;38%;36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;20%;37%;31%;27%;22%;26%;30%;22%;32%;39%;45%;36%;35%;40%;40%;41%;47%;41%;37%;37%;31%;27%;38%;37%;20%;32%;26%;26%;26%;30%;27%;29%;36%;33%;31%;35%;32%;30%;22%;34%;34%;37%;30%;35%;31%;35%;26%;37%;18%;28%;28%;35%;38%;37%;32%;36%;25%;36%;37%;37%;33%;36%;33%;27%;35%;21%;41%;38%;43%;34%;38%;31%;27%;29%;31%;31%;37%;35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;20%;36%;31%;27%;23%;26%;32%;23%;31%;39%;46%;36%;36%;40%;35%;42%;47%;41%;37%;37%;31%;27%;38%;37%;21%;31%;26%;26%;26%;30%;27%;28%;36%;33%;32%;35%;32%;30%;22%;34%;33%;37%;30%;35%;31%;35%;26%;37%;18%;28%;30%;35%;37%;37%;34%;36%;25%;36%;36%;37%;33%;36%;33%;30%;35%;21%;42%;38%;44%;34%;38%;31%;27%;30%;31%;32%;37%;35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;21%;37%;31%;27%;22%;26%;30%;24%;31%;39%;46%;37%;37%;40%;34%;43%;47%;41%;37%;37%;31%;27%;38%;37%;20%;33%;26%;26%;26%;27%;27%;28%;36%;33%;31%;35%;32%;30%;21%;34%;33%;37%;30%;35%;31%;35%;26%;37%;18%;28%;28%;34%;37%;36%;32%;35%;24%;36%;36%;37%;33%;36%;34%;27%;35%;22%;42%;39%;44%;34%;38%;31%;27%;29%;31%;31%;37%;35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004;20%;37%;31%;27%;23%;26%;30%;24%;32%;39%;45%;38%;37%;40%;33%;42%;46%;41%;37%;37%;31%;27%;38%;37%;20%;33%;26%;26%;26%;26%;27%;28%;36%;33%;31%;35%;32%;32%;21%;34%;33%;37%;30%;35%;30%;36%;26%;37%;18%;28%;28%;35%;36%;36%;34%;35%;23%;36%;35%;38%;33%;36%;34%;29%;36%;21%;42%;39%;44%;33%;38%;31%;27%;30%;31%;31%;36%;35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;21%;37%;31%;27%;23%;26%;30%;25%;32%;38%;43%;38%;38%;40%;36%;43%;45%;41%;37%;37%;31%;26%;38%;38%;19%;35%;26%;26%;26%;26%;28%;27%;36%;33%;31%;35%;32%;33%;21%;34%;33%;37%;30%;35%;30%;36%;26%;37%;17%;28%;29%;34%;35%;36%;32%;35%;23%;36%;35%;38%;33%;35%;34%;30%;36%;21%;41%;39%;43%;33%;38%;31%;27%;30%;31%;31%;35%;34%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2006;21%;38%;31%;27%;24%;26%;31%;25%;31%;38%;43%;38%;38%;40%;39%;43%;46%;42%;37%;37%;31%;26%;38%;38%;19%;36%;26%;26%;26%;26%;28%;27%;36%;33%;31%;35%;32%;34%;21%;34%;33%;36%;31%;35%;32%;36%;26%;37%;16%;28%;30%;34%;34%;36%;39%;35%;22%;36%;34%;38%;33%;36%;34%;30%;36%;22%;41%;39%;43%;33%;38%;31%;27%;30%;31%;32%;34%;34%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;21%;37%;31%;27%;24%;26%;31%;25%;30%;37%;44%;36%;38%;40%;40%;43%;46%;42%;37%;37%;31%;26%;38%;38%;19%;35%;26%;26%;26%;26%;27%;27%;36%;33%;31%;35%;31%;34%;21%;34%;33%;36%;31%;36%;34%;36%;26%;37%;16%;28%;31%;34%;32%;36%;37%;35%;20%;36%;32%;38%;33%;36%;34%;30%;36%;23%;41%;38%;44%;32%;38%;31%;27%;30%;31%;32%;33%;33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2008;21%;38%;30%;27%;25%;26%;30%;24%;30%;37%;46%;38%;38%;40%;41%;44%;46%;44%;37%;37%;30%;26%;38%;38%;20%;37%;26%;26%;26%;26%;28%;27%;36%;32%;33%;35%;31%;33%;22%;34%;33%;36%;31%;37%;35%;36%;26%;37%;17%;28%;29%;34%;32%;36%;35%;35%;21%;36%;31%;38%;33%;37%;34%;29%;36%;22%;42%;38%;45%;32%;38%;30%;27%;30%;31%;31%;32%;32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2009;22%;38%;31%;28%;25%;26%;32%;24%;31%;38%;46%;37%;38%;41%;41%;43%;47%;42%;37%;37%;30%;26%;38%;37%;22%;37%;27%;26%;26%;26%;29%;27%;36%;34%;34%;35%;32%;32%;22%;34%;34%;36%;32%;37%;36%;37%;26%;37%;18%;28%;32%;34%;31%;37%;34%;35%;21%;37%;32%;38%;33%;37%;34%;31%;35%;22%;42%;39%;45%;32%;39%;30%;28%;31%;31%;33%;31%;33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;22%;37%;30%;28%;26%;27%;30%;25%;30%;38%;45%;37%;37%;40%;40%;43%;46%;43%;37%;37%;29%;26%;38%;37%;22%;37%;26%;26%;26%;26%;29%;30%;36%;35%;33%;35%;32%;33%;21%;34%;34%;36%;32%;37%;36%;37%;26%;37%;17%;28%;30%;35%;30%;36%;32%;34%;20%;36%;30%;39%;33%;37%;34%;29%;35%;22%;42%;38%;45%;31%;38%;29%;28%;30%;31%;32%;31%;32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011;21%;37%;29%;28%;26%;27%;29%;24%;30%;38%;47%;37%;37%;40%;40%;43%;47%;44%;37%;37%;28%;26%;38%;37%;23%;37%;26%;25%;26%;25%;30%;31%;37%;34%;36%;35%;32%;33%;21%;34%;34%;36%;32%;37%;37%;37%;27%;36%;16%;28%;28%;35%;27%;36%;36%;34%;20%;37%;30%;39%;33%;37%;34%;31%;36%;22%;42%;38%;45%;31%;38%;29%;28%;31%;31%;31%;28%;32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;22%;37%;28%;28%;25%;27%;29%;24%;31%;38%;46%;37%;37%;40%;39%;43%;47%;43%;37%;37%;27%;26%;38%;38%;23%;37%;26%;25%;26%;25%;30%;32%;36%;34%;33%;34%;32%;33%;21%;34%;34%;36%;33%;37%;37%;37%;27%;36%;16%;28%;27%;35%;27%;36%;31%;34%;20%;37%;31%;39%;33%;37%;34%;30%;36%;22%;42%;39%;45%;31%;38%;28%;28%;30%;31%;31%;28%;32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;22%;37%;28%;28%;25%;27%;29%;25%;31%;38%;46%;37%;37%;39%;39%;42%;47%;43%;36%;37%;27%;26%;38%;38%;23%;37%;27%;25%;26%;25%;29%;33%;34%;34%;34%;34%;32%;33%;21%;34%;34%;36%;33%;37%;37%;36%;27%;36%;16%;28%;27%;35%;27%;36%;32%;34%;20%;37%;31%;39%;33%;37%;33%;31%;36%;22%;42%;38%;45%;31%;38%;28%;28%;30%;31%;31%;28%;32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;22%;36%;28%;28%;25%;27%;28%;25%;31%;38%;46%;36%;36%;38%;39%;43%;48%;42%;36%;37%;27%;26%;38%;38%;23%;37%;27%;25%;27%;25%;30%;33%;34%;33%;35%;34%;32%;32%;21%;33%;34%;36%;34%;37%;37%;36%;29%;36%;16%;28%;26%;35%;27%;36%;32%;33%;20%;37%;31%;39%;33%;37%;33%;30%;36%;22%;42%;37%;45%;31%;38%;28%;28%;30%;31%;31%;28%;33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015;22%;37%;28%;28%;25%;27%;27%;25%;30%;38%;46%;36%;36%;39%;41%;43%;47%;42%;35%;37%;27%;26%;38%;38%;23%;37%;26%;25%;27%;25%;30%;33%;34%;33%;35%;34%;32%;32%;20%;33%;34%;36%;34%;36%;36%;36%;30%;36%;16%;28%;24%;35%;26%;36%;32%;34%;20%;37%;30%;39%;33%;36%;33%;31%;36%;22%;42%;38%;44%;30%;38%;28%;28%;30%;31%;30%;27%;32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;22%;37%;29%;28%;26%;27%;28%;25%;31%;38%;46%;36%;36%;38%;41%;44%;46%;43%;36%;37%;28%;26%;38%;38%;23%;37%;26%;26%;27%;25%;29%;33%;34%;33%;36%;34%;32%;32%;21%;32%;35%;36%;35%;36%;36%;36%;31%;36%;16%;28%;25%;35%;26%;36%;32%;33%;20%;37%;30%;39%;35%;37%;34%;31%;36%;23%;42%;38%;45%;31%;38%;28%;28%;30%;31%;30%;27%;32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;22%;37%;29%;28%;25%;28%;28%;25%;31%;38%;45%;36%;36%;38%;41%;42%;45%;43%;35%;37%;28%;26%;38%;38%;23%;37%;27%;26%;26%;25%;29%;33%;34%;33%;35%;34%;32%;30%;20%;32%;35%;36%;35%;36%;35%;36%;31%;36%;17%;28%;25%;35%;26%;36%;32%;34%;19%;37%;30%;40%;37%;37%;34%;30%;36%;22%;41%;37%;44%;30%;38%;29%;28%;29%;31%;30%;27%;32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;22%;37%;29%;27%;25%;28%;28%;25%;31%;38%;45%;36%;36%;38%;41%;44%;45%;43%;35%;36%;28%;26%;38%;38%;23%;37%;27%;26%;26%;25%;28%;33%;34%;33%;35%;34%;32%;29%;20%;32%;36%;37%;35%;36%;34%;36%;31%;36%;17%;29%;25%;35%;26%;36%;31%;34%;19%;37%;30%;38%;37%;37%;34%;30%;36%;23%;41%;37%;44%;30%;38%;29%;27%;29%;32%;30%;27%;32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;23%;37%;29%;27%;25%;29%;27%;26%;31%;38%;46%;36%;36%;38%;41%;45%;43%;43%;35%;36%;28%;26%;38%;38%;23%;36%;27%;26%;26%;25%;28%;34%;34%;33%;35%;34%;32%;31%;20%;31%;36%;37%;36%;36%;35%;36%;31%;36%;17%;29%;25%;35%;26%;36%;32%;34%;19%;37%;30%;38%;37%;37%;34%;32%;36%;23%;41%;37%;44%;31%;38%;29%;28%;29%;32%;30%;27%;32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;22%;37%;29%;27%;26%;29%;25%;26%;31%;38%;46%;36%;36%;38%;41%;45%;44%;43%;35%;36%;29%;26%;38%;38%;22%;36%;26%;26%;26%;26%;28%;34%;34%;34%;36%;35%;32%;32%;18%;31%;36%;37%;36%;36%;36%;36%;32%;36%;17%;29%;21%;35%;26%;36%;32%;34%;19%;37%;31%;38%;37%;37%;35%;32%;36%;22%;41%;38%;44%;31%;38%;29%;27%;29%;32%;28%;27%;33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;22%;37%;29%;27%;26%;29%;25%;25%;30%;38%;45%;36%;35%;38%;41%;45%;44%;42%;35%;36%;28%;26%;37%;37%;20%;36%;26%;26%;26%;26%;28%;34%;34%;34%;36%;35%;32%;32%;18%;31%;36%;37%;34%;36%;36%;36%;32%;36%;17%;29%;21%;35%;26%;36%;32%;34%;18%;37%;29%;38%;37%;37%;35%;30%;36%;22%;41%;37%;44%;30%;38%;29%;27%;29%;32%;28%;26%;31%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;22%;37%;30%;27%;26%;29%;25%;25%;30%;38%;45%;36%;36%;38%;41%;45%;43%;43%;35%;36%;29%;26%;37%;38%;20%;36%;26%;26%;26%;26%;29%;34%;34%;34%;36%;35%;32%;31%;18%;31%;36%;37%;35%;36%;36%;36%;32%;36%;17%;29%;21%;35%;26%;36%;32%;34%;20%;37%;29%;38%;37%;37%;35%;30%;36%;22%;41%;37%;44%;30%;38%;29%;28%;29%;32%;28%;27%;31%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023;22%;37%;30%;27%;25%;29%;25%;25%;30%;38%;46%;36%;35%;38%;41%;45%;44%;43%;35%;36%;30%;26%;38%;38%;22%;36%;26%;26%;26%;26%;29%;34%;34%;34%;35%;35%;32%;28%;18%;31%;36%;37%;35%;36%;36%;36%;32%;36%;17%;29%;21%;35%;26%;36%;32%;34%;19%;37%;29%;38%;37%;37%;35%;30%;36%;22%;41%;37%;44%;30%;38%;30%;28%;29%;32%;28%;27%;31%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024;22%;37%;30%;27%;25%;29%;25%;26%;30%;38%;46%;36%;35%;38%;41%;45%;44%;43%;35%;36%;30%;26%;37%;38%;23%;35%;26%;26%;26%;26%;28%;34%;34%;34%;35%;35%;32%;31%;18%;31%;36%;37%;35%;36%;36%;35%;32%;36%;17%;29%;21%;35%;26%;36%;32%;34%;17%;37%;29%;37%;37%;37%;35%;31%;36%;22%;41%;37%;44%;30%;38%;30%;27%;29%;32%;28%;27%;31%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025;23%;37%;30%;27%;25%;29%;25%;26%;30%;38%;46%;36%;35%;38%;41%;45%;44%;43%;35%;36%;30%;26%;37%;38%;23%;35%;26%;26%;26%;26%;28%;34%;34%;34%;35%;35%;32%;31%;18%;31%;36%;37%;35%;36%;36%;35%;32%;36%;17%;29%;21%;35%;26%;36%;32%;34%;17%;37%;29%;37%;37%;37%;35%;31%;36%;22%;41%;37%;44%;30%;38%;30%;27%;29%;32%;28%;27%;31%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2026;23%;37%;30%;27%;25%;28%;25%;26%;29%;38%;45%;36%;35%;38%;41%;44%;43%;42%;35%;36%;29%;26%;37%;38%;23%;35%;26%;26%;26%;25%;28%;33%;33%;33%;34%;34%;32%;30%;18%;30%;35%;36%;34%;35%;35%;34%;31%;34%;17%;28%;21%;34%;26%;36%;32%;34%;17%;36%;27%;36%;36%;36%;34%;30%;36%;22%;41%;37%;44%;29%;37%;30%;27%;28%;30%;28%;27%;30%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2027;23%;37%;31%;27%;25%;28%;26%;26%;29%;38%;46%;36%;36%;38%;41%;44%;44%;43%;36%;36%;31%;28%;38%;38%;23%;35%;26%;26%;26%;25%;28%;34%;33%;33%;34%;34%;33%;30%;18%;29%;34%;36%;33%;34%;34%;34%;30%;33%;17%;27%;22%;34%;27%;36%;32%;35%;17%;36%;27%;35%;36%;35%;34%;30%;35%;22%;41%;38%;44%;30%;38%;31%;27%;28%;30%;28%;27%;30%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2028;24%;38%;32%;27%;26%;28%;27%;27%;29%;39%;46%;37%;37%;38%;42%;44%;44%;44%;36%;37%;32%;29%;39%;39%;24%;34%;26%;26%;27%;26%;28%;34%;33%;33%;33%;34%;33%;31%;18%;28%;34%;35%;32%;34%;33%;34%;29%;32%;18%;27%;23%;34%;27%;36%;33%;36%;17%;36%;27%;35%;35%;35%;34%;30%;35%;23%;42%;38%;45%;30%;38%;32%;27%;28%;30%;29%;28%;30%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
