Data Figure 2.13b and 2.14b (3/3): Data series on personal wealth (middle 40% share);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixDistribution.xlsx sheet K1h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;Core Social-Democratic Europe (DE-DK-FR-GB-NL-NO-SE);Core Western Europe (DE-FR-GB);Core Nordic Europe (DK-NL-NO-SE);World (population-weighted);Europe (Pop. weighted);North America/ Oceania (pop.weighted);Latin America (pop.weighted);Middle East/North Africa (pop.weighted);Subsaharan Africa (pop.weighted);Russia/ Central Asia (pop.weighted);East Asia (pop.weighted);South & South-East Asia (pop.weighted);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1941;17%;25%;23%;17%;20%;17%;43%;17%;29%;25%;46%;29%;24%;8%;33%;32%;41%;13%;33%;37%;22%;23%;35%;32%;24%;22%;20%;22%;20%;20%;20%;20%;21%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;31%;25%;22%;25%;25%;24%;34%;30%;24%;24%;24%;24%;24%;24%;27%;19%;33%;29%;28%;23%;20%;20%;20%;43%;30%;30%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1942;17%;24%;25%;17%;20%;17%;43%;16%;29%;26%;46%;30%;23%;7%;34%;32%;42%;13%;33%;37%;24%;25%;36%;32%;25%;22%;20%;22%;20%;20%;20%;20%;22%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;32%;26%;23%;26%;26%;25%;34%;30%;25%;25%;25%;25%;25%;25%;27%;19%;33%;29%;28%;25%;20%;20%;20%;43%;31%;31%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1943;17%;23%;24%;18%;20%;17%;43%;15%;30%;27%;47%;30%;21%;7%;34%;32%;42%;13%;34%;37%;23%;25%;36%;33%;26%;22%;20%;22%;20%;20%;20%;20%;24%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;34%;28%;24%;28%;28%;26%;34%;31%;26%;26%;26%;26%;26%;26%;27%;18%;33%;30%;29%;24%;20%;21%;20%;43%;33%;31%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1944;17%;22%;26%;18%;20%;17%;43%;16%;30%;28%;47%;30%;21%;7%;35%;32%;43%;12%;34%;37%;25%;25%;37%;34%;26%;22%;20%;22%;20%;20%;20%;21%;25%;20%;21%;21%;21%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;35%;29%;26%;29%;29%;26%;34%;31%;26%;26%;26%;26%;26%;26%;27%;19%;34%;30%;29%;26%;20%;21%;20%;43%;34%;31%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1945;16%;19%;25%;18%;20%;17%;43%;21%;31%;30%;47%;30%;23%;6%;36%;32%;44%;12%;35%;38%;24%;25%;38%;34%;27%;22%;20%;22%;20%;20%;20%;21%;26%;20%;21%;21%;21%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;36%;30%;27%;30%;30%;27%;34%;31%;27%;27%;27%;27%;27%;27%;28%;20%;34%;31%;29%;25%;20%;21%;20%;43%;35%;31%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1946;17%;19%;25%;18%;20%;17%;43%;28%;31%;31%;48%;30%;28%;6%;36%;32%;44%;13%;35%;38%;24%;22%;37%;32%;28%;23%;20%;23%;20%;20%;20%;21%;27%;20%;21%;21%;21%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;38%;32%;28%;32%;32%;28%;34%;31%;28%;28%;28%;28%;28%;28%;29%;21%;34%;31%;30%;25%;20%;21%;20%;43%;37%;32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1947;17%;21%;25%;17%;21%;17%;43%;30%;31%;32%;48%;30%;28%;7%;37%;32%;45%;14%;36%;38%;25%;21%;37%;31%;29%;23%;20%;23%;20%;20%;20%;21%;28%;20%;21%;21%;21%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;39%;33%;29%;33%;33%;29%;34%;32%;29%;29%;29%;29%;29%;29%;30%;22%;35%;32%;31%;26%;20%;21%;20%;43%;38%;32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1948;18%;22%;26%;17%;21%;17%;43%;31%;31%;33%;49%;30%;27%;7%;37%;33%;45%;14%;36%;38%;27%;15%;37%;31%;30%;23%;20%;23%;20%;20%;20%;21%;29%;20%;21%;21%;21%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;41%;34%;30%;34%;34%;30%;34%;32%;30%;30%;30%;30%;30%;30%;30%;22%;35%;32%;31%;26%;20%;21%;20%;43%;39%;32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1949;18%;24%;27%;18%;21%;17%;43%;32%;32%;35%;49%;30%;25%;7%;38%;33%;46%;15%;37%;38%;28%;17%;37%;30%;31%;23%;20%;23%;20%;20%;20%;21%;30%;20%;21%;21%;21%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;42%;36%;31%;36%;36%;31%;34%;32%;31%;31%;31%;31%;31%;31%;30%;22%;36%;33%;31%;28%;20%;21%;20%;43%;41%;33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1950;18%;25%;27%;18%;21%;17%;43%;32%;32%;36%;50%;30%;25%;10%;39%;33%;47%;16%;37%;38%;28%;18%;37%;27%;32%;23%;20%;23%;20%;20%;20%;21%;31%;20%;21%;21%;21%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;43%;37%;32%;37%;37%;32%;34%;32%;32%;32%;32%;32%;32%;32%;31%;23%;36%;33%;32%;28%;20%;21%;20%;43%;42%;33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1951;19%;26%;27%;18%;21%;17%;43%;32%;38%;36%;50%;30%;27%;11%;39%;32%;47%;18%;37%;38%;28%;21%;38%;31%;32%;23%;20%;23%;20%;20%;20%;21%;31%;20%;21%;21%;21%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;43%;37%;32%;37%;37%;32%;44%;33%;32%;32%;32%;32%;32%;32%;31%;25%;37%;35%;32%;28%;21%;21%;19%;43%;42%;39%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1952;19%;27%;28%;19%;20%;17%;43%;32%;37%;36%;50%;30%;24%;11%;39%;33%;47%;19%;37%;38%;28%;20%;38%;29%;31%;24%;20%;22%;20%;20%;20%;21%;30%;20%;21%;21%;21%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;43%;37%;32%;37%;37%;31%;44%;33%;31%;31%;31%;31%;31%;31%;31%;24%;37%;35%;32%;28%;21%;21%;19%;43%;42%;39%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1953;20%;27%;28%;19%;20%;17%;43%;32%;38%;37%;50%;30%;24%;11%;39%;33%;47%;19%;37%;38%;29%;22%;38%;29%;31%;24%;20%;22%;20%;20%;20%;21%;29%;20%;21%;21%;21%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;43%;37%;32%;37%;37%;31%;44%;33%;31%;31%;31%;31%;31%;31%;32%;24%;37%;35%;32%;29%;21%;21%;19%;43%;42%;39%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1954;19%;28%;29%;19%;20%;17%;43%;30%;35%;36%;50%;31%;26%;11%;39%;33%;47%;20%;37%;38%;29%;22%;38%;30%;30%;25%;20%;22%;20%;20%;20%;21%;29%;20%;21%;21%;21%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;43%;37%;32%;37%;37%;30%;43%;33%;30%;30%;30%;30%;30%;30%;32%;24%;37%;35%;32%;29%;21%;21%;19%;43%;42%;38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1955;19%;28%;29%;19%;20%;17%;43%;29%;36%;36%;50%;31%;26%;12%;39%;32%;47%;21%;37%;38%;30%;23%;38%;32%;30%;25%;20%;22%;20%;20%;20%;21%;28%;20%;21%;21%;21%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;43%;37%;32%;37%;37%;30%;43%;33%;30%;30%;30%;30%;30%;30%;32%;25%;37%;34%;32%;29%;21%;21%;19%;43%;42%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1956;20%;29%;28%;19%;20%;17%;43%;28%;37%;35%;50%;31%;26%;13%;39%;31%;46%;22%;37%;38%;28%;23%;38%;31%;29%;26%;20%;21%;20%;20%;20%;21%;27%;20%;21%;21%;21%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;43%;37%;32%;37%;37%;29%;43%;34%;29%;29%;29%;29%;29%;29%;32%;25%;37%;34%;33%;28%;21%;21%;19%;43%;42%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1957;20%;29%;27%;19%;20%;17%;43%;26%;36%;35%;50%;31%;26%;15%;40%;34%;46%;23%;37%;38%;27%;24%;38%;32%;29%;26%;20%;21%;20%;20%;20%;20%;27%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;43%;36%;32%;36%;36%;29%;43%;34%;29%;29%;29%;29%;29%;29%;33%;25%;38%;34%;33%;27%;21%;21%;19%;43%;42%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1958;20%;29%;27%;19%;20%;17%;43%;24%;37%;34%;50%;31%;27%;15%;40%;36%;46%;24%;37%;38%;27%;24%;38%;33%;28%;27%;20%;21%;20%;20%;20%;20%;26%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;43%;36%;32%;36%;36%;28%;43%;34%;28%;28%;28%;28%;28%;28%;33%;25%;39%;34%;33%;27%;21%;21%;19%;42%;42%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1959;20%;29%;26%;20%;20%;17%;43%;21%;36%;33%;50%;31%;25%;15%;40%;35%;46%;25%;37%;38%;26%;24%;38%;32%;28%;27%;20%;21%;20%;20%;20%;20%;25%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;43%;36%;32%;36%;36%;28%;43%;34%;28%;28%;28%;28%;28%;28%;33%;25%;39%;34%;33%;27%;21%;21%;19%;42%;42%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1960;20%;29%;26%;20%;20%;17%;43%;17%;37%;32%;50%;31%;25%;16%;40%;34%;46%;26%;37%;38%;26%;25%;38%;33%;27%;27%;20%;20%;20%;20%;20%;20%;25%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;43%;36%;31%;36%;36%;27%;44%;34%;27%;27%;27%;27%;27%;27%;33%;24%;39%;34%;32%;26%;21%;21%;19%;42%;42%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1961;19%;30%;27%;20%;19%;17%;43%;13%;36%;33%;50%;31%;26%;17%;40%;34%;46%;26%;37%;38%;26%;25%;38%;33%;27%;28%;20%;20%;20%;20%;20%;20%;25%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;43%;36%;31%;36%;36%;27%;44%;35%;27%;27%;27%;27%;27%;27%;33%;25%;39%;34%;33%;27%;21%;21%;19%;42%;42%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1962;19%;30%;28%;20%;19%;17%;43%;13%;36%;33%;50%;31%;25%;18%;40%;35%;47%;26%;37%;38%;27%;28%;38%;33%;26%;28%;20%;20%;20%;20%;20%;20%;25%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;43%;36%;31%;36%;36%;26%;44%;35%;26%;26%;26%;26%;26%;26%;33%;26%;39%;34%;33%;28%;21%;21%;19%;42%;42%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1963;19%;30%;28%;20%;19%;17%;43%;13%;37%;33%;50%;31%;26%;17%;41%;35%;47%;26%;37%;38%;28%;25%;38%;33%;26%;28%;20%;20%;20%;20%;20%;20%;25%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;43%;36%;31%;36%;36%;26%;45%;35%;26%;26%;26%;26%;26%;26%;33%;26%;39%;34%;33%;28%;21%;21%;19%;42%;42%;38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1964;19%;30%;28%;20%;19%;16%;43%;14%;37%;34%;50%;31%;23%;17%;41%;35%;47%;26%;37%;38%;28%;27%;38%;33%;25%;28%;20%;20%;20%;20%;20%;20%;25%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;43%;36%;31%;36%;36%;25%;44%;35%;25%;25%;25%;25%;25%;25%;33%;24%;39%;34%;33%;28%;21%;21%;19%;42%;42%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1965;19%;30%;29%;19%;19%;16%;43%;14%;36%;34%;50%;31%;24%;17%;41%;35%;47%;26%;37%;38%;28%;30%;38%;34%;24%;28%;20%;20%;20%;20%;20%;20%;25%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;43%;36%;31%;36%;36%;24%;44%;35%;24%;24%;24%;24%;24%;24%;33%;25%;39%;34%;33%;29%;21%;21%;19%;42%;42%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1966;19%;30%;29%;20%;19%;16%;43%;13%;35%;34%;50%;31%;25%;19%;41%;36%;47%;26%;38%;38%;29%;26%;38%;34%;24%;28%;20%;20%;20%;20%;20%;20%;25%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;43%;35%;31%;35%;35%;24%;44%;35%;24%;24%;24%;24%;24%;24%;34%;26%;40%;34%;33%;29%;21%;20%;19%;42%;42%;36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1967;19%;31%;30%;20%;19%;16%;43%;12%;36%;35%;50%;31%;27%;18%;42%;37%;47%;27%;38%;38%;30%;32%;38%;34%;23%;28%;20%;20%;20%;20%;20%;20%;25%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;43%;35%;31%;35%;35%;23%;44%;36%;23%;23%;23%;23%;23%;23%;34%;27%;40%;34%;34%;30%;21%;20%;19%;42%;42%;36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1968;19%;32%;29%;20%;19%;16%;43%;11%;36%;36%;50%;31%;30%;18%;42%;36%;47%;28%;38%;38%;28%;31%;38%;34%;23%;28%;20%;20%;20%;20%;20%;20%;25%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;43%;35%;31%;35%;35%;23%;45%;36%;23%;23%;23%;23%;23%;23%;35%;28%;40%;34%;34%;29%;21%;20%;19%;42%;42%;36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;20%;33%;31%;20%;19%;16%;43%;10%;36%;38%;50%;31%;33%;20%;42%;37%;47%;29%;38%;38%;31%;30%;38%;34%;22%;28%;20%;20%;20%;20%;20%;20%;25%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;43%;35%;30%;35%;35%;22%;44%;36%;22%;22%;22%;22%;22%;22%;36%;30%;41%;34%;35%;31%;21%;20%;19%;42%;42%;36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1970;20%;33%;30%;20%;19%;16%;43%;13%;35%;35%;50%;31%;35%;20%;42%;36%;47%;30%;38%;38%;29%;29%;38%;34%;22%;28%;20%;20%;20%;20%;20%;20%;25%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;20%;10%;20%;46%;38%;43%;35%;30%;35%;35%;22%;44%;36%;22%;22%;22%;22%;22%;22%;36%;30%;41%;34%;35%;30%;21%;20%;19%;42%;42%;35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1971;20%;33%;31%;21%;19%;17%;43%;12%;36%;36%;50%;31%;36%;21%;43%;36%;47%;30%;38%;38%;31%;29%;38%;34%;22%;28%;21%;21%;21%;21%;21%;21%;26%;22%;21%;21%;21%;21%;20%;21%;21%;21%;21%;21%;21%;22%;21%;22%;10%;21%;46%;38%;43%;35%;31%;35%;35%;23%;45%;36%;23%;23%;23%;22%;23%;22%;37%;31%;41%;35%;35%;31%;21%;21%;20%;42%;42%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1972;19%;33%;30%;21%;19%;18%;43%;10%;36%;36%;50%;31%;36%;20%;43%;36%;47%;31%;38%;38%;30%;29%;38%;33%;22%;29%;21%;21%;21%;22%;22%;22%;27%;23%;21%;23%;22%;21%;21%;23%;22%;21%;21%;21%;23%;23%;21%;23%;11%;22%;46%;38%;43%;35%;31%;36%;35%;25%;45%;36%;24%;25%;24%;23%;24%;23%;37%;31%;41%;35%;35%;30%;22%;22%;21%;42%;42%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1973;20%;33%;31%;22%;19%;19%;43%;10%;36%;36%;50%;31%;36%;22%;43%;36%;47%;31%;38%;38%;31%;29%;38%;33%;22%;29%;22%;22%;22%;23%;22%;23%;28%;25%;22%;24%;24%;22%;21%;24%;23%;22%;22%;22%;24%;25%;22%;25%;11%;22%;46%;37%;43%;36%;31%;36%;35%;26%;45%;36%;25%;26%;25%;23%;26%;23%;37%;31%;41%;35%;36%;31%;23%;23%;22%;42%;42%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1974;20%;34%;33%;23%;16%;20%;43%;10%;36%;35%;50%;31%;37%;23%;44%;37%;47%;32%;38%;38%;33%;29%;38%;34%;23%;30%;23%;23%;22%;24%;23%;24%;29%;26%;23%;26%;25%;23%;21%;25%;24%;23%;22%;23%;26%;27%;22%;27%;12%;23%;46%;37%;43%;36%;31%;36%;35%;28%;45%;36%;26%;27%;26%;24%;27%;24%;37%;32%;42%;35%;36%;33%;24%;24%;23%;42%;42%;37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1975;20%;34%;32%;23%;17%;20%;43%;10%;36%;35%;50%;31%;37%;25%;44%;37%;47%;32%;38%;37%;32%;29%;38%;36%;23%;30%;23%;23%;23%;25%;24%;25%;30%;28%;23%;27%;26%;23%;22%;27%;26%;23%;23%;23%;28%;28%;23%;28%;12%;24%;46%;37%;43%;36%;32%;36%;35%;30%;44%;36%;27%;29%;28%;24%;29%;24%;38%;32%;42%;36%;36%;32%;24%;25%;24%;42%;42%;38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1976;20%;34%;34%;24%;17%;21%;43%;10%;36%;34%;50%;31%;38%;23%;44%;37%;47%;32%;38%;37%;34%;29%;38%;34%;23%;31%;24%;24%;23%;26%;24%;26%;31%;29%;24%;29%;27%;24%;22%;28%;27%;24%;23%;24%;29%;30%;24%;30%;13%;24%;46%;37%;43%;37%;32%;37%;35%;31%;44%;36%;28%;30%;29%;25%;30%;25%;37%;32%;42%;36%;36%;33%;25%;26%;25%;42%;42%;38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1977;20%;34%;33%;25%;17%;22%;42%;10%;36%;34%;50%;31%;39%;26%;44%;36%;47%;32%;37%;37%;33%;29%;38%;37%;24%;31%;25%;24%;24%;27%;25%;27%;32%;31%;25%;30%;28%;24%;23%;30%;28%;25%;24%;25%;31%;31%;24%;32%;13%;25%;44%;36%;43%;37%;32%;37%;35%;33%;44%;36%;29%;32%;30%;26%;32%;25%;38%;33%;41%;36%;36%;33%;26%;27%;26%;41%;42%;38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1978;20%;34%;35%;26%;18%;23%;41%;10%;37%;34%;50%;31%;39%;25%;45%;36%;47%;32%;37%;37%;35%;29%;38%;37%;24%;32%;25%;25%;25%;28%;26%;28%;33%;32%;26%;32%;30%;25%;23%;31%;29%;25%;24%;25%;32%;33%;25%;33%;14%;26%;43%;36%;43%;37%;33%;37%;35%;35%;44%;36%;31%;33%;31%;26%;33%;26%;38%;32%;41%;36%;36%;35%;26%;27%;27%;40%;42%;39%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1979;20%;35%;34%;26%;18%;23%;40%;9%;36%;33%;50%;31%;40%;29%;45%;36%;47%;32%;37%;37%;34%;29%;38%;37%;24%;32%;26%;25%;25%;29%;27%;29%;34%;34%;26%;33%;31%;26%;23%;32%;30%;26%;25%;26%;34%;35%;26%;35%;14%;26%;42%;36%;43%;38%;33%;38%;35%;36%;44%;37%;32%;35%;32%;27%;34%;26%;38%;34%;41%;37%;36%;33%;27%;28%;28%;39%;42%;39%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1980;20%;35%;34%;27%;18%;23%;39%;9%;36%;33%;50%;31%;40%;30%;45%;37%;47%;32%;37%;37%;34%;29%;39%;38%;25%;33%;26%;26%;26%;30%;27%;29%;36%;36%;27%;35%;32%;26%;24%;34%;31%;27%;26%;27%;35%;36%;26%;37%;15%;27%;41%;36%;43%;38%;33%;38%;35%;38%;44%;37%;33%;36%;34%;27%;36%;27%;38%;34%;41%;37%;37%;34%;28%;29%;29%;39%;42%;40%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1981;20%;36%;34%;27%;18%;23%;39%;9%;36%;37%;50%;31%;41%;29%;45%;37%;47%;32%;37%;37%;34%;29%;39%;38%;25%;33%;26%;26%;26%;30%;27%;29%;36%;35%;27%;35%;32%;26%;25%;34%;31%;27%;26%;27%;35%;36%;26%;37%;15%;27%;41%;35%;43%;38%;33%;38%;35%;38%;44%;37%;33%;36%;34%;27%;36%;27%;39%;35%;42%;37%;37%;34%;28%;29%;29%;39%;42%;40%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1982;20%;37%;35%;27%;19%;23%;39%;10%;36%;40%;49%;31%;41%;31%;45%;37%;47%;32%;38%;36%;35%;29%;39%;38%;25%;33%;26%;26%;26%;30%;27%;29%;36%;35%;27%;35%;32%;26%;25%;34%;31%;27%;26%;27%;35%;36%;26%;37%;15%;27%;41%;36%;43%;38%;33%;38%;35%;38%;44%;37%;33%;36%;34%;27%;36%;27%;40%;37%;41%;37%;38%;34%;28%;29%;29%;39%;42%;40%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1983;20%;38%;35%;27%;19%;23%;39%;11%;36%;42%;48%;31%;41%;31%;45%;37%;47%;32%;37%;37%;35%;29%;39%;38%;25%;33%;26%;26%;26%;30%;27%;29%;36%;35%;27%;35%;32%;26%;24%;34%;31%;27%;25%;27%;35%;36%;26%;37%;15%;27%;41%;35%;43%;38%;33%;38%;35%;38%;43%;37%;33%;36%;34%;27%;36%;27%;40%;38%;41%;37%;38%;35%;28%;29%;29%;38%;42%;39%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1984;20%;38%;35%;27%;19%;24%;39%;11%;35%;42%;51%;31%;41%;34%;45%;37%;47%;32%;37%;37%;35%;29%;39%;38%;25%;33%;26%;26%;26%;30%;28%;29%;36%;35%;27%;35%;32%;26%;24%;34%;31%;27%;26%;27%;35%;36%;26%;37%;15%;27%;41%;35%;43%;38%;33%;38%;34%;38%;43%;37%;33%;36%;34%;27%;36%;27%;41%;39%;42%;37%;38%;35%;28%;29%;29%;38%;42%;39%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
