Data Figure 1.9: Series on share of education, health, public services in labour hours 1800-2100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Planet Paper: Chanceletal2026Appendix_MacroScenarios.xlsx Sheet E2a;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI
1921;5%;8%;10%;5%;6%;2%;10%;2%;2%;7%;6%;3%;7%;6%;4%;8%;11%;8%;5%;4%;10%;9%;8%;4%;6%;7%;3%;5%;1%;5%;6%;8%;11%;9%;7%;4%;14%;4%;10%;8%;2%;0%;1%;2%;1%;1%;0%;4%;2%;2%;10%;11%;2%;5%;2%;5%;3%;2%;2%;3%;1%;4%;3%;1%;1%;5%
1922;5%;8%;10%;5%;6%;2%;10%;2%;2%;7%;7%;3%;7%;6%;5%;8%;11%;8%;6%;5%;10%;9%;8%;5%;6%;7%;4%;5%;1%;5%;6%;8%;12%;9%;8%;4%;14%;4%;10%;8%;2%;1%;1%;2%;1%;1%;0%;4%;2%;2%;10%;11%;2%;5%;2%;5%;3%;2%;2%;3%;1%;4%;3%;1%;1%;5%
1923;5%;8%;10%;5%;6%;2%;11%;2%;2%;7%;7%;3%;7%;6%;5%;9%;12%;9%;6%;5%;11%;9%;8%;5%;6%;7%;4%;5%;1%;5%;6%;9%;12%;9%;8%;4%;14%;4%;11%;8%;2%;1%;1%;2%;1%;1%;0%;4%;2%;2%;10%;11%;2%;5%;2%;5%;3%;2%;2%;3%;1%;4%;3%;1%;1%;5%
1924;5%;8%;11%;5%;7%;2%;11%;2%;2%;7%;7%;4%;7%;6%;5%;9%;12%;9%;6%;5%;11%;10%;9%;5%;7%;7%;4%;5%;1%;5%;6%;9%;12%;9%;8%;5%;15%;4%;11%;8%;2%;1%;1%;2%;1%;1%;0%;4%;2%;2%;11%;11%;2%;5%;2%;5%;3%;2%;2%;3%;1%;4%;3%;1%;1%;5%
1925;6%;8%;11%;5%;7%;2%;11%;2%;2%;8%;7%;4%;7%;6%;5%;9%;12%;9%;6%;5%;11%;10%;9%;5%;7%;7%;4%;5%;1%;5%;7%;9%;13%;9%;8%;5%;15%;4%;11%;9%;2%;1%;1%;2%;1%;1%;0%;4%;2%;2%;11%;12%;2%;5%;2%;5%;3%;2%;2%;3%;1%;4%;3%;1%;1%;5%
1926;6%;8%;11%;5%;7%;2%;11%;2%;2%;8%;7%;4%;8%;7%;5%;9%;13%;9%;6%;5%;11%;10%;9%;5%;7%;8%;4%;5%;1%;5%;7%;9%;13%;10%;8%;5%;15%;5%;11%;9%;2%;1%;1%;2%;1%;1%;0%;4%;2%;2%;11%;12%;2%;6%;2%;5%;3%;2%;2%;3%;1%;4%;3%;1%;1%;5%
1927;6%;8%;11%;5%;7%;2%;12%;2%;2%;8%;7%;4%;8%;7%;5%;9%;13%;10%;6%;5%;12%;10%;9%;5%;7%;8%;4%;6%;1%;5%;7%;9%;13%;10%;9%;5%;16%;5%;12%;9%;2%;1%;1%;2%;1%;1%;0%;4%;2%;2%;11%;12%;2%;6%;2%;5%;3%;2%;2%;3%;1%;4%;3%;2%;1%;5%
1928;6%;9%;12%;5%;8%;3%;12%;2%;2%;8%;8%;4%;8%;7%;5%;10%;13%;10%;7%;5%;12%;10%;9%;5%;7%;8%;4%;6%;1%;5%;7%;10%;13%;10%;9%;5%;16%;5%;12%;9%;2%;1%;1%;2%;1%;1%;0%;4%;2%;3%;12%;12%;2%;6%;2%;5%;3%;2%;2%;3%;1%;5%;3%;2%;1%;5%
1929;6%;9%;12%;6%;8%;3%;12%;2%;2%;8%;8%;4%;8%;7%;5%;10%;14%;10%;7%;5%;12%;11%;10%;5%;7%;8%;4%;6%;2%;5%;7%;10%;14%;10%;9%;5%;16%;5%;12%;9%;2%;1%;2%;2%;1%;1%;0%;4%;2%;3%;12%;13%;2%;6%;2%;5%;4%;2%;2%;3%;1%;5%;3%;2%;1%;5%
1930;6%;9%;12%;6%;8%;3%;12%;3%;3%;9%;8%;4%;8%;7%;6%;10%;14%;10%;7%;6%;12%;11%;10%;5%;7%;8%;4%;6%;2%;6%;7%;10%;14%;10%;9%;5%;17%;5%;12%;10%;2%;1%;2%;2%;1%;1%;0%;4%;3%;3%;12%;13%;2%;6%;3%;5%;4%;2%;2%;3%;1%;5%;3%;2%;1%;6%
1931;6%;9%;12%;6%;8%;3%;13%;3%;3%;9%;8%;4%;9%;7%;6%;10%;14%;11%;7%;6%;13%;11%;10%;6%;8%;8%;4%;6%;2%;6%;7%;10%;14%;11%;9%;5%;17%;5%;13%;10%;2%;1%;2%;2%;1%;1%;0%;4%;3%;3%;12%;13%;2%;6%;3%;6%;4%;2%;2%;3%;1%;5%;3%;2%;1%;6%
1932;6%;9%;12%;6%;8%;3%;13%;3%;3%;9%;8%;4%;9%;8%;6%;11%;15%;11%;7%;6%;13%;11%;10%;6%;8%;9%;4%;6%;2%;6%;8%;10%;15%;11%;9%;5%;17%;5%;13%;10%;2%;1%;2%;2%;1%;1%;0%;4%;3%;3%;13%;13%;2%;6%;3%;6%;4%;2%;2%;3%;1%;5%;3%;2%;1%;6%
1933;6%;9%;13%;6%;9%;3%;13%;3%;3%;9%;9%;4%;9%;8%;6%;11%;15%;11%;7%;6%;13%;12%;10%;6%;8%;9%;4%;6%;2%;6%;8%;11%;15%;11%;10%;5%;18%;5%;13%;10%;2%;1%;2%;2%;1%;2%;0%;5%;3%;3%;13%;14%;2%;6%;3%;6%;4%;2%;2%;3%;1%;5%;4%;2%;1%;6%
1934;6%;9%;13%;6%;9%;3%;13%;3%;3%;9%;9%;4%;9%;8%;6%;11%;15%;11%;7%;6%;13%;12%;11%;6%;8%;9%;5%;6%;2%;6%;8%;11%;15%;11%;10%;6%;18%;5%;13%;10%;2%;1%;2%;2%;1%;2%;0%;5%;3%;3%;13%;14%;2%;6%;3%;6%;4%;2%;2%;3%;1%;5%;4%;2%;1%;6%
1935;6%;9%;13%;6%;9%;3%;14%;3%;3%;9%;9%;5%;9%;8%;6%;11%;16%;12%;8%;6%;14%;12%;11%;6%;8%;9%;5%;6%;2%;6%;8%;11%;15%;11%;10%;6%;18%;5%;14%;11%;2%;1%;2%;2%;1%;2%;0%;5%;3%;3%;13%;14%;2%;7%;3%;6%;4%;2%;2%;3%;1%;5%;4%;2%;1%;6%
1936;6%;9%;13%;6%;9%;3%;14%;3%;3%;10%;9%;5%;9%;8%;6%;12%;16%;12%;8%;6%;14%;12%;11%;6%;8%;9%;5%;7%;2%;6%;8%;11%;16%;12%;10%;6%;19%;6%;14%;11%;2%;1%;2%;2%;1%;2%;0%;5%;3%;3%;14%;14%;2%;7%;3%;6%;4%;2%;2%;4%;1%;5%;4%;2%;1%;6%
1937;6%;10%;14%;6%;10%;3%;14%;3%;3%;10%;9%;5%;10%;8%;6%;12%;16%;12%;8%;6%;14%;12%;11%;6%;8%;9%;5%;7%;2%;6%;8%;11%;16%;12%;10%;6%;19%;6%;14%;11%;2%;1%;2%;2%;1%;2%;0%;5%;3%;3%;14%;15%;2%;7%;3%;6%;4%;2%;2%;4%;1%;5%;4%;2%;1%;6%
1938;6%;10%;14%;7%;10%;3%;14%;3%;3%;10%;9%;5%;10%;9%;7%;12%;17%;12%;8%;7%;14%;13%;11%;6%;9%;9%;5%;7%;2%;6%;8%;12%;16%;12%;11%;6%;19%;6%;14%;11%;2%;1%;2%;2%;1%;2%;0%;5%;3%;3%;14%;15%;2%;7%;3%;6%;4%;2%;2%;4%;1%;5%;4%;2%;1%;6%
1939;7%;10%;14%;7%;10%;3%;15%;3%;3%;10%;10%;5%;10%;9%;7%;12%;17%;12%;8%;7%;15%;13%;11%;6%;9%;10%;5%;7%;2%;7%;9%;12%;17%;12%;11%;6%;19%;6%;15%;11%;2%;1%;2%;2%;2%;2%;0%;5%;3%;3%;14%;15%;2%;7%;3%;6%;4%;2%;2%;4%;1%;6%;4%;2%;1%;7%
1940;7%;10%;14%;7%;10%;3%;15%;3%;3%;10%;10%;5%;10%;9%;7%;12%;17%;13%;8%;7%;15%;13%;12%;7%;9%;10%;5%;7%;2%;7%;9%;12%;17%;12%;11%;6%;20%;6%;15%;12%;2%;1%;2%;3%;2%;2%;0%;5%;3%;3%;14%;15%;2%;7%;3%;7%;4%;2%;2%;4%;1%;6%;4%;2%;1%;7%
1941;7%;10%;15%;7%;10%;3%;15%;3%;3%;11%;10%;5%;10%;9%;7%;13%;17%;13%;9%;7%;15%;13%;12%;7%;9%;10%;5%;7%;2%;7%;9%;12%;17%;13%;11%;6%;20%;6%;15%;12%;2%;1%;2%;3%;2%;2%;0%;5%;3%;3%;15%;16%;2%;7%;3%;7%;4%;2%;3%;4%;1%;6%;4%;2%;1%;7%
1942;7%;10%;15%;7%;11%;3%;15%;3%;3%;11%;10%;5%;11%;9%;7%;13%;18%;13%;9%;7%;15%;13%;12%;7%;9%;10%;5%;7%;2%;7%;9%;12%;17%;13%;11%;6%;20%;6%;15%;12%;2%;1%;2%;3%;2%;2%;0%;5%;3%;3%;15%;16%;2%;7%;3%;7%;4%;2%;3%;4%;1%;6%;4%;2%;1%;7%
1943;7%;10%;15%;7%;11%;3%;16%;3%;3%;11%;10%;5%;11%;9%;7%;13%;18%;13%;9%;7%;16%;14%;12%;7%;9%;10%;5%;7%;2%;7%;9%;13%;18%;13%;11%;7%;21%;6%;16%;12%;2%;1%;2%;3%;2%;2%;0%;5%;3%;3%;15%;16%;2%;8%;3%;7%;5%;2%;3%;4%;1%;6%;4%;2%;1%;7%
1944;7%;10%;15%;7%;11%;3%;16%;3%;3%;11%;11%;5%;11%;10%;7%;13%;18%;14%;9%;7%;16%;14%;12%;7%;10%;10%;5%;8%;2%;7%;9%;13%;18%;13%;12%;7%;21%;6%;16%;12%;2%;1%;2%;3%;2%;2%;0%;5%;3%;3%;15%;16%;2%;8%;3%;7%;5%;2%;3%;4%;1%;6%;4%;2%;1%;7%
1945;7%;10%;16%;7%;11%;3%;16%;3%;3%;11%;11%;5%;11%;10%;7%;14%;19%;14%;9%;8%;16%;14%;13%;7%;10%;11%;5%;8%;2%;7%;9%;13%;18%;13%;12%;7%;21%;6%;16%;13%;3%;1%;2%;3%;2%;2%;0%;6%;3%;3%;16%;17%;2%;8%;3%;7%;5%;2%;3%;4%;1%;6%;4%;2%;1%;7%
1946;7%;11%;16%;7%;12%;3%;16%;3%;3%;12%;11%;6%;11%;10%;8%;14%;19%;14%;9%;8%;16%;14%;13%;7%;10%;11%;6%;8%;2%;7%;10%;13%;18%;14%;12%;7%;22%;7%;16%;13%;3%;1%;2%;3%;2%;2%;0%;6%;3%;3%;16%;17%;2%;8%;3%;7%;5%;2%;3%;4%;1%;6%;4%;2%;1%;7%
1947;7%;11%;16%;8%;12%;4%;17%;3%;3%;12%;11%;6%;12%;10%;8%;14%;19%;14%;10%;8%;17%;15%;13%;7%;10%;11%;6%;8%;2%;7%;10%;13%;19%;14%;12%;7%;22%;7%;17%;13%;3%;1%;2%;3%;2%;2%;0%;6%;3%;3%;16%;17%;3%;8%;3%;7%;5%;2%;3%;4%;1%;6%;4%;2%;1%;7%
1948;7%;11%;16%;8%;12%;4%;17%;3%;3%;12%;11%;6%;12%;10%;8%;14%;20%;15%;10%;8%;17%;15%;13%;7%;10%;11%;6%;8%;2%;8%;10%;14%;19%;14%;12%;7%;22%;7%;17%;13%;3%;1%;2%;3%;2%;2%;0%;6%;3%;4%;16%;17%;3%;8%;3%;7%;5%;3%;3%;4%;1%;6%;5%;2%;1%;8%
1949;7%;11%;17%;8%;12%;4%;17%;3%;3%;12%;12%;6%;12%;10%;8%;15%;20%;15%;10%;8%;17%;15%;13%;8%;10%;11%;6%;8%;2%;8%;10%;14%;19%;14%;13%;7%;23%;7%;17%;13%;3%;1%;2%;3%;2%;2%;0%;6%;3%;4%;17%;18%;3%;8%;3%;8%;5%;3%;3%;4%;1%;6%;5%;2%;1%;8%
1950;7%;11%;17%;8%;13%;4%;17%;4%;4%;12%;12%;6%;12%;11%;8%;15%;20%;15%;10%;8%;17%;15%;14%;8%;10%;11%;6%;8%;2%;8%;10%;14%;20%;15%;13%;7%;23%;7%;17%;13%;3%;1%;2%;3%;2%;2%;0%;6%;4%;4%;17%;18%;3%;8%;4%;8%;5%;3%;3%;4%;1%;7%;5%;2%;1%;8%
1951;7%;11%;17%;8%;13%;4%;18%;4%;4%;13%;12%;6%;12%;11%;8%;15%;21%;15%;10%;8%;18%;15%;14%;8%;11%;12%;6%;8%;2%;8%;10%;14%;20%;15%;13%;7%;23%;7%;18%;14%;3%;1%;2%;3%;2%;2%;0%;6%;4%;4%;17%;18%;3%;8%;4%;8%;5%;3%;3%;4%;1%;7%;5%;2%;1%;8%
1952;8%;11%;17%;8%;13%;4%;18%;4%;4%;13%;12%;6%;12%;11%;8%;15%;21%;16%;10%;8%;18%;16%;14%;8%;11%;12%;6%;8%;2%;8%;10%;14%;20%;15%;13%;7%;24%;7%;18%;14%;3%;1%;2%;3%;2%;2%;0%;6%;4%;4%;17%;19%;3%;9%;4%;8%;5%;3%;3%;5%;1%;7%;5%;2%;1%;8%
1953;8%;11%;18%;8%;13%;4%;18%;4%;4%;13%;12%;6%;13%;11%;8%;15%;21%;16%;10%;9%;18%;16%;14%;8%;11%;12%;6%;9%;2%;8%;11%;15%;20%;15%;13%;8%;24%;7%;18%;14%;3%;1%;2%;3%;2%;2%;0%;6%;4%;4%;18%;19%;3%;9%;4%;8%;5%;3%;3%;5%;1%;7%;5%;2%;1%;8%
1954;8%;11%;18%;8%;13%;4%;18%;4%;4%;13%;12%;6%;13%;11%;9%;16%;22%;16%;11%;9%;18%;16%;14%;8%;11%;12%;6%;9%;2%;8%;11%;15%;21%;15%;13%;8%;24%;7%;18%;14%;3%;1%;2%;3%;2%;2%;0%;6%;4%;4%;18%;19%;3%;9%;4%;8%;5%;3%;3%;5%;1%;7%;5%;2%;1%;8%
1955;8%;12%;18%;8%;14%;4%;19%;4%;4%;13%;13%;6%;13%;11%;9%;16%;22%;16%;11%;9%;19%;16%;15%;8%;11%;12%;6%;9%;2%;8%;11%;15%;21%;16%;14%;8%;25%;7%;19%;14%;3%;1%;2%;3%;2%;2%;0%;6%;4%;4%;18%;19%;3%;9%;4%;8%;5%;3%;3%;5%;1%;7%;5%;2%;1%;8%
1956;8%;12%;18%;9%;14%;4%;19%;4%;4%;14%;13%;7%;13%;12%;9%;16%;22%;16%;11%;9%;19%;16%;15%;8%;11%;12%;6%;9%;2%;8%;11%;15%;21%;16%;14%;8%;25%;8%;19%;15%;3%;1%;2%;3%;2%;2%;0%;7%;4%;4%;18%;20%;3%;9%;4%;8%;5%;3%;3%;5%;1%;7%;5%;2%;1%;8%
1957;8%;12%;18%;9%;14%;4%;19%;4%;4%;14%;13%;7%;13%;12%;9%;16%;23%;17%;11%;9%;19%;17%;15%;8%;11%;13%;6%;9%;2%;9%;11%;15%;22%;16%;14%;8%;25%;8%;19%;15%;3%;1%;2%;3%;2%;2%;0%;7%;4%;4%;19%;20%;3%;9%;4%;8%;6%;3%;3%;5%;1%;7%;5%;3%;1%;9%
1958;8%;12%;19%;9%;14%;4%;19%;4%;4%;14%;13%;7%;14%;12%;9%;17%;23%;17%;11%;9%;19%;17%;15%;9%;12%;13%;7%;9%;2%;9%;11%;16%;22%;16%;14%;8%;26%;8%;19%;15%;3%;1%;2%;3%;2%;2%;0%;7%;4%;4%;19%;20%;3%;9%;4%;9%;6%;3%;3%;5%;1%;7%;5%;3%;1%;9%
1959;8%;12%;19%;9%;15%;4%;20%;4%;4%;14%;13%;7%;14%;12%;9%;17%;23%;17%;11%;9%;20%;17%;15%;9%;12%;13%;7%;9%;2%;9%;11%;16%;22%;16%;14%;8%;26%;8%;20%;15%;3%;1%;2%;3%;2%;2%;0%;7%;4%;4%;19%;20%;3%;9%;4%;9%;6%;3%;3%;5%;1%;7%;5%;3%;1%;9%
1960;8%;12%;19%;9%;15%;4%;20%;4%;4%;14%;14%;7%;14%;12%;9%;17%;23%;17%;12%;9%;20%;17%;16%;9%;12%;13%;7%;9%;2%;9%;12%;16%;22%;17%;15%;8%;26%;8%;20%;15%;3%;1%;2%;3%;2%;2%;0%;7%;4%;4%;19%;21%;3%;10%;4%;9%;6%;3%;3%;5%;2%;8%;5%;3%;1%;9%
1961;8%;12%;19%;9%;15%;4%;20%;4%;4%;15%;14%;7%;14%;12%;9%;17%;24%;18%;12%;10%;20%;18%;16%;9%;12%;13%;7%;10%;2%;9%;12%;16%;23%;17%;15%;8%;27%;8%;20%;16%;3%;1%;2%;3%;2%;2%;0%;7%;4%;4%;20%;21%;3%;10%;4%;9%;6%;3%;3%;5%;2%;8%;5%;3%;1%;9%
1962;8%;12%;20%;9%;15%;4%;20%;4%;4%;15%;14%;7%;14%;13%;10%;18%;24%;18%;12%;10%;20%;18%;16%;9%;12%;13%;7%;10%;3%;9%;12%;16%;23%;17%;15%;8%;27%;8%;20%;16%;3%;1%;3%;3%;2%;2%;0%;7%;4%;4%;20%;21%;3%;10%;4%;9%;6%;3%;3%;5%;2%;8%;6%;3%;1%;9%
1963;8%;12%;20%;9%;15%;4%;21%;4%;4%;15%;14%;7%;15%;13%;10%;18%;24%;18%;12%;10%;21%;18%;16%;9%;12%;14%;7%;10%;3%;9%;12%;17%;23%;17%;15%;9%;27%;8%;21%;16%;3%;1%;3%;4%;2%;2%;0%;7%;4%;4%;20%;21%;3%;10%;4%;9%;6%;3%;3%;5%;2%;8%;6%;3%;1%;9%
1964;8%;13%;20%;9%;16%;4%;21%;4%;4%;15%;14%;7%;15%;13%;10%;18%;25%;18%;12%;10%;21%;18%;16%;9%;13%;14%;7%;10%;3%;9%;12%;17%;24%;17%;15%;9%;28%;8%;21%;16%;3%;1%;3%;4%;2%;2%;0%;7%;4%;4%;20%;22%;3%;10%;4%;9%;6%;3%;3%;5%;2%;8%;6%;3%;1%;9%
1965;8%;13%;20%;10%;16%;4%;21%;4%;4%;15%;14%;7%;15%;13%;10%;18%;25%;19%;12%;10%;21%;18%;17%;9%;13%;14%;7%;10%;3%;10%;12%;17%;24%;18%;15%;9%;28%;8%;21%;16%;3%;1%;3%;4%;2%;2%;0%;7%;4%;4%;21%;22%;3%;10%;4%;9%;6%;3%;4%;5%;2%;8%;6%;3%;1%;9%
1966;9%;13%;21%;10%;16%;5%;21%;4%;4%;15%;15%;7%;15%;13%;10%;18%;25%;19%;12%;10%;21%;19%;17%;9%;13%;14%;7%;10%;3%;10%;13%;17%;24%;18%;16%;9%;28%;9%;21%;17%;3%;1%;3%;4%;2%;2%;0%;7%;4%;4%;21%;22%;3%;10%;4%;9%;6%;3%;4%;5%;2%;8%;6%;3%;1%;10%
1967;9%;13%;21%;10%;16%;5%;22%;4%;4%;16%;15%;8%;15%;13%;10%;19%;26%;19%;13%;10%;22%;19%;17%;10%;13%;14%;7%;10%;3%;10%;13%;17%;24%;18%;16%;9%;29%;9%;22%;17%;3%;1%;3%;4%;2%;2%;0%;7%;4%;5%;21%;22%;3%;10%;4%;10%;6%;3%;4%;5%;2%;8%;6%;3%;1%;10%
1968;9%;13%;21%;10%;17%;5%;22%;4%;4%;16%;15%;8%;16%;14%;10%;19%;26%;19%;13%;10%;22%;19%;17%;10%;13%;14%;7%;10%;3%;10%;13%;18%;25%;18%;16%;9%;29%;9%;22%;17%;3%;1%;3%;4%;2%;3%;0%;8%;4%;5%;21%;23%;3%;11%;4%;10%;6%;3%;4%;6%;2%;8%;6%;3%;1%;10%
1969;9%;13%;21%;10%;17%;5%;22%;4%;4%;16%;15%;8%;16%;14%;10%;19%;26%;20%;13%;11%;22%;19%;17%;10%;13%;15%;7%;10%;3%;10%;13%;18%;25%;18%;16%;9%;29%;9%;22%;17%;3%;1%;3%;4%;2%;3%;0%;8%;5%;5%;22%;23%;3%;11%;4%;10%;6%;3%;4%;6%;2%;8%;6%;3%;1%;10%
1970;9%;13%;22%;10%;17%;5%;22%;5%;5%;16%;15%;8%;16%;14%;11%;19%;27%;20%;13%;11%;22%;20%;18%;10%;13%;15%;8%;11%;3%;10%;13%;18%;25%;19%;16%;9%;30%;9%;22%;17%;3%;1%;3%;4%;2%;3%;0%;8%;5%;5%;22%;23%;3%;11%;5%;10%;6%;3%;4%;6%;2%;8%;6%;3%;2%;10%
1971;9%;13%;22%;11%;17%;5%;22%;5%;5%;16%;16%;8%;16%;14%;11%;20%;27%;21%;13%;11%;22%;20%;18%;10%;13%;15%;9%;11%;3%;10%;13%;18%;25%;19%;16%;9%;30%;9%;23%;17%;4%;1%;3%;4%;2%;2%;0%;8%;5%;5%;22%;23%;3%;11%;5%;10%;6%;3%;4%;6%;2%;9%;6%;3%;2%;10%
1972;9%;14%;21%;11%;17%;5%;22%;5%;5%;17%;17%;8%;17%;15%;11%;21%;27%;22%;13%;11%;22%;20%;18%;10%;13%;16%;10%;11%;3%;11%;13%;18%;25%;19%;16%;9%;30%;9%;23%;16%;4%;1%;3%;4%;2%;2%;0%;8%;5%;5%;22%;23%;3%;11%;5%;10%;7%;3%;4%;6%;2%;9%;5%;3%;2%;10%
1973;9%;14%;21%;11%;17%;5%;22%;5%;5%;17%;18%;8%;17%;15%;12%;21%;27%;22%;14%;11%;21%;20%;18%;10%;13%;16%;9%;11%;3%;11%;13%;18%;25%;19%;16%;9%;30%;9%;23%;16%;4%;1%;3%;4%;2%;2%;0%;8%;5%;5%;21%;23%;3%;11%;5%;9%;7%;3%;4%;6%;2%;9%;6%;3%;2%;10%
1974;9%;14%;21%;11%;17%;4%;22%;5%;5%;17%;19%;9%;17%;15%;12%;22%;28%;23%;14%;12%;21%;20%;18%;11%;13%;16%;9%;12%;3%;11%;13%;18%;25%;19%;16%;9%;30%;9%;23%;15%;4%;1%;3%;4%;2%;2%;0%;8%;5%;5%;21%;23%;3%;12%;5%;9%;7%;3%;4%;6%;2%;9%;6%;3%;2%;10%
1975;9%;15%;22%;12%;17%;5%;22%;5%;5%;17%;20%;9%;18%;16%;12%;23%;28%;23%;14%;12%;22%;20%;18%;11%;13%;17%;9%;12%;3%;12%;13%;18%;25%;19%;16%;9%;30%;9%;23%;15%;4%;2%;4%;4%;2%;2%;0%;8%;6%;5%;21%;23%;3%;12%;6%;9%;7%;3%;4%;7%;2%;9%;6%;4%;2%;10%
1976;9%;15%;21%;12%;17%;5%;22%;5%;5%;17%;20%;10%;18%;16%;12%;23%;28%;23%;14%;12%;22%;20%;18%;11%;13%;17%;10%;12%;3%;12%;14%;18%;25%;19%;16%;9%;30%;9%;23%;14%;4%;2%;4%;4%;2%;2%;0%;8%;6%;5%;21%;23%;4%;12%;6%;9%;6%;3%;4%;7%;2%;9%;6%;4%;2%;10%
1977;9%;15%;21%;12%;17%;5%;22%;5%;5%;17%;20%;10%;19%;16%;13%;24%;28%;24%;14%;12%;21%;20%;18%;11%;13%;18%;10%;13%;3%;13%;14%;18%;25%;19%;16%;9%;30%;10%;23%;14%;4%;2%;4%;4%;2%;2%;0%;8%;7%;5%;21%;23%;4%;12%;6%;9%;6%;3%;4%;7%;2%;9%;7%;4%;2%;10%
1978;9%;15%;21%;12%;17%;5%;22%;6%;5%;17%;21%;11%;19%;16%;13%;24%;28%;25%;14%;13%;21%;20%;18%;11%;12%;18%;10%;13%;3%;13%;14%;18%;25%;19%;17%;9%;30%;10%;23%;14%;4%;2%;4%;4%;2%;2%;0%;8%;7%;5%;21%;23%;4%;12%;6%;9%;6%;3%;4%;7%;2%;9%;7%;4%;2%;10%
1979;9%;16%;21%;12%;17%;5%;21%;6%;5%;18%;22%;11%;19%;16%;13%;24%;28%;26%;15%;13%;21%;20%;18%;12%;12%;19%;11%;13%;3%;13%;14%;18%;26%;19%;17%;9%;30%;10%;23%;13%;4%;2%;4%;4%;2%;2%;0%;9%;7%;5%;21%;22%;5%;12%;6%;9%;6%;3%;4%;7%;2%;9%;7%;4%;2%;10%
1980;9%;16%;21%;12%;17%;5%;21%;6%;5%;18%;24%;12%;19%;17%;13%;25%;29%;26%;15%;13%;21%;20%;18%;12%;12%;18%;10%;13%;4%;13%;14%;18%;26%;19%;17%;9%;30%;10%;23%;13%;4%;2%;4%;4%;2%;2%;0%;9%;7%;5%;21%;22%;5%;12%;7%;9%;6%;3%;4%;8%;2%;9%;7%;4%;2%;10%
1981;9%;16%;21%;12%;18%;5%;21%;5%;5%;18%;26%;13%;20%;17%;13%;26%;29%;27%;15%;13%;21%;20%;18%;12%;12%;17%;11%;14%;4%;13%;14%;18%;26%;19%;17%;9%;30%;10%;23%;12%;4%;2%;4%;4%;2%;2%;0%;9%;7%;5%;20%;22%;4%;12%;7%;9%;6%;3%;4%;8%;3%;9%;7%;5%;2%;10%
1982;9%;16%;21%;13%;18%;5%;21%;5%;5%;18%;26%;13%;20%;18%;13%;26%;29%;27%;15%;14%;22%;20%;19%;12%;12%;21%;11%;14%;4%;14%;14%;18%;26%;19%;17%;9%;30%;10%;23%;12%;4%;3%;4%;4%;2%;2%;0%;9%;7%;5%;20%;22%;4%;12%;7%;10%;6%;3%;4%;8%;3%;9%;7%;6%;2%;10%
1983;9%;17%;21%;13%;18%;5%;21%;5%;5%;18%;26%;13%;21%;18%;13%;26%;29%;28%;15%;14%;22%;20%;19%;13%;12%;20%;12%;14%;4%;14%;14%;18%;26%;19%;17%;9%;30%;10%;23%;12%;4%;3%;4%;4%;2%;3%;0%;9%;7%;5%;20%;22%;4%;12%;7%;10%;6%;3%;4%;8%;3%;9%;7%;5%;3%;10%
1984;9%;17%;21%;13%;18%;5%;21%;6%;5%;18%;26%;14%;21%;18%;14%;25%;29%;28%;15%;14%;21%;20%;19%;13%;12%;20%;12%;14%;4%;14%;14%;18%;26%;19%;17%;9%;30%;10%;23%;11%;4%;3%;4%;4%;2%;3%;0%;9%;7%;5%;20%;22%;5%;12%;8%;10%;7%;3%;4%;7%;3%;9%;7%;5%;3%;10%
1985;9%;17%;21%;12%;18%;5%;21%;6%;5%;18%;26%;15%;22%;18%;14%;25%;29%;28%;16%;14%;21%;20%;19%;13%;12%;19%;10%;14%;4%;14%;14%;18%;26%;19%;17%;10%;30%;10%;23%;11%;4%;3%;5%;4%;2%;3%;0%;9%;7%;5%;20%;22%;5%;12%;8%;10%;9%;3%;4%;8%;3%;9%;7%;5%;3%;10%
1986;9%;17%;21%;13%;18%;5%;21%;6%;5%;18%;25%;15%;22%;18%;14%;25%;30%;28%;16%;15%;21%;20%;19%;13%;12%;19%;12%;15%;4%;14%;14%;18%;26%;19%;17%;10%;30%;10%;23%;11%;4%;3%;5%;4%;2%;3%;0%;9%;8%;5%;20%;22%;5%;12%;8%;10%;9%;3%;4%;8%;3%;9%;7%;5%;3%;10%
1987;9%;17%;21%;13%;18%;5%;21%;6%;5%;19%;26%;14%;22%;19%;14%;24%;30%;28%;16%;15%;21%;20%;19%;13%;12%;19%;13%;15%;4%;14%;14%;18%;26%;19%;17%;10%;30%;10%;23%;10%;4%;2%;5%;4%;2%;3%;0%;9%;8%;5%;20%;22%;5%;12%;8%;10%;9%;3%;5%;8%;3%;9%;8%;5%;3%;10%
