Data Figure 1.9: Series on share of education, health, public services in labour hours 1800-2100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Planet Paper: Chanceletal2026Appendix_MacroScenarios.xlsx Sheet E2a;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI
1854;3%;5%;5%;3%;3%;1%;6%;1%;1%;3%;3%;2%;3%;3%;2%;4%;6%;4%;3%;2%;6%;5%;4%;2%;3%;4%;2%;3%;1%;3%;3%;4%;6%;5%;4%;2%;7%;2%;6%;4%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;5%;6%;1%;3%;1%;2%;2%;1%;1%;1%;0%;2%;2%;1%;0%;2%
1855;3%;5%;5%;3%;3%;1%;6%;1%;1%;3%;3%;2%;3%;3%;2%;4%;6%;4%;3%;2%;6%;5%;4%;2%;3%;4%;2%;3%;1%;3%;3%;4%;6%;5%;4%;2%;7%;2%;6%;4%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;5%;6%;1%;3%;1%;2%;2%;1%;1%;1%;0%;2%;2%;1%;0%;3%
1856;3%;5%;5%;3%;3%;1%;6%;1%;1%;4%;3%;2%;3%;3%;2%;4%;6%;4%;3%;2%;6%;5%;4%;2%;3%;4%;2%;3%;1%;3%;3%;5%;6%;5%;4%;2%;7%;2%;6%;4%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;5%;6%;1%;3%;1%;2%;2%;1%;1%;1%;0%;2%;2%;1%;0%;3%
1857;3%;5%;5%;3%;3%;1%;6%;1%;1%;4%;3%;2%;3%;3%;2%;4%;6%;4%;3%;2%;6%;5%;4%;2%;3%;4%;2%;3%;1%;3%;3%;5%;6%;5%;4%;2%;8%;2%;6%;4%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;6%;1%;3%;1%;3%;2%;1%;1%;1%;0%;2%;2%;1%;0%;3%
1858;3%;5%;6%;3%;3%;1%;6%;1%;1%;4%;3%;2%;3%;3%;2%;4%;6%;4%;3%;2%;6%;5%;4%;3%;3%;4%;2%;3%;1%;3%;3%;5%;6%;5%;4%;2%;8%;2%;6%;4%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;6%;1%;3%;1%;3%;2%;1%;1%;1%;0%;2%;2%;1%;0%;3%
1859;3%;5%;6%;3%;3%;1%;6%;1%;1%;4%;3%;2%;3%;3%;2%;4%;6%;4%;3%;2%;6%;5%;4%;3%;3%;4%;2%;3%;1%;3%;3%;5%;6%;5%;4%;2%;8%;2%;6%;4%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;6%;1%;3%;1%;3%;2%;1%;1%;1%;0%;2%;2%;1%;0%;3%
1860;3%;5%;6%;3%;3%;1%;6%;1%;1%;4%;3%;2%;4%;3%;2%;4%;6%;4%;3%;2%;6%;5%;5%;3%;3%;4%;2%;3%;1%;3%;3%;5%;6%;5%;4%;2%;8%;2%;6%;4%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;6%;1%;3%;1%;3%;2%;1%;1%;1%;0%;2%;2%;1%;0%;3%
1861;3%;5%;6%;3%;3%;1%;6%;1%;1%;4%;3%;2%;4%;3%;2%;4%;6%;4%;3%;2%;6%;5%;5%;3%;3%;4%;2%;3%;1%;3%;3%;5%;7%;5%;4%;2%;8%;2%;6%;4%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;6%;1%;3%;1%;3%;2%;1%;1%;1%;0%;2%;2%;1%;0%;3%
1862;3%;5%;6%;3%;3%;1%;6%;1%;1%;4%;3%;2%;4%;3%;2%;4%;6%;4%;3%;2%;6%;5%;5%;3%;3%;4%;2%;3%;1%;3%;3%;5%;7%;5%;4%;2%;8%;2%;6%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;6%;1%;3%;1%;3%;2%;1%;1%;1%;0%;2%;2%;1%;0%;3%
1863;3%;5%;6%;3%;3%;1%;6%;1%;1%;4%;3%;2%;4%;3%;2%;4%;6%;4%;3%;2%;6%;5%;5%;3%;4%;4%;2%;3%;1%;3%;3%;5%;7%;5%;4%;2%;8%;2%;6%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;6%;1%;3%;1%;3%;2%;1%;1%;1%;0%;2%;2%;1%;0%;3%
1864;3%;5%;6%;3%;3%;1%;6%;1%;1%;4%;3%;2%;4%;3%;2%;4%;6%;4%;3%;2%;6%;5%;5%;3%;4%;4%;2%;3%;1%;3%;3%;5%;7%;5%;4%;2%;8%;2%;6%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;6%;1%;3%;1%;3%;2%;1%;1%;1%;0%;2%;2%;1%;0%;3%
1865;4%;5%;6%;3%;3%;1%;6%;1%;1%;4%;3%;2%;4%;3%;2%;4%;6%;4%;3%;2%;6%;5%;5%;3%;4%;4%;2%;3%;1%;3%;3%;5%;7%;5%;4%;2%;8%;2%;6%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;6%;1%;3%;1%;3%;2%;1%;1%;2%;0%;2%;2%;1%;0%;3%
1866;4%;5%;6%;3%;3%;1%;6%;1%;1%;4%;4%;2%;4%;3%;2%;4%;6%;5%;3%;2%;6%;5%;5%;3%;4%;4%;2%;3%;1%;3%;3%;5%;7%;5%;4%;2%;8%;2%;6%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;6%;1%;3%;1%;3%;2%;1%;1%;2%;0%;2%;2%;1%;0%;3%
1867;4%;5%;6%;3%;3%;1%;6%;1%;1%;4%;4%;2%;4%;3%;2%;4%;6%;5%;3%;2%;6%;5%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;7%;5%;4%;2%;8%;2%;6%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;6%;1%;3%;1%;3%;2%;1%;1%;2%;0%;2%;2%;1%;0%;3%
1868;4%;5%;6%;3%;3%;1%;6%;1%;1%;4%;4%;2%;4%;3%;2%;4%;6%;5%;3%;2%;6%;5%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;7%;5%;4%;3%;8%;2%;6%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;6%;1%;3%;1%;3%;2%;1%;1%;2%;0%;2%;2%;1%;0%;3%
1869;4%;5%;6%;3%;3%;1%;6%;1%;1%;4%;4%;2%;4%;3%;2%;5%;6%;5%;3%;2%;6%;5%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;7%;5%;4%;3%;8%;2%;6%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;6%;1%;3%;1%;3%;2%;1%;1%;2%;0%;2%;2%;1%;0%;3%
1870;4%;5%;6%;3%;3%;1%;6%;1%;1%;4%;4%;2%;4%;3%;2%;5%;6%;5%;3%;2%;6%;5%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;7%;5%;4%;3%;8%;2%;6%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;6%;1%;3%;1%;3%;2%;1%;1%;2%;0%;2%;2%;1%;0%;3%
1871;4%;5%;6%;3%;3%;1%;6%;1%;1%;4%;4%;2%;4%;3%;2%;5%;6%;5%;3%;3%;6%;5%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;7%;5%;4%;3%;8%;2%;6%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;6%;1%;3%;1%;3%;2%;1%;1%;2%;0%;2%;2%;1%;0%;3%
1872;4%;5%;6%;3%;3%;1%;6%;1%;1%;4%;4%;2%;4%;3%;2%;5%;6%;5%;3%;3%;6%;5%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;7%;5%;5%;3%;8%;2%;6%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;6%;1%;3%;1%;3%;2%;1%;1%;2%;0%;2%;2%;1%;0%;3%
1873;4%;5%;6%;3%;3%;1%;6%;1%;1%;4%;4%;2%;4%;3%;2%;5%;6%;5%;3%;3%;6%;5%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;7%;5%;5%;3%;8%;2%;6%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;6%;1%;3%;1%;3%;2%;1%;1%;2%;0%;2%;2%;1%;0%;3%
1874;4%;6%;6%;3%;3%;1%;6%;1%;1%;4%;4%;2%;4%;3%;3%;5%;6%;5%;3%;3%;6%;5%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;7%;5%;5%;3%;8%;2%;6%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;6%;1%;3%;1%;3%;2%;1%;1%;2%;0%;2%;2%;1%;0%;3%
1875;4%;6%;6%;3%;3%;1%;6%;1%;1%;4%;4%;2%;4%;3%;3%;5%;6%;5%;3%;3%;6%;5%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;7%;5%;5%;3%;8%;3%;6%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;6%;1%;3%;1%;3%;2%;1%;1%;2%;0%;2%;2%;1%;0%;3%
1876;4%;6%;6%;3%;3%;1%;6%;1%;1%;4%;4%;2%;4%;3%;3%;5%;6%;5%;3%;3%;6%;6%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;7%;5%;5%;3%;8%;3%;6%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;7%;1%;3%;1%;3%;2%;1%;1%;2%;0%;2%;2%;1%;0%;3%
1877;4%;6%;6%;3%;3%;1%;6%;1%;1%;4%;4%;2%;4%;3%;3%;5%;6%;5%;3%;3%;6%;6%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;7%;5%;5%;3%;8%;3%;6%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;7%;1%;3%;1%;3%;2%;1%;1%;2%;0%;2%;2%;1%;0%;3%
1878;4%;6%;6%;3%;3%;1%;6%;1%;1%;4%;4%;2%;4%;3%;3%;5%;7%;5%;3%;3%;6%;6%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;7%;5%;5%;3%;8%;3%;6%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;7%;1%;3%;1%;3%;2%;1%;1%;2%;0%;2%;2%;1%;0%;3%
1879;4%;6%;6%;3%;3%;1%;6%;1%;1%;4%;4%;2%;4%;3%;3%;5%;7%;5%;3%;3%;6%;6%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;7%;5%;5%;3%;9%;3%;6%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;7%;1%;3%;1%;3%;2%;1%;1%;2%;0%;2%;2%;1%;0%;3%
1880;4%;6%;6%;3%;3%;1%;6%;1%;1%;4%;4%;2%;4%;3%;3%;5%;7%;5%;3%;3%;6%;6%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;7%;5%;5%;3%;9%;3%;6%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;7%;1%;3%;1%;3%;2%;1%;1%;2%;0%;2%;2%;1%;0%;3%
1881;4%;6%;6%;3%;3%;1%;6%;1%;1%;4%;4%;2%;4%;3%;3%;5%;7%;5%;3%;3%;6%;6%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;7%;5%;5%;3%;9%;3%;7%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;7%;1%;3%;1%;3%;2%;1%;1%;2%;0%;2%;2%;1%;0%;3%
1882;4%;6%;6%;3%;3%;1%;6%;1%;1%;4%;4%;2%;4%;3%;3%;5%;7%;5%;3%;3%;6%;6%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;7%;5%;5%;3%;9%;3%;7%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;7%;1%;3%;1%;3%;2%;1%;1%;2%;0%;2%;2%;1%;0%;3%
1883;4%;6%;6%;3%;3%;1%;7%;1%;1%;4%;4%;2%;4%;3%;3%;5%;7%;5%;3%;3%;7%;6%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;7%;5%;5%;3%;9%;3%;7%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;7%;1%;3%;1%;3%;2%;1%;1%;2%;0%;2%;2%;1%;0%;3%
1884;4%;6%;6%;3%;3%;1%;7%;1%;1%;4%;4%;2%;4%;3%;3%;5%;7%;5%;3%;3%;7%;6%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;7%;5%;5%;3%;9%;3%;7%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;7%;1%;3%;1%;3%;2%;1%;1%;2%;0%;2%;2%;1%;0%;3%
1885;4%;6%;6%;3%;3%;1%;7%;1%;1%;4%;4%;2%;4%;4%;3%;5%;7%;5%;3%;3%;7%;6%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;7%;6%;5%;3%;9%;3%;7%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;7%;1%;3%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1886;4%;6%;6%;3%;3%;1%;7%;1%;1%;4%;4%;2%;4%;4%;3%;5%;7%;5%;3%;3%;7%;6%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;7%;6%;5%;3%;9%;3%;7%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;7%;1%;3%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1887;4%;6%;6%;3%;3%;1%;7%;1%;1%;4%;4%;2%;4%;4%;3%;5%;7%;5%;3%;3%;7%;6%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;8%;6%;5%;3%;9%;3%;7%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;6%;7%;1%;3%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1888;4%;6%;6%;3%;3%;1%;7%;1%;1%;4%;4%;2%;4%;4%;3%;5%;7%;5%;3%;3%;7%;6%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;8%;6%;5%;3%;9%;3%;7%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;7%;7%;1%;3%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1889;4%;6%;7%;3%;3%;1%;7%;1%;1%;4%;4%;2%;4%;4%;3%;5%;7%;5%;3%;3%;7%;6%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;8%;6%;5%;3%;9%;3%;7%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;7%;7%;1%;3%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1890;4%;6%;7%;3%;3%;1%;7%;1%;1%;4%;4%;2%;4%;4%;3%;5%;7%;5%;3%;3%;7%;6%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;8%;6%;5%;3%;9%;3%;7%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;7%;7%;1%;3%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1891;4%;6%;7%;3%;3%;1%;7%;1%;1%;4%;4%;2%;4%;4%;3%;5%;7%;5%;3%;3%;7%;6%;5%;3%;4%;4%;2%;3%;1%;3%;4%;5%;8%;6%;5%;3%;9%;3%;7%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;7%;7%;1%;3%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1892;4%;6%;7%;3%;3%;1%;7%;1%;1%;4%;4%;2%;4%;4%;3%;5%;7%;5%;3%;3%;7%;6%;5%;3%;4%;5%;2%;3%;1%;3%;4%;5%;8%;6%;5%;3%;9%;3%;7%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;7%;7%;1%;3%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1893;4%;6%;7%;3%;3%;1%;7%;1%;1%;4%;4%;2%;4%;4%;3%;5%;7%;5%;3%;3%;7%;6%;5%;3%;4%;5%;2%;3%;1%;3%;4%;6%;8%;6%;5%;3%;9%;3%;7%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;7%;7%;1%;3%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1894;4%;6%;7%;3%;3%;1%;7%;1%;1%;4%;4%;2%;4%;4%;3%;5%;7%;5%;3%;3%;7%;6%;5%;3%;4%;5%;2%;3%;1%;3%;4%;6%;8%;6%;5%;3%;9%;3%;7%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;7%;7%;1%;3%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1895;4%;6%;7%;3%;3%;1%;7%;1%;1%;4%;4%;2%;4%;4%;3%;5%;7%;5%;3%;3%;7%;6%;5%;3%;4%;5%;2%;3%;1%;3%;4%;6%;8%;6%;5%;3%;9%;3%;7%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;7%;7%;1%;3%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1896;4%;6%;7%;3%;3%;1%;7%;1%;1%;4%;4%;2%;4%;4%;3%;5%;7%;5%;4%;3%;7%;6%;5%;3%;4%;5%;2%;3%;1%;3%;4%;6%;8%;6%;5%;3%;9%;3%;7%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;7%;7%;1%;3%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1897;4%;6%;7%;3%;3%;1%;7%;1%;1%;4%;4%;2%;4%;4%;3%;5%;7%;5%;4%;3%;7%;6%;5%;3%;4%;5%;2%;3%;1%;3%;4%;6%;8%;6%;5%;3%;9%;3%;7%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;7%;7%;1%;3%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1898;4%;6%;7%;3%;3%;1%;7%;1%;1%;4%;4%;2%;4%;4%;3%;5%;7%;5%;4%;3%;7%;6%;6%;3%;4%;5%;2%;3%;1%;3%;4%;6%;8%;6%;5%;3%;9%;3%;7%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;7%;7%;1%;3%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1899;4%;6%;7%;3%;3%;1%;7%;1%;1%;4%;4%;2%;4%;4%;3%;5%;7%;5%;4%;3%;7%;6%;6%;3%;4%;5%;2%;3%;1%;3%;4%;6%;8%;6%;5%;3%;9%;3%;7%;5%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;7%;7%;1%;3%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1900;4%;6%;7%;3%;3%;2%;7%;1%;1%;4%;4%;2%;4%;4%;3%;5%;7%;5%;4%;3%;7%;6%;6%;3%;4%;5%;2%;3%;1%;3%;4%;6%;8%;6%;5%;3%;9%;3%;7%;6%;1%;0%;1%;1%;1%;1%;0%;2%;1%;1%;7%;7%;1%;3%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1901;4%;6%;7%;3%;3%;2%;7%;1%;1%;4%;4%;2%;4%;4%;3%;5%;7%;5%;4%;3%;7%;6%;6%;3%;4%;5%;2%;3%;1%;3%;4%;6%;8%;6%;5%;3%;10%;3%;7%;6%;1%;0%;1%;1%;1%;1%;0%;2%;1%;2%;7%;7%;1%;3%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1902;4%;6%;7%;3%;3%;2%;7%;1%;1%;4%;4%;2%;4%;4%;3%;5%;7%;5%;4%;3%;7%;6%;6%;3%;4%;5%;2%;3%;1%;3%;4%;6%;8%;6%;5%;3%;10%;3%;7%;6%;1%;0%;1%;1%;1%;1%;0%;2%;1%;2%;7%;7%;1%;3%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1903;4%;6%;7%;3%;3%;2%;7%;1%;1%;4%;4%;2%;4%;4%;3%;5%;7%;5%;4%;3%;7%;6%;6%;3%;4%;5%;2%;3%;1%;3%;4%;6%;8%;6%;5%;3%;10%;3%;7%;6%;1%;0%;1%;1%;1%;1%;0%;2%;1%;2%;7%;7%;1%;3%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1904;4%;6%;7%;3%;3%;2%;7%;1%;1%;5%;4%;2%;4%;4%;3%;5%;7%;5%;4%;3%;7%;6%;6%;3%;4%;5%;2%;3%;1%;3%;4%;6%;8%;6%;5%;3%;10%;3%;7%;6%;1%;0%;1%;1%;1%;1%;0%;2%;1%;2%;7%;8%;1%;3%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1905;4%;6%;7%;3%;3%;2%;7%;1%;1%;5%;4%;2%;4%;4%;3%;5%;7%;6%;4%;3%;7%;6%;6%;3%;4%;5%;2%;3%;1%;3%;4%;6%;8%;6%;5%;3%;10%;3%;7%;6%;1%;0%;1%;1%;1%;1%;0%;3%;1%;2%;7%;8%;1%;4%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1906;4%;6%;7%;3%;3%;2%;7%;1%;1%;5%;4%;2%;4%;4%;3%;5%;7%;6%;4%;3%;7%;6%;6%;3%;4%;5%;2%;3%;1%;3%;4%;6%;8%;6%;5%;3%;10%;3%;7%;6%;1%;0%;1%;1%;1%;1%;0%;3%;1%;2%;7%;8%;1%;4%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1907;4%;6%;7%;3%;3%;2%;7%;1%;1%;5%;4%;2%;4%;4%;3%;5%;8%;6%;4%;3%;7%;6%;6%;3%;4%;5%;2%;3%;1%;3%;4%;6%;8%;6%;5%;3%;10%;3%;7%;6%;1%;0%;1%;1%;1%;1%;0%;3%;1%;2%;7%;8%;1%;4%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1908;4%;7%;7%;3%;3%;2%;7%;1%;1%;5%;4%;2%;5%;4%;3%;5%;8%;6%;4%;3%;7%;6%;6%;3%;4%;5%;2%;4%;1%;3%;4%;6%;8%;6%;5%;3%;10%;3%;7%;6%;1%;0%;1%;1%;1%;1%;0%;3%;2%;2%;7%;8%;1%;4%;1%;3%;2%;1%;1%;2%;1%;3%;2%;1%;0%;3%
1909;4%;7%;7%;3%;3%;2%;7%;2%;2%;5%;4%;2%;5%;4%;3%;6%;8%;6%;4%;3%;7%;6%;6%;3%;4%;5%;2%;4%;1%;3%;4%;6%;8%;6%;5%;3%;10%;3%;7%;6%;1%;0%;1%;1%;1%;1%;0%;3%;2%;2%;7%;8%;1%;4%;2%;3%;2%;1%;1%;2%;1%;3%;2%;1%;1%;3%
1910;4%;7%;7%;3%;3%;2%;7%;2%;2%;5%;4%;2%;5%;4%;3%;6%;8%;6%;4%;3%;7%;7%;6%;3%;4%;5%;3%;4%;1%;3%;4%;6%;8%;6%;5%;3%;10%;3%;7%;6%;1%;0%;1%;1%;1%;1%;0%;3%;2%;2%;7%;8%;1%;4%;2%;3%;2%;1%;1%;2%;1%;3%;2%;1%;1%;3%
1911;4%;7%;7%;3%;4%;2%;8%;2%;2%;5%;5%;2%;5%;4%;3%;6%;8%;6%;4%;3%;8%;7%;6%;3%;5%;5%;3%;4%;1%;3%;5%;6%;9%;6%;6%;3%;10%;3%;8%;6%;1%;0%;1%;1%;1%;1%;0%;3%;2%;2%;7%;8%;1%;4%;2%;3%;2%;1%;1%;2%;1%;3%;2%;1%;1%;3%
1912;5%;7%;8%;4%;4%;2%;8%;2%;2%;5%;5%;2%;5%;4%;3%;6%;8%;6%;4%;3%;8%;7%;6%;4%;5%;5%;3%;4%;1%;4%;5%;6%;9%;7%;6%;3%;11%;3%;8%;6%;1%;0%;1%;1%;1%;1%;0%;3%;2%;2%;8%;8%;1%;4%;2%;4%;2%;1%;1%;2%;1%;3%;2%;1%;1%;4%
1913;5%;7%;8%;4%;4%;2%;8%;2%;2%;5%;5%;3%;5%;4%;3%;6%;9%;6%;4%;3%;8%;7%;6%;4%;5%;5%;3%;4%;1%;4%;5%;7%;9%;7%;6%;3%;11%;3%;8%;6%;1%;0%;1%;1%;1%;1%;0%;3%;2%;2%;8%;8%;1%;4%;2%;4%;2%;1%;1%;2%;1%;3%;2%;1%;1%;4%
1914;5%;7%;8%;4%;4%;2%;8%;2%;2%;5%;5%;3%;5%;5%;4%;6%;9%;7%;4%;4%;8%;7%;7%;4%;5%;6%;3%;4%;1%;4%;5%;7%;10%;7%;6%;4%;11%;3%;8%;7%;1%;0%;1%;1%;1%;1%;0%;3%;2%;2%;8%;9%;1%;4%;2%;4%;2%;1%;1%;2%;1%;3%;2%;1%;1%;4%
1915;5%;7%;8%;4%;5%;2%;9%;2%;2%;6%;5%;3%;5%;5%;4%;7%;9%;7%;5%;4%;9%;8%;7%;4%;5%;6%;3%;4%;1%;4%;5%;7%;10%;7%;6%;4%;12%;3%;9%;7%;1%;0%;1%;1%;1%;1%;0%;3%;2%;2%;8%;9%;1%;4%;2%;4%;3%;1%;1%;2%;1%;3%;2%;1%;1%;4%
1916;5%;7%;9%;4%;5%;2%;9%;2%;2%;6%;5%;3%;6%;5%;4%;7%;10%;7%;5%;4%;9%;8%;7%;4%;5%;6%;3%;4%;1%;4%;5%;7%;10%;7%;7%;4%;12%;4%;9%;7%;1%;0%;1%;2%;1%;1%;0%;3%;2%;2%;9%;9%;1%;4%;2%;4%;3%;1%;1%;2%;1%;3%;2%;1%;1%;4%
1917;5%;7%;9%;4%;5%;2%;9%;2%;2%;6%;6%;3%;6%;5%;4%;7%;10%;7%;5%;4%;9%;8%;7%;4%;6%;6%;3%;4%;1%;4%;5%;7%;10%;8%;7%;4%;12%;4%;9%;7%;1%;0%;1%;2%;1%;1%;0%;3%;2%;2%;9%;10%;1%;4%;2%;4%;3%;1%;2%;2%;1%;3%;2%;1%;1%;4%
1918;5%;7%;9%;4%;5%;2%;9%;2%;2%;6%;6%;3%;6%;5%;4%;7%;10%;8%;5%;4%;9%;8%;7%;4%;6%;6%;3%;4%;1%;4%;6%;8%;11%;8%;7%;4%;13%;4%;9%;7%;1%;0%;1%;2%;1%;1%;0%;3%;2%;2%;9%;10%;1%;5%;2%;4%;3%;1%;2%;2%;1%;4%;3%;1%;1%;4%
1919;5%;8%;9%;4%;5%;2%;10%;2%;2%;6%;6%;3%;6%;5%;4%;8%;10%;8%;5%;4%;10%;8%;8%;4%;6%;6%;3%;5%;1%;4%;6%;8%;11%;8%;7%;4%;13%;4%;10%;8%;2%;0%;1%;2%;1%;1%;0%;3%;2%;2%;9%;10%;1%;5%;2%;4%;3%;1%;2%;2%;1%;4%;3%;1%;1%;4%
1920;5%;8%;10%;4%;6%;2%;10%;2%;2%;7%;6%;3%;6%;6%;4%;8%;11%;8%;5%;4%;10%;9%;8%;4%;6%;7%;3%;5%;1%;4%;6%;8%;11%;8%;7%;4%;13%;4%;10%;8%;2%;0%;1%;2%;1%;1%;0%;3%;2%;2%;10%;10%;2%;5%;2%;4%;3%;1%;2%;3%;1%;4%;3%;1%;1%;4%
