Data Figure 1.3: Data series on projected annual economic labour hours (all employed working-age individuals) (SC scenario);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Planet Paper: Chanceletal2026Appendix_MacroScenarios.xlsx Sheet E0a;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI
1820;3 200;3 303;3 114;3 091;3 179;3 042;3 358;3 211;3 152;3 849;3 226;3 102;3 325;3 098;3 146;3 388;3 226;3 571;3 226;3 275;3 163;2 887;2 772;3 039;3 039;3 057;3 056;3 103;3 103;3 103;3 103;3 226;3 226;3 329;3 226;3 226;3 226;2 963;3 226;3 042;3 042;3 042;3 042;3 042;3 042;3 042;3 042;3 042;3 042;3 042;3 414;3 275;3 226;3 043;3 226;3 226;3 226;3 158;3 171;2 958;3 158;3 158;3 158;3 211;3 158;3 158
1821;3 201;3 304;3 114;3 092;3 179;3 042;3 358;3 212;3 152;3 852;3 227;3 102;3 325;3 100;3 146;3 390;3 227;3 571;3 227;3 276;3 163;2 887;2 772;3 040;3 040;3 058;3 057;3 104;3 104;3 104;3 104;3 227;3 227;3 330;3 227;3 227;3 227;2 963;3 227;3 042;3 042;3 042;3 042;3 042;3 042;3 042;3 042;3 042;3 042;3 042;3 415;3 276;3 227;3 043;3 227;3 227;3 227;3 158;3 172;2 959;3 158;3 158;3 158;3 212;3 158;3 158
1822;3 202;3 305;3 115;3 093;3 180;3 043;3 359;3 213;3 153;3 854;3 227;3 102;3 325;3 102;3 146;3 393;3 227;3 571;3 227;3 276;3 163;2 887;2 772;3 040;3 040;3 058;3 057;3 105;3 105;3 105;3 105;3 227;3 227;3 331;3 227;3 227;3 227;2 964;3 227;3 043;3 043;3 043;3 043;3 043;3 043;3 043;3 043;3 043;3 043;3 043;3 415;3 276;3 227;3 044;3 227;3 227;3 227;3 159;3 173;2 960;3 159;3 159;3 159;3 213;3 159;3 159
1823;3 203;3 306;3 116;3 093;3 181;3 044;3 360;3 213;3 153;3 857;3 228;3 102;3 325;3 104;3 146;3 395;3 228;3 571;3 228;3 277;3 163;2 887;2 772;3 041;3 041;3 059;3 058;3 105;3 105;3 105;3 105;3 228;3 228;3 331;3 228;3 228;3 228;2 965;3 228;3 044;3 044;3 044;3 044;3 044;3 044;3 044;3 044;3 044;3 044;3 044;3 416;3 277;3 228;3 044;3 228;3 228;3 228;3 159;3 173;2 960;3 159;3 159;3 159;3 213;3 159;3 159
1824;3 204;3 307;3 116;3 094;3 181;3 044;3 360;3 214;3 154;3 860;3 229;3 102;3 325;3 106;3 146;3 397;3 229;3 571;3 229;3 278;3 163;2 887;2 772;3 042;3 042;3 060;3 059;3 106;3 106;3 106;3 106;3 229;3 229;3 332;3 229;3 229;3 229;2 965;3 229;3 044;3 044;3 044;3 044;3 044;3 044;3 044;3 044;3 044;3 044;3 044;3 417;3 278;3 229;3 045;3 229;3 229;3 229;3 160;3 174;2 961;3 160;3 160;3 160;3 214;3 160;3 160
1825;3 204;3 308;3 117;3 095;3 182;3 045;3 361;3 215;3 155;3 862;3 229;3 102;3 325;3 108;3 146;3 399;3 229;3 571;3 229;3 278;3 163;2 887;2 772;3 042;3 042;3 060;3 059;3 106;3 106;3 106;3 106;3 229;3 229;3 333;3 229;3 229;3 229;2 966;3 229;3 045;3 045;3 045;3 045;3 045;3 045;3 045;3 045;3 045;3 045;3 045;3 417;3 278;3 229;3 046;3 229;3 229;3 229;3 161;3 174;2 961;3 161;3 161;3 161;3 215;3 161;3 161
1826;3 226;3 334;3 137;3 114;3 202;3 064;3 382;3 235;3 174;3 875;3 265;3 136;3 361;3 110;3 180;3 438;3 265;3 610;3 265;3 299;3 182;2 905;2 789;3 061;3 061;3 079;3 078;3 126;3 126;3 126;3 126;3 250;3 250;3 354;3 250;3 250;3 250;2 984;3 250;3 064;3 064;3 064;3 064;3 064;3 064;3 064;3 064;3 064;3 064;3 064;3 439;3 299;3 250;3 065;3 250;3 250;3 250;3 181;3 194;2 980;3 181;3 181;3 181;3 235;3 181;3 181
1827;3 247;3 360;3 157;3 133;3 222;3 083;3 403;3 256;3 194;3 887;3 300;3 169;3 397;3 112;3 213;3 477;3 300;3 648;3 300;3 320;3 202;2 923;2 806;3 081;3 081;3 099;3 098;3 146;3 146;3 146;3 146;3 270;3 270;3 375;3 270;3 270;3 270;3 003;3 270;3 083;3 083;3 083;3 083;3 083;3 083;3 083;3 083;3 083;3 083;3 083;3 460;3 320;3 270;3 084;3 270;3 270;3 270;3 201;3 214;2 999;3 201;3 201;3 201;3 255;3 201;3 201
1828;3 268;3 385;3 177;3 153;3 242;3 102;3 424;3 276;3 214;3 899;3 335;3 202;3 433;3 114;3 247;3 516;3 335;3 687;3 335;3 340;3 221;2 941;2 823;3 100;3 100;3 118;3 117;3 165;3 165;3 165;3 165;3 290;3 290;3 396;3 290;3 290;3 290;3 022;3 290;3 102;3 102;3 102;3 102;3 102;3 102;3 102;3 102;3 102;3 102;3 102;3 482;3 340;3 290;3 103;3 290;3 290;3 290;3 220;3 234;3 017;3 220;3 220;3 220;3 275;3 220;3 220
1829;3 289;3 411;3 198;3 172;3 262;3 122;3 445;3 296;3 234;3 912;3 370;3 236;3 469;3 116;3 281;3 555;3 370;3 725;3 370;3 361;3 240;2 958;2 840;3 119;3 119;3 137;3 136;3 185;3 185;3 185;3 185;3 311;3 311;3 417;3 311;3 311;3 311;3 040;3 311;3 122;3 122;3 122;3 122;3 122;3 122;3 122;3 122;3 122;3 122;3 122;3 503;3 361;3 311;3 122;3 311;3 311;3 311;3 240;3 254;3 036;3 240;3 240;3 240;3 295;3 240;3 240
