Data Figure 3.1: Data series on net foreign wealth across world regions (% of world GDP) (MER);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixMacro.xlsx sheet C3w;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America Oceania;Latin America;Middle East North Africa;Sub-Saharan Africa;Russia Central Asia;East Asia;South & South-East Asia;DE;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI
1980;-0,00%;1%;0%;-2%;2%;-1%;-0%;0%;-0%;0%;-0%;-0%;0%;0%;0%;0%;-0%;-0%;1%;-0%;1%;-1%;-0%;-0%;-0%;-0%;-1%;-0%;-0%;-0%;-1%;0%;-0%;-0%;0%;-0%;1%;-0%;1%;-0%;-0%;-0%;-0%;-0%;-0%;0%;0%;-0%;-0%;-0%;-0%;-0%;0%;0%;-0%;0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%
1981;0,00%;1%;0%;-2%;2%;-1%;-0%;0%;-1%;1%;-0%;-0%;0%;1%;-0%;0%;-0%;-0%;0%;-0%;1%;-1%;-0%;-0%;-0%;-0%;-1%;-0%;-0%;-1%;-1%;0%;-0%;-0%;-0%;-0%;1%;-0%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;-0%;-0%;-0%;-0%;0%;0%;-0%;0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%
1982;-0,00%;1%;0%;-2%;2%;-1%;-0%;1%;-1%;1%;-0%;-0%;0%;1%;-0%;0%;-0%;-0%;0%;-0%;2%;-1%;-0%;-0%;-0%;-0%;-1%;-0%;-0%;-1%;-1%;0%;-0%;-0%;0%;-0%;1%;-0%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;0%;-0%;0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%
1983;0,00%;1%;0%;-2%;2%;-1%;-0%;1%;-1%;1%;-0%;-0%;0%;1%;-0%;0%;-0%;-0%;0%;-0%;2%;-1%;-0%;-0%;-0%;-0%;-1%;-0%;-0%;-1%;-0%;0%;-0%;-0%;0%;-0%;1%;-0%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;0%;-0%;0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%
1984;-0,00%;1%;-1%;-2%;2%;-1%;-0%;1%;-1%;1%;-0%;-0%;0%;1%;-0%;0%;-0%;-0%;0%;-0%;1%;-1%;-0%;-0%;-0%;-0%;-1%;-0%;-0%;-1%;0%;0%;-0%;-0%;-0%;-0%;1%;-0%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;1%;-0%;0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%
1985;-0,00%;1%;-1%;-1%;2%;-1%;-0%;1%;-1%;1%;-0%;-0%;-0%;1%;-0%;0%;-0%;-0%;0%;-0%;0%;-1%;-0%;-0%;-0%;-0%;-1%;-0%;-0%;-1%;0%;1%;-0%;-0%;0%;-0%;1%;-0%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;1%;-0%;0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%
1986;0,00%;1%;-1%;-1%;2%;-1%;-0%;2%;-1%;1%;-0%;-0%;-0%;1%;-0%;0%;-0%;-0%;0%;-0%;0%;-1%;-0%;-0%;-0%;-0%;-1%;-0%;-0%;-1%;0%;0%;-0%;-0%;-0%;-0%;1%;-0%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;1%;-0%;0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%
1987;0,00%;1%;-2%;-1%;2%;-1%;-0%;3%;-1%;1%;-0%;-0%;-0%;1%;-0%;0%;-0%;-0%;1%;-0%;-0%;-1%;-1%;-0%;-0%;-0%;-1%;-0%;-0%;-0%;0%;0%;-0%;-0%;-0%;-0%;1%;-0%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;2%;-0%;1%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%
1988;0,00%;1%;-2%;-1%;2%;-1%;-0%;2%;-1%;1%;-0%;-0%;-0%;0%;-0%;0%;-0%;-0%;1%;-0%;-0%;-1%;-1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;0%;-0%;-0%;-0%;-0%;1%;-0%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;2%;-0%;1%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%
1989;-0,00%;1%;-3%;-1%;1%;-1%;-0%;3%;-1%;1%;-0%;-0%;-0%;0%;-0%;0%;-0%;-0%;1%;-0%;-1%;-1%;-1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;0%;-0%;-0%;0%;-0%;1%;-0%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;2%;-0%;1%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%
1990;0,00%;1%;-3%;-1%;1%;-1%;-0%;3%;-1%;2%;-0%;-0%;-0%;0%;-1%;0%;-0%;-0%;1%;-0%;-1%;-1%;-1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;1%;-0%;-0%;0%;-0%;1%;-0%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;2%;-0%;1%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%
1991;0,00%;1%;-3%;-1%;1%;-1%;-0%;3%;-1%;2%;-0%;-0%;-0%;0%;-1%;0%;-0%;-0%;1%;-0%;-1%;-1%;-1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;1%;-0%;-0%;-0%;-0%;1%;-0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;2%;-0%;1%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%
1992;-0,00%;1%;-3%;-1%;1%;-1%;-0%;3%;-1%;1%;-0%;-0%;-0%;0%;-0%;0%;-0%;-0%;1%;-0%;-1%;-1%;-1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;1%;-0%;-0%;-0%;-0%;0%;-0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;2%;-0%;1%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%
1993;-0,00%;1%;-2%;-1%;1%;-1%;-0%;3%;-1%;1%;-0%;-0%;-0%;0%;-0%;0%;-0%;-0%;1%;-0%;-0%;-1%;-1%;-0%;-0%;-0%;-0%;-0%;-0%;-1%;0%;1%;-0%;-0%;-0%;-0%;0%;-0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;3%;-0%;1%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%
1994;0,00%;1%;-2%;-1%;1%;-1%;-0%;3%;-1%;1%;-0%;-0%;-0%;0%;-0%;-0%;0%;-0%;1%;-0%;-1%;-1%;-1%;-0%;-0%;-0%;-0%;-0%;-0%;-1%;0%;1%;-0%;-0%;-0%;-0%;0%;-0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;3%;-0%;1%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%
1995;-0,00%;1%;-3%;-1%;1%;-1%;-0%;3%;-1%;1%;-0%;-0%;-0%;0%;-0%;0%;0%;-0%;1%;-0%;-1%;-1%;-1%;-0%;-0%;-0%;-0%;-0%;-0%;-1%;1%;1%;-0%;-0%;-0%;-0%;0%;-0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;3%;-0%;1%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%
1996;0,00%;1%;-3%;-1%;1%;-1%;-0%;3%;-1%;0%;-0%;-0%;0%;0%;-0%;0%;0%;-0%;2%;-0%;-1%;-1%;-1%;-0%;-0%;-0%;-0%;-0%;-0%;-1%;0%;1%;-0%;-0%;-0%;-0%;0%;-0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;-0%;3%;-0%;1%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%
1997;-0,00%;2%;-4%;-1%;1%;-1%;-0%;4%;-1%;0%;-0%;-0%;0%;0%;-0%;0%;0%;-0%;2%;-0%;-2%;-1%;-1%;-0%;-0%;-0%;-1%;-0%;-0%;-1%;0%;1%;-0%;-0%;-0%;-0%;0%;-0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;-0%;3%;-0%;1%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%
1998;-0,00%;1%;-4%;-1%;1%;-1%;-0%;5%;-1%;0%;-0%;-0%;0%;-0%;-0%;0%;0%;-0%;2%;-0%;-3%;-0%;-1%;-0%;-0%;-0%;-1%;-0%;-0%;-1%;0%;1%;-0%;-0%;-0%;-0%;0%;-0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;-0%;4%;-0%;1%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%
1999;-0,00%;1%;-4%;-1%;1%;-1%;-0%;4%;-1%;0%;-0%;-1%;0%;-0%;-0%;0%;0%;-0%;2%;-0%;-2%;-0%;-1%;-0%;-0%;-0%;-1%;-0%;-0%;-1%;1%;1%;-0%;-0%;-0%;-0%;1%;-0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;0%;3%;-0%;1%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;1%
2000;-0,00%;0%;-5%;-0%;1%;-1%;0%;5%;-1%;0%;-0%;-1%;0%;0%;-0%;-0%;0%;-0%;1%;-0%;-4%;-0%;-1%;-0%;-0%;-0%;-1%;-0%;-0%;-1%;1%;1%;-0%;-0%;-0%;-0%;1%;-0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;0%;4%;-0%;1%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%
2001;0,00%;1%;-7%;-0%;1%;-1%;0%;6%;-1%;1%;-0%;-1%;0%;0%;-0%;-0%;0%;-0%;2%;-0%;-6%;-0%;-0%;-0%;-0%;-0%;-1%;-0%;-0%;-1%;2%;1%;-0%;-0%;-0%;-0%;1%;-0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;0%;4%;-0%;1%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%
2002;-0,00%;1%;-7%;0%;1%;-1%;-0%;6%;-0%;0%;-0%;-1%;0%;0%;-0%;-0%;0%;-0%;2%;-1%;-7%;-0%;-1%;-0%;0%;-0%;-1%;-0%;-0%;-1%;2%;1%;-0%;-0%;0%;-0%;0%;-0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;0%;4%;-0%;1%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%
2003;0,00%;-1%;-7%;1%;1%;-1%;-0%;6%;-0%;0%;-0%;-1%;-0%;0%;-1%;-0%;0%;-0%;2%;-1%;-6%;-0%;-1%;-0%;0%;-0%;-1%;-0%;-0%;-1%;2%;1%;0%;-0%;0%;-0%;1%;-0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;0%;4%;-0%;1%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;1%
2004;-0,00%;-1%;-6%;0%;1%;-1%;-0%;6%;-0%;0%;-0%;-2%;-0%;-0%;-1%;-0%;0%;-0%;2%;-1%;-5%;-0%;-1%;-0%;0%;-0%;-1%;-0%;-0%;-1%;2%;1%;0%;-0%;0%;-0%;1%;-0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;1%;4%;-0%;1%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;1%
2005;0,00%;-1%;-5%;0%;2%;-0%;-0%;5%;-0%;1%;0%;-1%;-0%;-0%;-1%;-0%;0%;-0%;1%;-1%;-4%;-0%;-1%;-0%;0%;0%;-1%;-0%;-0%;-1%;1%;1%;0%;-0%;0%;-0%;1%;-0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;1%;3%;-0%;1%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;1%
2006;0,00%;-3%;-5%;-0%;2%;-0%;-0%;6%;-0%;1%;-0%;-2%;-0%;-1%;-1%;-0%;0%;-0%;1%;-1%;-4%;-0%;-1%;-0%;0%;0%;-1%;-0%;-0%;-1%;1%;1%;0%;-0%;0%;-0%;1%;-0%;1%;-0%;-0%;-0%;-0%;-0%;-0%;0%;0%;-0%;-0%;-0%;-0%;-0%;1%;3%;-0%;1%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;1%
2007;-0,00%;-3%;-4%;-1%;2%;-0%;-0%;7%;-0%;1%;-0%;-2%;-0%;-0%;-1%;-0%;0%;0%;1%;-1%;-2%;-0%;-1%;-0%;0%;0%;-1%;0%;-0%;-1%;1%;1%;0%;-0%;0%;-0%;1%;-1%;1%;-0%;-0%;-0%;0%;-0%;-0%;0%;0%;-0%;-0%;0%;-0%;-0%;2%;4%;-0%;1%;1%;-0%;-1%;-0%;-0%;-0%;-0%;-0%;-0%;1%
2008;0,00%;-3%;-8%;1%;2%;-0%;0%;8%;-0%;1%;-0%;-2%;-1%;0%;-1%;-0%;0%;-0%;1%;-1%;-7%;-0%;-1%;-0%;0%;0%;-0%;-0%;-0%;-0%;2%;0%;0%;-0%;0%;-0%;1%;-0%;1%;-0%;-0%;-0%;-0%;-0%;-0%;0%;0%;-0%;-0%;0%;0%;-0%;2%;4%;-0%;1%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;1%
2009;0,00%;-4%;-7%;0%;2%;-0%;-0%;9%;-0%;1%;0%;-2%;-1%;-1%;-1%;0%;1%;-0%;1%;-2%;-5%;-0%;-1%;-0%;-0%;0%;-1%;-0%;-0%;-1%;1%;1%;0%;-0%;0%;-0%;1%;-0%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;-0%;-0%;0%;-0%;2%;5%;-0%;1%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;1%
2010;0,00%;-3%;-6%;-1%;2%;-0%;-0%;9%;-1%;1%;0%;-2%;-1%;-0%;-1%;0%;1%;-0%;1%;-1%;-4%;-0%;-1%;-0%;0%;0%;-1%;-0%;-0%;-1%;1%;1%;0%;-0%;0%;-0%;1%;-1%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;-0%;2%;5%;-0%;1%;1%;-0%;-1%;-0%;-0%;-0%;-0%;-0%;-0%;1%
2011;0,00%;-1%;-8%;-1%;2%;-0%;-0%;9%;-0%;1%;0%;-2%;-0%;-0%;-1%;0%;1%;-0%;1%;-1%;-6%;-0%;-1%;-0%;-0%;0%;-1%;-0%;-0%;-1%;1%;1%;0%;-0%;0%;-0%;1%;-0%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;2%;5%;-0%;1%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;1%
2012;-0,00%;-2%;-8%;0%;3%;-0%;-0%;9%;-1%;1%;0%;-2%;-1%;-1%;-1%;0%;1%;-0%;1%;-1%;-6%;-0%;-1%;-0%;-0%;0%;-1%;-0%;-0%;-1%;2%;1%;0%;-0%;0%;-0%;1%;-1%;1%;-0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;2%;5%;-0%;1%;1%;-0%;-1%;-0%;0%;-0%;-0%;-0%;-0%;1%
2013;-0,00%;-2%;-8%;0%;3%;-0%;-0%;8%;-1%;1%;0%;-2%;-1%;-0%;-1%;0%;1%;-0%;0%;-1%;-7%;-0%;-1%;-0%;-0%;0%;-1%;-0%;-0%;-1%;2%;1%;0%;-0%;0%;-0%;1%;-1%;1%;-0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;2%;4%;-0%;1%;1%;-0%;-1%;-0%;0%;-0%;-0%;-0%;-0%;1%
2014;0,00%;-0%;-10%;-1%;3%;-1%;0%;8%;-1%;1%;0%;-1%;-0%;-0%;-1%;1%;1%;-0%;1%;-1%;-9%;0%;-1%;-0%;0%;0%;-1%;-0%;-0%;-1%;1%;1%;0%;-0%;0%;-0%;1%;-1%;2%;-0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;2%;4%;0%;1%;1%;-0%;-1%;-0%;-0%;-0%;-0%;-0%;-0%;1%
2015;-0,00%;-0%;-11%;-0%;3%;-1%;0%;9%;-1%;1%;0%;-1%;-0%;-0%;-1%;1%;1%;-0%;0%;-1%;-10%;0%;-1%;-0%;-0%;0%;-0%;-0%;-0%;-1%;1%;1%;0%;-0%;0%;-0%;1%;-1%;1%;-0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;0%;-0%;2%;4%;0%;1%;1%;-0%;-1%;-0%;-0%;-0%;-0%;-0%;-0%;1%
2016;-0,00%;1%;-12%;-1%;3%;-1%;-0%;10%;-1%;2%;0%;-1%;-0%;0%;-0%;1%;1%;-0%;1%;-1%;-11%;0%;-1%;-0%;0%;0%;-1%;-0%;-0%;-1%;1%;1%;0%;-0%;0%;-0%;1%;-0%;1%;-0%;0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;0%;-0%;3%;4%;0%;1%;2%;-0%;-1%;-0%;-0%;-0%;-0%;-0%;-0%;1%
2017;0,00%;1%;-10%;-2%;3%;-1%;0%;10%;-1%;2%;0%;-1%;-1%;-0%;-0%;1%;1%;-0%;0%;-1%;-10%;1%;-1%;-0%;0%;0%;-1%;-0%;-0%;-1%;-0%;1%;0%;-0%;0%;-0%;1%;-1%;2%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;0%;-0%;2%;4%;0%;2%;2%;-0%;-1%;-0%;-0%;-0%;-0%;-0%;-0%;1%
2018;-0,00%;2%;-12%;-2%;3%;-1%;0%;10%;-1%;2%;0%;-1%;-1%;-0%;-0%;1%;1%;0%;1%;-1%;-12%;1%;-1%;-0%;0%;0%;-1%;-0%;-0%;-1%;-0%;1%;0%;-0%;0%;-0%;1%;-0%;1%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;0%;-0%;2%;4%;1%;2%;2%;-0%;-1%;-0%;-0%;-0%;-0%;-0%;-0%;1%
2019;0,00%;3%;-13%;-3%;4%;-1%;0%;11%;-1%;3%;0%;-1%;-1%;-0%;-0%;1%;1%;0%;1%;-1%;-13%;1%;-1%;-0%;-0%;0%;-1%;-0%;-0%;-1%;-1%;1%;0%;-0%;0%;-0%;1%;-0%;2%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;0%;-0%;3%;4%;1%;2%;2%;-0%;-1%;-0%;-0%;-0%;-0%;-0%;-0%;1%
2020;0,00%;4%;-17%;-2%;4%;-1%;0%;12%;-0%;3%;0%;-1%;-1%;-0%;-0%;2%;1%;0%;1%;-1%;-17%;1%;-1%;-0%;0%;0%;-1%;-0%;-0%;-1%;-1%;1%;0%;-0%;0%;-0%;1%;-0%;2%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;0%;-0%;3%;4%;1%;2%;3%;-0%;-1%;-0%;-0%;-0%;-0%;0%;-0%;1%
2021;-0,00%;6%;-18%;-2%;4%;-1%;0%;11%;-0%;3%;0%;-1%;-1%;-0%;0%;1%;1%;0%;2%;-1%;-19%;1%;-1%;-0%;0%;0%;-1%;-0%;-0%;-1%;-1%;1%;0%;-0%;0%;-0%;1%;-0%;2%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;-0%;0%;-0%;0%;-0%;2%;4%;1%;1%;2%;-0%;-1%;-0%;-0%;-0%;-0%;0%;-0%;1%
