Data Figure 2.15b: Data series on regional composition of personal wealth (World Top 0.001%);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixDistribution.xlsx sheet K6g;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1800;5,2%;3,2%;0,0%;0,1%;0,1%;0,3%;0,0%;1,3%;0,2%;0,3%;0,0%;0,2%;0,1%;1,0%;0,9%;0,3%;0,0%;;0,3%;0,1%;0,0%;;;;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,1%;;;1,0%;0,2%;;0,0%;0,0%;0,1%;;;;0,0%;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1801;5,2%;3,2%;0,0%;0,1%;0,1%;0,3%;0,0%;1,2%;0,2%;0,3%;0,0%;0,2%;0,1%;1,0%;0,9%;0,3%;0,0%;;0,3%;0,1%;0,0%;;;;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,1%;;;1,0%;0,2%;;0,0%;0,0%;0,1%;;;;0,0%;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1802;5,2%;3,3%;0,0%;0,1%;0,1%;0,3%;0,0%;1,2%;0,1%;0,3%;0,0%;0,2%;0,1%;1,1%;0,8%;0,3%;0,0%;;0,3%;0,1%;0,0%;;;;;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,1%;;;1,0%;0,2%;;0,0%;0,0%;0,1%;;;;0,0%;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1803;5,2%;3,5%;0,0%;0,1%;0,1%;0,1%;0,0%;1,2%;0,1%;0,3%;0,0%;0,2%;0,1%;1,3%;0,8%;0,3%;0,0%;;0,3%;0,1%;0,0%;;;;;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;1,0%;0,2%;;0,0%;0,0%;0,1%;;;;0,0%;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1804;5,3%;3,5%;0,0%;0,1%;0,1%;0,1%;0,0%;1,2%;0,1%;0,3%;0,0%;0,2%;0,1%;1,3%;0,8%;0,3%;0,0%;;0,3%;0,1%;0,0%;;;;;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;1,0%;0,2%;;0,0%;0,0%;0,1%;;;;0,0%;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1805;5,3%;3,6%;0,0%;0,1%;0,1%;0,1%;0,0%;1,2%;0,1%;0,3%;0,0%;0,2%;0,1%;1,4%;0,8%;0,3%;0,0%;;0,3%;0,1%;0,0%;;;;;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;1,0%;0,2%;;0,0%;;0,1%;;;;0,0%;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1806;5,2%;3,6%;0,0%;0,1%;0,1%;0,1%;0,0%;1,2%;0,1%;0,3%;0,0%;0,2%;0,1%;1,4%;0,8%;0,3%;0,0%;;0,3%;0,1%;0,0%;;;;;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;1,0%;0,2%;;0,0%;;0,1%;;;;0,0%;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1807;5,2%;3,5%;0,0%;0,1%;0,1%;0,1%;0,0%;1,2%;0,1%;0,3%;0,0%;0,2%;0,1%;1,3%;0,8%;0,3%;0,0%;;0,3%;0,1%;0,0%;;;;;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;1,0%;0,2%;;0,0%;0,0%;0,1%;;;;0,0%;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1808;5,2%;3,5%;0,1%;0,1%;0,1%;0,1%;0,0%;1,2%;0,1%;0,3%;0,0%;0,2%;0,1%;1,3%;0,8%;0,3%;0,0%;;0,3%;0,1%;0,1%;;;;;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;1,0%;0,2%;;0,0%;0,0%;0,1%;;;;0,0%;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1809;5,2%;3,5%;0,1%;0,1%;0,1%;0,1%;0,0%;1,2%;0,1%;0,3%;0,0%;0,2%;0,1%;1,3%;0,8%;0,3%;0,0%;;0,3%;0,1%;0,1%;;;;;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;1,0%;0,2%;;0,0%;0,0%;0,1%;;;;0,0%;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1810;5,2%;3,4%;0,1%;0,1%;0,1%;0,2%;0,0%;1,2%;0,1%;0,4%;0,0%;0,2%;0,1%;1,2%;0,8%;0,3%;0,0%;;0,3%;0,1%;0,1%;;;;;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;0,0%;;0,0%;;0,0%;0,0%;;;0,0%;0,1%;;;1,0%;0,2%;;0,0%;0,0%;0,1%;;;;0,0%;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1811;5,2%;3,3%;0,1%;0,1%;0,2%;0,2%;0,0%;1,2%;0,1%;0,4%;0,0%;0,2%;0,1%;1,1%;0,8%;0,3%;0,0%;;0,3%;0,1%;0,1%;;;;;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,1%;;;1,0%;0,2%;;0,0%;0,0%;0,1%;;;;0,0%;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1812;5,3%;3,3%;0,1%;0,1%;0,2%;0,2%;0,0%;1,2%;0,1%;0,4%;0,0%;0,2%;0,1%;1,1%;0,8%;0,3%;0,0%;;0,3%;0,1%;0,1%;;;;;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,1%;;;1,0%;0,2%;;0,0%;0,0%;0,1%;;;;0,0%;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1813;5,3%;3,4%;0,1%;0,1%;0,2%;0,2%;0,0%;1,2%;0,1%;0,3%;0,0%;0,2%;0,1%;1,1%;0,8%;0,3%;0,0%;;0,3%;0,1%;0,1%;;;;;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,1%;;;1,0%;0,2%;;0,0%;0,0%;0,1%;;;;0,0%;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1814;5,3%;3,6%;0,1%;0,1%;0,2%;0,1%;0,0%;1,2%;0,1%;0,4%;0,0%;0,2%;0,1%;1,4%;0,8%;0,3%;0,0%;;0,3%;0,1%;0,1%;;;;;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;1,0%;0,2%;;0,0%;0,0%;0,0%;;;;0,0%;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1815;5,4%;3,7%;0,1%;0,1%;0,2%;0,1%;0,0%;1,2%;0,1%;0,4%;0,0%;0,2%;0,1%;1,4%;0,8%;0,3%;0,0%;;0,3%;0,1%;0,1%;;;;;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;1,0%;0,2%;;0,0%;;0,0%;;;;0,0%;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1816;5,4%;3,8%;0,1%;0,1%;0,2%;0,1%;0,0%;1,2%;0,1%;0,4%;0,0%;0,2%;0,1%;1,6%;0,8%;0,3%;0,0%;;0,3%;0,1%;0,1%;;;;;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;1,0%;0,2%;;;;0,0%;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1817;5,4%;3,8%;0,1%;0,0%;0,2%;0,1%;0,0%;1,2%;0,1%;0,3%;0,0%;0,2%;0,1%;1,7%;0,8%;0,3%;0,0%;;0,3%;0,1%;0,1%;;;;;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;1,0%;0,2%;;;;0,0%;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818;5,5%;4,0%;0,1%;0,0%;0,1%;0,1%;0,0%;1,1%;0,1%;0,4%;0,0%;0,2%;0,1%;1,7%;0,8%;0,3%;0,0%;;0,3%;0,1%;0,1%;;;;;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;0,9%;0,2%;;;;0,0%;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1819;5,5%;4,0%;0,1%;0,0%;0,1%;0,1%;0,0%;1,1%;0,1%;0,4%;0,0%;0,2%;0,1%;1,7%;0,8%;0,3%;0,0%;;0,3%;0,1%;0,1%;;;;;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;0,9%;0,2%;;;;0,0%;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1820;5,5%;4,1%;0,1%;0,0%;0,1%;0,1%;0,0%;1,0%;0,1%;0,4%;0,0%;0,2%;0,1%;1,8%;0,7%;0,3%;0,0%;;0,3%;0,1%;0,1%;;;;;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;0,8%;0,2%;;;;0,0%;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1821;5,6%;4,2%;0,1%;0,0%;0,1%;0,1%;0,0%;1,0%;0,1%;0,4%;0,0%;0,2%;0,1%;1,9%;0,7%;0,3%;0,0%;;0,3%;0,2%;0,1%;;;;;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;0,8%;0,2%;;;;0,0%;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1822;5,6%;4,3%;0,1%;0,0%;0,1%;0,1%;0,0%;0,9%;0,1%;0,4%;0,0%;0,2%;0,1%;1,9%;0,7%;0,3%;0,0%;;0,3%;0,2%;0,1%;;;;;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;0,8%;0,2%;;;;0,0%;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1823;5,6%;4,3%;0,1%;0,0%;0,1%;0,1%;0,0%;0,9%;0,1%;0,4%;0,0%;0,2%;0,1%;1,9%;0,7%;0,4%;0,0%;;0,3%;0,2%;0,1%;;;;;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;0,7%;0,2%;;;;0,0%;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;5,6%;4,3%;0,1%;0,0%;0,1%;0,1%;0,0%;0,9%;0,1%;0,4%;0,0%;0,3%;0,1%;1,8%;0,7%;0,4%;0,0%;;0,3%;0,2%;0,1%;;;;;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;0,7%;0,2%;;;;0,0%;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825;5,6%;4,0%;0,1%;0,0%;0,1%;0,1%;0,0%;1,1%;0,1%;0,4%;0,0%;0,2%;0,1%;1,6%;0,8%;0,4%;0,0%;;0,3%;0,2%;0,1%;;;;;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;0,9%;0,2%;;;;0,0%;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1826;5,5%;4,0%;0,1%;0,0%;0,1%;0,1%;0,0%;1,1%;0,1%;0,4%;0,0%;0,3%;0,2%;1,5%;0,8%;0,4%;0,0%;;0,3%;0,2%;0,1%;;;;;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;0,9%;0,2%;;;;0,0%;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827;5,6%;4,0%;0,1%;0,0%;0,1%;0,1%;0,0%;1,1%;0,1%;0,4%;0,0%;0,3%;0,1%;1,5%;0,8%;0,4%;0,0%;;0,3%;0,2%;0,1%;;;;;0,0%;;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;0,9%;0,2%;;;;0,0%;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828;5,6%;4,1%;0,1%;0,0%;0,2%;0,1%;0,0%;1,1%;0,1%;0,4%;0,0%;0,3%;0,1%;1,5%;0,8%;0,4%;0,0%;;0,3%;0,2%;0,1%;;;;;0,0%;;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;0,9%;0,2%;;;;0,0%;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1829;5,6%;4,1%;0,1%;0,0%;0,2%;0,1%;0,0%;1,1%;0,1%;0,4%;0,0%;0,3%;0,1%;1,5%;0,8%;0,4%;0,0%;;0,3%;0,2%;0,1%;;;;;0,0%;;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;0,9%;0,2%;;;;0,0%;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1830;5,6%;4,0%;0,1%;0,1%;0,2%;0,1%;0,0%;1,1%;0,1%;0,4%;0,0%;0,3%;0,1%;1,4%;0,8%;0,4%;0,0%;;0,3%;0,2%;0,1%;;0,0%;;;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;0,9%;0,2%;;;;0,0%;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;5,7%;4,1%;0,1%;0,0%;0,2%;0,1%;0,0%;1,1%;0,1%;0,4%;0,0%;0,3%;0,1%;1,5%;0,8%;0,4%;0,0%;;0,3%;0,2%;0,1%;;0,0%;;;0,0%;;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;0,9%;0,2%;;;;0,0%;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1832;5,7%;4,1%;0,1%;0,0%;0,2%;0,1%;0,0%;1,1%;0,1%;0,4%;0,0%;0,3%;0,1%;1,6%;0,8%;0,4%;0,0%;;0,3%;0,2%;0,1%;;0,0%;;;0,0%;;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;0,9%;0,2%;;;;0,0%;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;5,8%;4,5%;0,1%;0,0%;0,1%;0,1%;0,0%;0,9%;0,0%;0,4%;0,0%;0,3%;0,1%;1,9%;0,8%;0,4%;0,0%;;0,4%;0,2%;0,1%;;0,0%;;;0,0%;;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;0,7%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1834;5,8%;4,5%;0,1%;0,1%;0,1%;0,1%;0,0%;0,8%;0,0%;0,4%;0,0%;0,3%;0,1%;1,9%;0,8%;0,4%;0,0%;;0,4%;0,2%;0,1%;;0,0%;;;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;0,7%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1835;5,8%;4,5%;0,2%;0,1%;0,1%;0,1%;0,0%;0,8%;0,0%;0,4%;0,0%;0,3%;0,1%;1,9%;0,8%;0,4%;0,0%;;0,4%;0,2%;0,2%;;0,0%;0,0%;;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;0,6%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836;5,8%;4,5%;0,2%;0,1%;0,1%;0,1%;0,0%;0,8%;0,0%;0,4%;0,0%;0,2%;0,1%;1,9%;0,7%;0,4%;0,0%;;0,4%;0,2%;0,2%;;0,0%;0,0%;;0,0%;0,0%;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;0,7%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1837;5,8%;4,2%;0,2%;0,0%;0,2%;0,1%;0,0%;1,1%;0,0%;0,5%;0,0%;0,3%;0,1%;1,6%;0,8%;0,4%;0,0%;;0,4%;0,2%;0,2%;;0,0%;0,0%;;0,0%;;;0,0%;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;0,9%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1838;5,8%;4,1%;0,2%;0,1%;0,2%;0,1%;0,0%;1,1%;0,1%;0,4%;0,0%;0,3%;0,1%;1,5%;0,8%;0,4%;0,0%;;0,4%;0,2%;0,2%;;0,0%;0,0%;;0,0%;;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;0,9%;0,2%;;;;0,0%;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839;5,8%;4,0%;0,2%;0,1%;0,2%;0,1%;0,0%;1,1%;0,1%;0,4%;0,0%;0,3%;0,1%;1,4%;0,8%;0,4%;0,0%;;0,4%;0,2%;0,2%;;0,0%;0,0%;;0,0%;;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;0,9%;0,2%;;;;0,0%;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840;5,8%;4,2%;0,2%;0,1%;0,2%;0,1%;0,0%;1,1%;0,0%;0,5%;0,0%;0,3%;0,1%;1,5%;0,7%;0,4%;0,0%;;0,4%;0,2%;0,2%;;0,0%;0,0%;;0,0%;;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;0,9%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1841;5,8%;4,2%;0,2%;0,1%;0,2%;0,1%;0,0%;1,1%;0,0%;0,5%;0,0%;0,3%;0,1%;1,6%;0,7%;0,5%;0,0%;;0,4%;0,2%;0,2%;;0,0%;0,0%;;0,0%;;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;0,9%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1842;5,9%;4,7%;0,2%;0,1%;0,1%;0,1%;0,0%;0,7%;0,0%;0,5%;0,0%;0,3%;0,1%;2,0%;0,7%;0,5%;0,0%;;0,4%;0,2%;0,2%;;0,0%;0,0%;;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;;;0,0%;;;0,0%;;;0,0%;;;;0,6%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
