Data Figure 2.6: Data series on average health expenditures (public + private) per capital (2025 Euro PPP);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixMacro.xlsx Sheet G3c;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/ North Africa;Sub-Saharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;
2033;2 036;5 368;8 187;2 279;1 672;556;2 273;2 300;1 052;5 652;7 316;4 882;6 247;5 734;5 298;7 245;8 080;5 846;5 985;3 752;9 019;6 022;5 514;4 728;505;3 124;2 795;3 189;3 298;1 902;1 442;3 393;1 328;1 716;1 291;1 111;3 353;2 781;1 152;233;739;450;677;371;314;650;484;199;1 958;474;2 796;1 819;1 869;5 572;5 828;4 413;1 774;824;1 021;1 214;759;669;1 194;1 849;1 373;1 350;
2034;2 143;5 588;8 243;2 381;1 803;637;2 427;2 427;1 160;5 879;7 701;5 084;6 426;5 933;5 514;7 567;8 701;6 082;6 170;3 973;9 064;6 161;5 605;4 825;553;3 295;2 875;3 265;3 409;2 028;1 536;3 641;1 445;1 862;1 418;1 221;3 439;2 985;1 257;277;860;531;782;440;374;742;561;249;2 109;553;2 943;1 985;1 985;5 774;6 025;4 636;1 876;939;1 123;1 350;854;765;1 308;1 990;1 486;1 462;
2035;2 254;5 801;8 282;2 481;1 935;726;2 582;2 550;1 283;6 097;8 083;5 278;6 593;6 123;5 723;7 883;9 335;6 310;6 344;4 193;9 090;6 289;5 682;4 911;601;3 465;2 952;3 334;3 518;2 154;1 631;3 884;1 566;2 008;1 549;1 335;3 510;3 184;1 366;326;993;622;896;519;442;840;646;309;2 263;641;3 084;2 156;2 099;5 967;6 211;4 845;1 977;1 070;1 240;1 505;962;874;1 438;2 153;1 611;1 591;
2036;2 372;6 070;8 343;2 574;2 064;811;2 749;2 650;1 430;6 379;8 542;5 527;6 801;6 371;5 971;8 279;10 101;6 614;6 629;4 439;9 144;6 398;5 810;4 949;655;3 586;3 029;3 432;3 592;2 266;1 728;4 157;1 687;2 142;1 688;1 443;3 656;3 327;1 476;377;1 113;706;1 003;590;503;943;727;358;2 406;724;3 256;2 322;2 198;6 054;6 298;5 054;2 074;1 217;1 390;1 661;1 010;966;1 613;2 408;1 781;1 780;
2037;2 496;6 341;8 497;2 691;2 168;891;2 906;2 780;1 572;6 691;9 037;5 759;7 036;6 613;6 175;8 715;10 983;6 938;6 973;4 632;9 293;6 610;6 042;5 092;683;3 695;3 140;3 572;3 687;2 403;1 843;4 281;1 755;2 287;1 758;1 531;3 777;3 564;1 533;416;1 237;791;1 116;651;552;1 042;804;376;2 563;806;3 484;2 418;2 314;6 299;6 506;5 425;2 170;1 352;1 539;1 828;1 129;1 076;1 738;2 571;1 930;1 899;
2038;2 626;6 581;8 683;2 799;2 309;990;3 079;2 908;1 715;6 964;9 350;5 977;7 261;6 835;6 412;8 982;11 344;7 213;7 234;4 838;9 490;6 807;6 231;5 265;721;3 834;3 239;3 704;3 783;2 538;1 941;4 537;1 860;2 441;1 878;1 631;3 987;3 794;1 639;468;1 379;891;1 247;732;617;1 165;900;421;2 747;904;3 699;2 557;2 429;6 518;6 745;5 771;2 289;1 499;1 678;2 005;1 236;1 189;1 882;2 760;2 086;2 070;
2039;2 764;6 819;8 861;2 912;2 456;1 103;3 258;3 036;1 870;7 234;9 658;6 194;7 483;7 056;6 647;9 243;11 690;7 485;7 492;5 045;9 676;7 002;6 417;5 437;762;3 977;3 342;3 840;3 883;2 679;2 044;4 795;1 972;2 602;2 004;1 738;4 199;4 028;1 752;530;1 537;1 007;1 394;826;695;1 303;1 010;477;2 945;1 017;3 918;2 703;2 545;6 734;6 984;6 119;2 413;1 659;1 828;2 193;1 354;1 313;2 037;2 958;2 252;2 252;
2040;2 909;7 057;9 041;3 030;2 609;1 230;3 441;3 167;2 035;7 504;9 965;6 411;7 705;7 276;6 882;9 503;12 040;7 757;7 747;5 254;9 865;7 196;6 601;5 610;806;4 122;3 451;3 979;3 987;2 825;2 153;5 055;2 090;2 768;2 137;1 851;4 415;4 267;1 872;603;1 710;1 136;1 557;933;784;1 456;1 134;543;3 157;1 144;4 142;2 854;2 661;6 951;7 225;6 476;2 543;1 832;1 989;2 394;1 483;1 447;2 203;3 166;2 428;2 446;
2041;3 063;7 309;9 237;3 152;2 767;1 368;3 632;3 300;2 211;7 787;10 290;6 640;7 941;7 510;7 131;9 780;12 405;8 044;8 018;5 473;10 072;7 402;6 797;5 794;849;4 275;3 562;4 124;4 094;2 975;2 265;5 328;2 212;2 940;2 273;1 966;4 643;4 516;1 995;681;1 897;1 278;1 734;1 050;882;1 623;1 269;614;3 385;1 283;4 377;3 011;2 780;7 182;7 479;6 853;2 674;2 015;2 160;2 607;1 620;1 590;2 378;3 385;2 613;2 652;
2042;3 227;7 567;9 436;3 278;2 932;1 522;3 830;3 435;2 399;8 078;10 621;6 876;8 182;7 750;7 386;10 064;12 776;8 335;8 296;5 698;10 281;7 612;6 999;5 981;892;4 432;3 677;4 275;4 206;3 132;2 381;5 606;2 340;3 119;2 416;2 088;4 879;4 774;2 125;771;2 102;1 436;1 929;1 181;992;1 806;1 421;695;3 630;1 438;4 619;3 174;2 900;7 418;7 742;7 240;2 806;2 213;2 344;2 834;1 768;1 743;2 565;3 616;2 810;2 872;
2043;3 400;7 836;9 644;3 409;3 103;1 692;4 034;3 573;2 600;8 384;10 966;7 122;8 434;8 002;7 652;10 362;13 163;8 640;8 586;5 932;10 499;7 832;7 210;6 175;934;4 595;3 796;4 431;4 321;3 296;2 502;5 895;2 473;3 304;2 564;2 213;5 125;5 042;2 261;872;2 325;1 610;2 143;1 327;1 115;2 008;1 588;787;3 894;1 609;4 870;3 343;3 021;7 663;8 016;7 643;2 941;2 424;2 539;3 075;1 928;1 908;2 763;3 860;3 019;3 106;
2044;3 585;8 106;9 850;3 546;3 281;1 883;4 246;3 713;2 816;8 689;11 311;7 368;8 684;8 255;7 920;10 660;13 538;8 946;8 873;6 168;10 717;8 053;7 422;6 372;978;4 762;3 921;4 593;4 441;3 465;2 629;6 186;2 613;3 496;2 719;2 346;5 375;5 317;2 404;991;2 570;1 807;2 380;1 493;1 257;2 232;1 778;896;4 178;1 802;5 127;3 519;3 143;7 910;8 292;8 052;3 083;2 652;2 750;3 333;2 102;2 087;2 976;4 117;3 240;3 355;
2045;3 782;8 372;10 047;3 689;3 467;2 100;4 464;3 856;3 048;8 989;11 648;7 612;8 930;8 504;8 184;10 950;13 909;9 244;9 154;6 405;10 922;8 270;7 630;6 568;1 028;4 933;4 052;4 759;4 566;3 640;2 764;6 478;2 763;3 696;2 883;2 489;5 628;5 598;2 557;1 133;2 841;2 031;2 644;1 686;1 424;2 483;1 995;1 028;4 482;2 022;5 389;3 704;3 269;8 159;8 567;8 473;3 230;2 899;2 978;3 606;2 295;2 283;3 204;4 386;3 476;3 620;
2046;3 992;8 649;10 255;3 837;3 661;2 340;4 691;4 000;3 297;9 304;12 000;7 865;9 185;8 761;8 459;11 253;14 296;9 554;9 449;6 652;11 139;8 497;7 847;6 771;1 076;5 110;4 188;4 932;4 695;3 822;2 903;6 780;2 919;3 903;3 054;2 637;5 892;5 890;2 716;1 294;3 137;2 279;2 935;1 901;1 611;2 759;2 235;1 178;4 811;2 266;5 662;3 897;3 395;8 418;8 855;8 909;3 383;3 163;3 223;3 898;2 502;2 493;3 446;4 671;3 727;3 904;
2047;4 217;8 931;10 467;3 992;3 862;2 608;4 926;4 147;3 564;9 628;12 355;8 122;9 447;9 023;8 738;11 562;14 683;9 869;9 748;6 905;11 360;8 727;8 070;6 978;1 126;5 294;4 329;5 110;4 829;4 011;3 048;7 091;3 082;4 118;3 232;2 792;6 163;6 189;2 883;1 479;3 461;2 557;3 256;2 143;1 824;3 064;2 504;1 352;5 164;2 539;5 944;4 097;3 523;8 681;9 151;9 360;3 535;3 448;3 485;4 209;2 728;2 720;3 705;4 971;3 992;4 206;
2048;4 457;9 220;10 684;4 153;4 071;2 908;5 169;4 297;3 849;9 956;12 718;8 388;9 713;9 290;9 024;11 876;15 075;10 193;10 051;7 163;11 587;8 965;8 298;7 189;1 176;5 484;4 477;5 292;4 968;4 208;3 200;7 416;3 253;4 341;3 419;2 954;6 442;6 494;3 058;1 693;3 816;2 867;3 610;2 417;2 067;3 402;2 806;1 554;5 543;2 844;6 234;4 305;3 653;8 948;9 453;9 825;3 690;3 754;3 766;4 540;2 972;2 966;3 981;5 287;4 273;4 527;
2049;4 716;9 519;10 911;4 319;4 287;3 242;5 421;4 449;4 155;10 295;13 098;8 665;9 991;9 568;9 322;12 202;15 496;10 527;10 362;7 431;11 823;9 212;8 531;7 410;1 224;5 681;4 630;5 480;5 112;4 412;3 356;7 750;3 431;4 573;3 612;3 122;6 733;6 811;3 241;1 938;4 206;3 213;4 001;2 725;2 342;3 774;3 144;1 786;5 952;3 185;6 536;4 521;3 784;9 230;9 770;10 309;3 849;4 082;4 068;4 894;3 236;3 230;4 274;5 620;4 570;4 868;
2050;4 993;9 826;11 187;4 491;4 512;3 626;5 695;4 597;4 470;10 633;13 458;8 952;10 292;9 863;9 633;12 495;15 844;10 852;10 686;7 707;12 129;9 445;8 771;7 703;1 206;5 888;4 786;5 674;5 257;4 624;3 519;8 002;3 629;4 809;3 829;3 300;7 043;7 124;3 430;2 242;4 633;3 608;4 437;3 089;2 674;4 194;3 534;2 124;6 383;3 575;6 852;4 766;3 911;9 512;10 099;10 909;3 891;4 434;4 363;5 270;3 495;3 506;4 589;5 979;4 873;5 289;
2051;5 111;9 937;11 268;4 618;4 636;3 740;5 826;4 720;4 603;10 732;13 525;9 074;10 392;9 964;9 744;12 581;15 914;10 955;10 789;7 841;12 203;9 575;8 909;7 842;1 287;6 020;4 913;5 809;5 383;4 759;3 642;8 169;3 752;4 934;3 956;3 417;7 181;7 252;3 552;2 334;4 756;3 725;4 562;3 199;2 777;4 324;3 650;2 216;6 509;3 692;6 986;4 898;4 036;9 623;10 198;11 019;4 017;4 570;4 497;5 407;3 620;3 631;4 728;6 131;5 015;5 435;
2052;5 233;10 049;11 350;4 748;4 763;3 857;5 957;4 846;4 741;10 832;13 591;9 198;10 495;10 066;9 855;12 661;15 983;11 058;10 891;7 976;12 277;9 702;9 046;7 980;1 373;6 156;5 043;5 946;5 512;4 897;3 770;8 337;3 878;5 061;4 085;3 538;7 323;7 382;3 678;2 430;4 882;3 847;4 691;3 313;2 883;4 456;3 769;2 312;6 637;3 812;7 120;5 032;4 164;9 732;10 294;11 132;4 146;4 710;4 635;5 548;3 750;3 761;4 871;6 285;5 160;5 583;
2053;5 357;10 161;11 433;4 882;4 893;3 977;6 092;4 976;4 883;10 928;13 652;9 323;10 598;10 169;9 967;12 741;16 049;11 160;10 991;8 113;12 352;9 832;9 183;8 122;1 465;6 293;5 177;6 086;5 644;5 037;3 901;8 509;4 009;5 192;4 220;3 662;7 463;7 512;3 808;2 530;5 012;3 971;4 823;3 430;2 993;4 592;3 892;2 411;6 767;3 936;7 256;5 170;4 297;9 842;10 391;11 243;4 277;4 853;4 777;5 692;3 884;3 894;5 018;6 443;5 309;5 735;
2054;5 485;10 273;11 513;5 019;5 027;4 101;6 229;5 109;5 028;11 020;13 714;9 450;10 699;10 272;10 081;12 820;16 107;11 260;11 090;8 251;12 423;9 960;9 319;8 265;1 562;6 434;5 314;6 229;5 779;5 181;4 036;8 683;4 144;5 326;4 358;3 792;7 604;7 643;3 942;2 634;5 145;4 100;4 958;3 552;3 108;4 731;4 019;2 515;6 899;4 064;7 394;5 312;4 433;9 954;10 486;11 357;4 415;5 001;4 923;5 840;4 023;4 033;5 168;6 602;5 462;5 892;
2055;5 616;10 384;11 593;5 160;5 164;4 229;6 369;5 246;5 178;11 113;13 770;9 574;10 801;10 375;10 194;12 895;16 152;11 358;11 190;8 390;12 494;10 086;9 457;8 409;1 666;6 577;5 455;6 376;5 917;5 329;4 177;8 855;4 283;5 463;4 500;3 925;7 748;7 777;4 081;2 742;5 281;4 232;5 097;3 678;3 227;4 875;4 150;2 624;7 032;4 195;7 533;5 458;4 573;10 066;10 582;11 467;4 555;5 153;5 074;5 992;4 167;4 176;5 323;6 765;5 619;6 051;
2056;5 751;10 495;11 676;5 304;5 305;4 361;6 513;5 387;5 332;11 205;13 824;9 699;10 902;10 479;10 305;12 969;16 192;11 455;11 288;8 532;12 568;10 213;9 595;8 552;1 777;6 723;5 598;6 524;6 058;5 479;4 322;9 034;4 427;5 604;4 647;4 063;7 893;7 913;4 224;2 855;5 421;4 369;5 240;3 807;3 350;5 021;4 285;2 738;7 168;4 331;7 674;5 607;4 717;10 175;10 679;11 573;4 699;5 310;5 228;6 147;4 317;4 324;5 481;6 930;5 779;6 214;
2057;5 890;10 605;11 758;5 452;5 450;4 496;6 659;5 531;5 491;11 297;13 875;9 824;11 005;10 582;10 417;13 041;16 216;11 552;11 382;8 674;12 640;10 340;9 731;8 697;1 894;6 871;5 744;6 677;6 202;5 633;4 470;9 209;4 575;5 748;4 798;4 206;8 040;8 051;4 371;2 972;5 564;4 509;5 385;3 942;3 478;5 171;4 423;2 855;7 307;4 470;7 818;5 759;4 865;10 286;10 776;11 684;4 847;5 471;5 387;6 307;4 471;4 477;5 644;7 098;5 943;6 381;
2058;6 032;10 716;11 837;5 604;5 599;4 636;6 808;5 679;5 654;11 385;13 925;9 951;11 107;10 686;10 530;13 111;16 243;11 648;11 477;8 818;12 708;10 467;9 868;8 843;2 019;7 022;5 894;6 832;6 349;5 791;4 624;9 380;4 727;5 895;4 953;4 353;8 186;8 190;4 524;3 094;5 710;4 654;5 534;4 080;3 610;5 325;4 565;2 979;7 447;4 614;7 964;5 916;5 018;10 398;10 874;11 794;4 999;5 636;5 551;6 470;4 631;4 635;5 811;7 268;6 111;6 552;
2059;6 178;10 827;11 916;5 760;5 752;4 780;6 961;5 831;5 821;11 473;13 976;10 077;11 209;10 790;10 642;13 180;16 270;11 746;11 572;8 965;12 775;10 595;10 005;8 990;2 152;7 177;6 047;6 989;6 500;5 953;4 783;9 551;4 885;6 046;5 114;4 506;8 334;8 330;4 681;3 221;5 861;4 803;5 688;4 224;3 748;5 482;4 714;3 107;7 590;4 762;8 111;6 077;5 175;10 510;10 973;11 900;5 154;5 807;5 720;6 637;4 796;4 798;5 982;7 441;6 284;6 727;
2060;6 329;10 938;11 996;5 920;5 909;4 929;7 117;5 988;5 993;11 561;14 023;10 204;11 310;10 895;10 756;13 249;16 290;11 841;11 666;9 113;12 843;10 723;10 143;9 137;2 294;7 334;6 204;7 149;6 654;6 118;4 947;9 721;5 047;6 200;5 279;4 663;8 484;8 471;4 844;3 354;6 014;4 956;5 844;4 371;3 890;5 644;4 865;3 241;7 734;4 915;8 261;6 242;5 336;10 624;11 072;12 002;5 314;5 981;5 892;6 808;4 967;4 967;6 157;7 617;6 460;6 905;
2061;6 483;11 049;12 075;6 084;6 070;5 082;7 277;6 148;6 169;11 650;14 069;10 332;11 410;11 001;10 868;13 316;16 307;11 937;11 760;9 263;12 908;10 852;10 281;9 287;2 445;7 495;6 365;7 312;6 811;6 287;5 117;9 890;5 214;6 358;5 449;4 826;8 635;8 613;5 012;3 492;6 172;5 113;6 004;4 524;4 037;5 809;5 021;3 381;7 881;5 071;8 413;6 411;5 503;10 737;11 171;12 102;5 477;6 161;6 070;6 983;5 144;5 142;6 338;7 794;6 641;7 088;
2062;6 641;11 160;12 154;6 252;6 235;5 239;7 440;6 313;6 351;11 737;14 115;10 461;11 511;11 106;10 981;13 382;16 323;12 031;11 854;9 414;12 973;10 979;10 418;9 438;2 607;7 659;6 530;7 477;6 972;6 460;5 291;10 060;5 386;6 520;5 624;4 995;8 788;8 758;5 185;3 635;6 333;5 275;6 168;4 682;4 190;5 978;5 183;3 526;8 031;5 233;8 567;6 583;5 674;10 851;11 271;12 197;5 644;6 345;6 252;7 162;5 327;5 322;6 522;7 975;6 826;7 274;
2063;6 804;11 272;12 233;6 425;6 405;5 401;7 607;6 482;6 537;11 826;14 158;10 590;11 612;11 211;11 094;13 447;16 335;12 124;11 948;9 568;13 036;11 107;10 555;9 590;2 778;7 826;6 699;7 644;7 136;6 638;5 471;10 228;5 564;6 686;5 805;5 169;8 942;8 903;5 364;3 785;6 498;5 442;6 336;4 845;4 349;6 151;5 348;3 678;8 182;5 399;8 724;6 761;5 850;10 965;11 372;12 293;5 819;6 535;6 440;7 345;5 516;5 508;6 712;8 158;7 016;7 464;
2064;6 970;11 383;12 313;6 602;6 579;5 568;7 776;6 656;6 728;11 913;14 200;10 720;11 713;11 316;11 208;13 512;16 339;12 218;12 042;9 723;13 101;11 235;10 693;9 744;2 961;7 995;6 872;7 815;7 304;6 819;5 657;10 396;5 748;6 855;5 991;5 349;9 096;9 050;5 548;3 940;6 666;5 613;6 508;5 014;4 513;6 327;5 518;3 836;8 335;5 570;8 882;6 943;6 032;11 077;11 472;12 389;5 998;6 730;6 632;7 532;5 712;5 700;6 906;8 344;7 210;7 658;
2065;7 142;11 495;12 391;6 783;6 758;5 739;7 950;6 834;6 924;11 997;14 241;10 851;11 814;11 423;11 322;13 576;16 344;12 311;12 134;9 880;13 163;11 363;10 831;9 898;3 155;8 168;7 049;7 989;7 476;7 005;5 848;10 561;5 937;7 029;6 183;5 535;9 254;9 198;5 738;4 101;6 839;5 790;6 684;5 187;4 683;6 508;5 694;4 000;8 491;5 746;9 042;7 129;6 219;11 190;11 572;12 479;6 182;6 930;6 830;7 724;5 914;5 898;7 105;8 533;7 410;7 857;
2066;7 318;11 607;12 469;6 970;6 941;5 916;8 127;7 018;7 126;12 081;14 281;10 983;11 915;11 529;11 437;13 640;16 343;12 405;12 227;10 038;13 223;11 492;10 970;10 052;3 363;8 344;7 230;8 166;7 651;7 195;6 046;10 726;6 132;7 206;6 381;5 727;9 412;9 348;5 935;4 270;7 015;5 971;6 863;5 367;4 859;6 693;5 875;4 172;8 649;5 926;9 203;7 321;6 411;11 303;11 672;12 566;6 372;7 135;7 033;7 920;6 124;6 103;7 309;8 725;7 614;8 060;
2067;7 498;11 720;12 547;7 162;7 130;6 098;8 307;7 206;7 333;12 165;14 321;11 116;12 016;11 637;11 553;13 705;16 341;12 498;12 320;10 199;13 282;11 621;11 109;10 207;3 584;8 523;7 416;8 346;7 831;7 389;6 250;10 891;6 334;7 387;6 584;5 926;9 572;9 500;6 139;4 444;7 195;6 157;7 047;5 552;5 042;6 882;6 060;4 351;8 810;6 112;9 367;7 517;6 609;11 417;11 771;12 655;6 567;7 346;7 241;8 121;6 340;6 315;7 519;8 920;7 824;8 267;
2068;7 683;11 833;12 626;7 358;7 324;6 285;8 492;7 399;7 546;12 249;14 361;11 249;12 117;11 745;11 669;13 767;16 338;12 591;12 414;10 362;13 341;11 751;11 249;10 365;3 820;8 705;7 606;8 529;8 014;7 588;6 461;11 057;6 542;7 573;6 794;6 132;9 733;9 653;6 348;4 626;7 380;6 349;7 235;5 743;5 231;7 076;6 252;4 537;8 973;6 304;9 532;7 718;6 813;11 532;11 870;12 742;6 767;7 562;7 455;8 327;6 564;6 533;7 733;9 117;8 038;8 478;
2069;7 874;11 946;12 705;7 559;7 523;6 478;8 680;7 598;7 764;12 333;14 397;11 383;12 219;11 854;11 785;13 829;16 336;12 685;12 508;10 527;13 400;11 880;11 390;10 523;4 071;8 890;7 801;8 715;8 201;7 792;6 678;11 222;6 756;7 763;7 010;6 344;9 896;9 808;6 564;4 815;7 568;6 546;7 427;5 941;5 427;7 273;6 449;4 731;9 138;6 500;9 699;7 923;7 022;11 647;11 968;12 827;6 974;7 785;7 674;8 537;6 795;6 758;7 953;9 319;8 258;8 694;
2070;8 069;12 060;12 785;7 766;7 727;6 675;8 872;7 802;7 988;12 417;14 433;11 518;12 321;11 964;11 903;13 892;16 330;12 778;12 603;10 695;13 458;12 010;11 531;10 682;4 340;9 079;8 000;8 906;8 393;8 000;6 902;11 389;6 977;7 957;7 233;6 564;10 061;9 965;6 788;5 011;7 761;6 748;7 624;6 144;5 630;7 475;6 651;4 933;9 305;6 702;9 869;8 134;7 238;11 763;12 067;12 913;7 187;8 013;7 899;8 752;7 033;6 990;8 178;9 523;8 484;8 915;
2071;8 269;12 174;12 864;7 979;7 938;6 879;9 068;8 011;8 218;12 500;14 468;11 654;12 423;12 074;12 020;13 955;16 321;12 871;12 698;10 863;13 513;12 140;11 672;10 844;4 626;9 270;8 204;9 099;8 588;8 213;7 134;11 554;7 206;8 155;7 462;6 791;10 227;10 124;7 019;5 216;7 957;6 956;7 824;6 354;5 840;7 681;6 859;5 143;9 475;6 910;10 040;8 351;7 460;11 879;12 166;12 994;7 407;8 247;8 131;8 971;7 281;7 230;8 409;9 731;8 715;9 141;
2072;8 475;12 289;12 941;8 197;8 154;7 089;9 268;8 227;8 454;12 584;14 505;11 790;12 524;12 184;12 138;14 017;16 314;12 965;12 793;11 035;13 566;12 270;11 813;11 007;4 932;9 466;8 413;9 296;8 788;8 431;7 373;11 722;7 442;8 358;7 698;7 026;10 395;10 285;7 257;5 428;8 158;7 170;8 030;6 571;6 057;7 892;7 073;5 361;9 648;7 123;10 213;8 573;7 689;11 997;12 265;13 073;7 634;8 487;8 368;9 196;7 538;7 478;8 646;9 942;8 952;9 371;
2073;8 687;12 404;13 019;8 421;8 376;7 304;9 472;8 448;8 696;12 668;14 540;11 928;12 625;12 295;12 257;14 079;16 305;13 059;12 889;11 208;13 618;12 401;11 956;11 169;5 258;9 665;8 627;9 497;8 992;8 655;7 620;11 889;7 686;8 565;7 942;7 269;10 565;10 448;7 504;5 649;8 364;7 389;8 240;6 795;6 283;8 107;7 293;5 590;9 823;7 343;10 389;8 800;7 925;12 115;12 364;13 151;7 867;8 734;8 611;9 426;7 802;7 733;8 889;10 157;9 196;9 606;
2074;8 903;12 519;13 098;8 650;8 604;7 526;9 681;8 676;8 945;12 751;14 575;12 067;12 727;12 407;12 376;14 141;16 294;13 152;12 985;11 384;13 670;12 532;12 099;11 334;5 604;9 867;8 846;9 701;9 201;8 883;7 874;12 057;7 937;8 777;8 193;7 520;10 736;10 613;7 758;5 879;8 574;7 615;8 455;7 026;6 516;8 327;7 519;5 827;10 001;7 569;10 566;9 033;8 167;12 234;12 464;13 231;8 106;8 987;8 861;9 661;8 074;7 996;9 137;10 375;9 445;9 846;
2075;9 126;12 635;13 178;8 886;8 838;7 755;9 894;8 910;9 200;12 835;14 609;12 206;12 829;12 520;12 496;14 204;16 281;13 246;13 082;11 562;13 722;12 663;12 243;11 499;5 975;10 074;9 070;9 909;9 414;9 118;8 136;12 226;8 196;8 993;8 452;7 779;10 908;10 780;8 021;6 117;8 789;7 847;8 675;7 265;6 758;8 552;7 752;6 074;10 182;7 801;10 745;9 272;8 416;12 353;12 564;13 309;8 353;9 246;9 117;9 902;8 356;8 268;9 392;10 597;9 701;10 092;
2076;9 355;12 752;13 258;9 128;9 078;7 990;10 111;9 150;9 462;12 919;14 643;12 346;12 931;12 633;12 617;14 265;16 268;13 339;13 179;11 743;13 772;12 794;12 386;11 667;6 370;10 283;9 300;10 121;9 632;9 357;8 407;12 395;8 464;9 215;8 718;8 047;11 083;10 949;8 292;6 366;9 008;8 086;8 900;7 511;7 008;8 783;7 992;6 332;10 366;8 040;10 926;9 516;8 673;12 474;12 664;13 388;8 609;9 513;9 380;10 147;8 646;8 548;9 653;10 823;9 963;10 342;
2077;9 589;12 869;13 338;9 376;9 326;8 232;10 332;9 397;9 731;13 003;14 675;12 488;13 033;12 746;12 738;14 327;16 254;13 434;13 277;11 926;13 822;12 925;12 530;11 834;6 792;10 496;9 535;10 336;9 854;9 603;8 686;12 565;8 740;9 441;8 993;8 325;11 259;11 120;8 572;6 624;9 233;8 332;9 130;7 765;7 267;9 018;8 238;6 599;10 552;8 285;11 110;9 766;8 936;12 595;12 766;13 467;8 870;9 786;9 650;10 399;8 946;8 836;9 921;11 053;10 233;10 599;
2078;9 830;12 986;13 420;9 631;9 579;8 481;10 559;9 651;10 007;13 087;14 708;12 630;13 136;12 860;12 860;14 388;16 240;13 529;13 375;12 111;13 872;13 058;12 675;12 003;7 242;10 713;9 774;10 555;10 081;9 854;8 974;12 737;9 025;9 672;9 276;8 611;11 437;11 293;8 860;6 893;9 462;8 584;9 366;8 026;7 536;9 258;8 491;6 878;10 741;8 537;11 296;10 023;9 208;12 717;12 868;13 546;9 140;10 066;9 927;10 656;9 256;9 134;10 195;11 287;10 509;10 860;
2079;10 078;13 105;13 502;9 892;9 840;8 738;10 790;9 912;10 290;13 171;14 741;12 773;13 239;12 975;12 984;14 449;16 225;13 624;13 475;12 299;13 920;13 191;12 820;12 173;7 722;10 933;10 020;10 779;10 313;10 112;9 272;12 911;9 319;9 908;9 567;8 907;11 617;11 468;9 158;7 171;9 696;8 843;9 606;8 296;7 813;9 503;8 751;7 168;10 932;8 796;11 484;10 285;9 487;12 840;12 971;13 625;9 418;10 354;10 211;10 918;9 576;9 441;10 476;11 524;10 793;11 128;
2080;10 332;13 212;13 656;10 172;10 075;9 004;10 992;10 164;10 584;13 207;14 657;12 936;13 392;13 105;13 115;14 383;15 657;13 676;13 567;12 486;14 065;13 278;12 965;12 425;8 230;11 131;10 290;11 014;10 561;10 388;9 590;12 829;9 589;10 153;9 817;9 204;11 738;11 677;9 416;7 464;9 936;9 111;9 855;8 578;8 104;9 756;9 022;7 481;11 129;9 065;11 658;10 509;9 768;12 920;13 069;13 594;9 542;10 647;10 513;11 185;9 913;9 759;10 762;11 761;11 089;11 371;
2081;10 501;13 274;13 692;10 353;10 262;9 218;11 148;10 344;10 748;13 269;14 653;13 009;13 441;13 169;13 178;14 399;15 645;13 717;13 611;12 578;14 081;13 344;13 044;12 520;8 483;11 281;10 469;11 169;10 729;10 562;9 790;12 931;9 790;10 337;10 014;9 415;11 873;11 802;9 628;7 717;10 124;9 325;10 046;8 805;8 343;9 954;9 238;7 736;11 277;9 279;11 789;10 684;9 961;12 995;13 129;13 636;9 757;10 811;10 681;11 326;10 099;9 956;10 924;11 879;11 228;11 509;
2082;10 673;13 335;13 727;10 536;10 452;9 437;11 306;10 528;10 915;13 332;14 649;13 082;13 488;13 234;13 241;14 414;15 633;13 757;13 655;12 670;14 097;13 409;13 122;12 614;8 741;11 433;10 651;11 326;10 899;10 739;9 993;13 031;9 996;10 524;10 216;9 630;12 010;11 929;9 843;7 979;10 314;9 542;10 241;9 039;8 589;10 156;9 459;7 999;11 427;9 499;11 920;10 861;10 158;13 071;13 188;13 678;9 978;10 978;10 851;11 470;10 289;10 157;11 087;11 999;11 368;11 649;
