Data Figure 2.15a: Data series on regional composition of  personal wealth  (World Bottom 50%);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixDistribution.xlsx sheet K6b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1958;2,2%;-0,0%;0,0%;0,1%;0,1%;0,1%;0,2%;1,1%;0,6%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,3%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1959;2,0%;-0,0%;0,0%;0,1%;0,1%;0,1%;0,1%;1,0%;0,5%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,3%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1960;1,8%;-0,0%;0,0%;0,1%;0,1%;0,1%;0,1%;0,9%;0,5%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,3%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1961;1,4%;-0,1%;0,0%;0,1%;0,0%;0,1%;0,1%;0,7%;0,4%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;-0,0%;0,0%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,7%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1962;1,0%;-0,1%;-0,4%;0,1%;0,0%;0,1%;0,1%;0,7%;0,4%;0,0%;0,0%;0,0%;0,0%;;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,3%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,7%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1963;1,1%;-0,1%;-0,3%;0,1%;0,0%;0,1%;0,1%;0,7%;0,4%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,3%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,7%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1964;1,2%;-0,1%;-0,3%;0,1%;0,0%;0,1%;0,1%;0,8%;0,5%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;-0,3%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,8%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1965;1,2%;-0,1%;-0,3%;0,1%;0,0%;0,1%;0,1%;0,8%;0,5%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;-0,3%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,8%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1966;1,2%;-0,0%;-0,3%;0,1%;0,0%;0,1%;0,1%;0,8%;0,5%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;-0,3%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,8%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1967;1,0%;-0,1%;-0,4%;0,1%;0,0%;0,1%;0,1%;0,7%;0,4%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,4%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,8%;-0,1%;0,0%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1968;1,0%;-0,1%;-0,3%;0,1%;0,0%;0,1%;0,1%;0,7%;0,4%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;-0,3%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,7%;-0,1%;0,0%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;1,0%;-0,1%;-0,3%;0,1%;0,0%;0,1%;0,1%;0,7%;0,4%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;-0,3%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,7%;-0,1%;0,0%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1970;1,2%;-0,1%;-0,2%;0,1%;0,0%;0,1%;0,1%;0,8%;0,5%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,8%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1971;1,1%;-0,1%;-0,3%;0,1%;0,0%;0,1%;0,1%;0,8%;0,5%;0,0%;0,0%;0,0%;0,0%;;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,3%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,8%;-0,1%;0,0%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1972;1,1%;-0,1%;-0,2%;0,1%;-0,0%;0,1%;0,1%;0,7%;0,5%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,8%;-0,1%;0,0%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1973;1,0%;-0,1%;-0,2%;0,0%;0,0%;0,1%;0,0%;0,7%;0,5%;0,0%;0,0%;0,0%;0,0%;;-0,0%;-0,0%;-0,0%;0,0%;-0,1%;-0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,8%;-0,1%;0,0%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1974;0,9%;-0,1%;-0,3%;0,0%;-0,0%;0,1%;0,0%;0,7%;0,4%;0,0%;0,0%;0,0%;0,0%;;-0,0%;-0,0%;-0,0%;0,0%;-0,1%;-0,0%;-0,3%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,8%;-0,1%;0,0%;0,0%;0,0%;0,0%;0,2%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1975;1,0%;-0,1%;-0,2%;0,0%;-0,0%;0,1%;0,0%;0,7%;0,5%;0,0%;0,0%;0,0%;0,0%;;-0,0%;-0,0%;-0,0%;0,0%;-0,1%;-0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,8%;-0,1%;0,0%;-0,0%;0,0%;0,0%;0,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1976;0,9%;-0,1%;-0,3%;0,0%;-0,0%;0,1%;0,0%;0,7%;0,5%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,1%;-0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,8%;-0,1%;0,0%;-0,0%;0,0%;0,0%;0,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1977;1,0%;-0,2%;-0,2%;0,0%;-0,0%;0,1%;0,0%;0,7%;0,5%;0,0%;0,0%;0,0%;0,0%;;-0,0%;-0,0%;-0,0%;0,0%;-0,1%;-0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,8%;-0,1%;0,0%;-0,0%;0,0%;0,0%;0,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1978;1,0%;-0,2%;-0,3%;0,0%;-0,0%;0,1%;0,0%;0,7%;0,5%;0,0%;0,0%;0,0%;0,0%;;-0,0%;-0,0%;-0,0%;0,0%;-0,1%;-0,1%;-0,3%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,8%;-0,1%;0,0%;-0,0%;0,0%;0,0%;0,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1979;1,0%;-0,2%;-0,2%;0,0%;-0,0%;0,1%;0,0%;0,7%;0,5%;0,0%;0,0%;0,0%;0,0%;;-0,0%;-0,0%;-0,0%;0,0%;-0,1%;-0,1%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,8%;-0,1%;0,0%;-0,0%;0,0%;0,0%;0,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1980;0,9%;-0,2%;-0,3%;-0,0%;0,0%;0,1%;0,0%;0,6%;0,5%;0,0%;0,0%;0,0%;0,0%;;-0,1%;-0,0%;-0,0%;0,0%;-0,1%;-0,1%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,7%;-0,1%;0,0%;-0,0%;0,0%;0,0%;0,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1981;1,0%;-0,2%;-0,2%;0,0%;0,0%;0,1%;0,0%;0,7%;0,5%;0,0%;0,0%;0,0%;0,0%;;-0,1%;-0,0%;-0,0%;0,0%;-0,1%;-0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;-0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,8%;-0,1%;0,0%;-0,0%;0,0%;0,0%;0,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1982;1,2%;-0,2%;-0,2%;0,0%;0,0%;0,2%;0,1%;0,7%;0,6%;0,0%;0,0%;0,0%;0,0%;;-0,1%;0,0%;-0,0%;0,0%;-0,1%;-0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,9%;-0,1%;0,0%;-0,0%;0,0%;0,0%;0,4%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1983;1,3%;-0,2%;-0,2%;0,0%;0,0%;0,2%;0,1%;0,8%;0,6%;0,0%;0,0%;0,0%;0,0%;;-0,1%;0,0%;-0,0%;0,0%;-0,1%;-0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,9%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,4%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1984;1,3%;-0,2%;-0,2%;0,0%;0,0%;0,2%;0,1%;0,8%;0,6%;0,0%;0,0%;0,0%;0,0%;;-0,1%;0,0%;-0,0%;0,0%;-0,1%;-0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,9%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,4%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1985;1,3%;-0,2%;-0,2%;0,0%;0,0%;0,2%;0,1%;0,8%;0,6%;0,0%;0,0%;0,0%;0,0%;;-0,1%;0,0%;-0,0%;0,0%;-0,1%;-0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,9%;-0,1%;0,0%;-0,0%;0,0%;0,1%;0,4%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;1,3%;-0,2%;-0,2%;0,0%;0,0%;0,2%;0,1%;0,7%;0,6%;0,0%;0,0%;0,0%;0,0%;;-0,0%;0,0%;-0,0%;0,0%;-0,1%;-0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,9%;-0,1%;0,0%;-0,0%;-0,0%;0,1%;0,4%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;1,3%;-0,1%;-0,2%;0,0%;0,0%;0,2%;0,1%;0,7%;0,6%;0,0%;0,0%;0,0%;0,0%;;-0,0%;0,0%;-0,0%;0,0%;-0,1%;-0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,8%;-0,1%;0,0%;-0,0%;-0,0%;0,1%;0,4%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1988;1,3%;-0,1%;-0,2%;0,0%;0,0%;0,2%;0,1%;0,7%;0,6%;0,0%;0,0%;0,0%;0,0%;;-0,0%;0,0%;-0,0%;0,0%;-0,1%;-0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,8%;-0,2%;0,0%;-0,0%;-0,0%;0,1%;0,4%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989;1,3%;-0,1%;-0,2%;0,0%;0,0%;0,2%;0,1%;0,7%;0,6%;0,0%;-0,0%;0,0%;0,0%;;-0,0%;0,0%;-0,0%;0,0%;-0,1%;-0,0%;-0,2%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,8%;-0,2%;0,0%;-0,0%;-0,0%;0,1%;0,4%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
