Data Figure 2.13a and 2.14a (1/3): Data series on posttax net income shares (top 10% share);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixDistribution.xlsx sheet I8a;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;Core Social-Democratic Europe (DE-DK-FR-GB-NL-NO-SE);Core Western Europe (DE-FR-GB);Core Nordic Europe (DK-NL-NO-SE);World (population-weighted);Europe (Pop. weighted);North America/ Oceania (pop.weighted);Latin America (pop.weighted);Middle East/North Africa (pop.weighted);Subsaharan Africa (pop.weighted);Russia/ Central Asia (pop.weighted);East Asia (pop.weighted);South & South-East Asia (pop.weighted);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1884;58%;52%;42%;55%;55%;54%;46%;51%;52%;47%;50%;50%;51%;53%;50%;50%;50%;52%;50%;48%;41%;42%;45%;45%;48%;49%;54%;49%;54%;54%;54%;52%;53%;56%;52%;52%;52%;58%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;46%;46%;51%;48%;51%;51%;51%;48%;54%;42%;48%;48%;48%;48%;48%;48%;51%;51%;50%;50%;50%;42%;54%;54%;52%;46%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1885;58%;52%;42%;56%;55%;54%;46%;51%;52%;48%;50%;50%;51%;53%;50%;50%;50%;52%;50%;48%;41%;42%;45%;45%;48%;49%;55%;49%;54%;54%;54%;52%;54%;56%;52%;52%;52%;58%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;46%;46%;51%;48%;51%;51%;51%;48%;54%;42%;48%;48%;48%;48%;48%;48%;51%;51%;50%;50%;50%;42%;54%;55%;52%;46%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1886;58%;52%;42%;55%;55%;54%;46%;51%;52%;48%;50%;50%;51%;53%;50%;50%;50%;52%;50%;49%;41%;42%;46%;45%;48%;49%;55%;49%;54%;54%;54%;52%;54%;56%;52%;52%;52%;58%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;46%;46%;51%;48%;51%;51%;51%;48%;54%;42%;48%;48%;48%;48%;48%;48%;51%;51%;51%;50%;50%;42%;54%;55%;52%;46%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1887;58%;53%;43%;55%;55%;55%;46%;51%;52%;48%;50%;50%;51%;53%;50%;50%;50%;52%;50%;49%;41%;42%;46%;45%;48%;49%;55%;49%;54%;54%;54%;53%;54%;56%;53%;53%;53%;58%;53%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;46%;46%;51%;48%;51%;51%;51%;48%;54%;42%;48%;48%;48%;48%;48%;48%;51%;51%;51%;50%;50%;42%;54%;55%;52%;46%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1888;58%;53%;43%;55%;56%;55%;46%;51%;52%;48%;51%;51%;51%;53%;51%;51%;51%;52%;51%;49%;41%;42%;46%;46%;48%;49%;55%;49%;54%;54%;54%;53%;54%;57%;53%;53%;53%;58%;53%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;46%;46%;51%;48%;51%;51%;51%;48%;54%;42%;48%;48%;48%;48%;48%;48%;51%;51%;51%;50%;50%;42%;54%;55%;52%;46%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1889;58%;53%;43%;56%;56%;55%;46%;51%;52%;49%;51%;51%;51%;53%;51%;51%;51%;52%;51%;49%;41%;42%;46%;46%;48%;49%;55%;49%;54%;54%;54%;53%;54%;57%;53%;53%;53%;58%;53%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;46%;46%;51%;48%;51%;51%;51%;48%;54%;42%;48%;48%;48%;48%;48%;48%;51%;51%;51%;50%;50%;42%;54%;55%;52%;46%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1890;59%;53%;43%;56%;56%;55%;46%;51%;52%;49%;51%;51%;51%;53%;51%;51%;51%;52%;51%;49%;41%;42%;47%;46%;48%;49%;55%;49%;54%;54%;54%;53%;54%;57%;53%;53%;53%;58%;53%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;46%;46%;51%;48%;51%;51%;51%;48%;54%;42%;48%;48%;48%;48%;48%;48%;51%;51%;51%;50%;50%;42%;54%;55%;52%;46%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1891;59%;53%;43%;57%;56%;55%;46%;51%;52%;49%;51%;51%;51%;53%;51%;51%;51%;52%;51%;49%;42%;42%;47%;46%;48%;49%;55%;49%;54%;54%;54%;53%;54%;57%;53%;53%;53%;58%;53%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;46%;46%;51%;48%;51%;51%;51%;48%;54%;42%;48%;48%;48%;48%;48%;48%;51%;51%;51%;51%;51%;42%;54%;55%;52%;46%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1892;59%;53%;43%;56%;56%;55%;46%;51%;52%;49%;51%;51%;50%;53%;51%;51%;51%;52%;51%;49%;42%;43%;47%;47%;48%;49%;55%;49%;54%;54%;54%;53%;54%;57%;53%;53%;53%;58%;53%;52%;52%;52%;52%;52%;52%;52%;52%;52%;53%;52%;46%;46%;51%;48%;51%;51%;51%;48%;54%;42%;48%;48%;48%;48%;48%;48%;51%;51%;51%;51%;51%;42%;54%;55%;52%;46%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1893;58%;53%;43%;56%;56%;55%;46%;51%;52%;49%;51%;51%;50%;53%;51%;51%;51%;52%;51%;49%;42%;43%;47%;47%;48%;49%;55%;49%;54%;54%;54%;53%;54%;57%;53%;53%;53%;58%;53%;52%;52%;52%;52%;52%;52%;52%;52%;52%;53%;52%;46%;46%;51%;48%;51%;51%;51%;48%;54%;42%;48%;48%;48%;48%;48%;48%;51%;51%;51%;51%;51%;42%;54%;55%;52%;46%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1894;58%;53%;43%;56%;56%;55%;47%;51%;52%;50%;51%;51%;50%;53%;51%;51%;51%;52%;51%;49%;42%;43%;48%;47%;48%;49%;55%;49%;54%;54%;54%;53%;54%;57%;53%;53%;53%;58%;53%;52%;52%;52%;52%;52%;52%;52%;52%;52%;53%;52%;46%;46%;52%;48%;51%;51%;51%;48%;54%;42%;48%;48%;48%;48%;48%;48%;51%;51%;52%;51%;51%;42%;54%;55%;52%;46%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1895;58%;53%;43%;56%;56%;56%;47%;51%;52%;50%;52%;52%;50%;54%;52%;52%;52%;52%;52%;50%;42%;43%;48%;47%;48%;49%;55%;49%;54%;54%;54%;53%;54%;57%;53%;53%;53%;58%;53%;52%;52%;52%;52%;52%;52%;52%;52%;52%;53%;52%;47%;47%;52%;48%;51%;51%;51%;48%;54%;42%;48%;48%;48%;48%;48%;48%;51%;51%;52%;51%;51%;42%;54%;55%;52%;47%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1896;58%;53%;43%;55%;56%;56%;47%;51%;51%;50%;52%;52%;50%;54%;52%;52%;52%;52%;52%;50%;42%;43%;48%;48%;48%;49%;55%;49%;54%;54%;54%;53%;54%;57%;53%;53%;53%;58%;53%;52%;52%;52%;52%;52%;52%;52%;52%;52%;53%;52%;47%;47%;52%;48%;51%;51%;51%;48%;54%;42%;48%;48%;48%;48%;48%;48%;52%;51%;52%;51%;51%;42%;54%;55%;52%;47%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1897;58%;53%;43%;55%;56%;56%;47%;51%;52%;50%;52%;52%;50%;54%;52%;52%;52%;52%;52%;50%;42%;43%;48%;48%;48%;49%;55%;49%;55%;55%;55%;53%;54%;57%;53%;53%;53%;58%;53%;52%;52%;52%;52%;52%;52%;52%;52%;52%;53%;52%;47%;47%;52%;48%;51%;51%;51%;48%;54%;42%;48%;48%;48%;48%;48%;48%;52%;51%;52%;51%;51%;42%;54%;55%;52%;47%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1898;59%;54%;43%;56%;56%;56%;47%;52%;52%;51%;52%;52%;50%;54%;52%;52%;52%;52%;52%;50%;42%;43%;49%;48%;48%;49%;55%;49%;55%;55%;55%;53%;54%;57%;53%;53%;53%;58%;53%;52%;52%;52%;52%;52%;52%;52%;52%;52%;53%;52%;47%;47%;52%;49%;51%;51%;51%;48%;54%;42%;48%;48%;48%;48%;48%;48%;52%;51%;52%;51%;51%;42%;54%;55%;52%;47%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1899;59%;54%;43%;56%;56%;56%;47%;52%;51%;51%;52%;52%;50%;54%;52%;52%;52%;52%;52%;50%;42%;43%;49%;48%;48%;49%;55%;49%;55%;55%;55%;53%;55%;58%;53%;53%;53%;58%;53%;52%;52%;52%;52%;52%;52%;52%;52%;52%;53%;52%;47%;47%;52%;49%;51%;51%;51%;48%;54%;42%;48%;48%;48%;48%;48%;48%;52%;51%;52%;51%;51%;43%;54%;55%;52%;47%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1900;59%;54%;43%;56%;56%;55%;47%;52%;51%;51%;52%;52%;49%;54%;52%;52%;52%;52%;52%;50%;42%;43%;49%;49%;48%;49%;55%;49%;55%;55%;55%;53%;55%;58%;53%;53%;53%;58%;53%;52%;52%;52%;52%;52%;52%;52%;52%;52%;53%;52%;47%;47%;52%;49%;51%;51%;51%;48%;54%;42%;48%;48%;48%;48%;48%;48%;52%;51%;52%;51%;51%;43%;54%;55%;52%;47%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1901;59%;54%;43%;57%;57%;55%;47%;52%;51%;51%;52%;52%;50%;53%;52%;52%;52%;52%;52%;50%;42%;43%;49%;49%;48%;49%;55%;49%;55%;55%;55%;54%;55%;58%;54%;54%;54%;58%;54%;53%;53%;53%;53%;53%;53%;53%;53%;53%;53%;53%;47%;47%;52%;49%;51%;51%;51%;48%;53%;43%;48%;48%;48%;48%;48%;48%;52%;51%;52%;51%;51%;43%;54%;56%;53%;47%;51%;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1902;60%;53%;43%;57%;57%;56%;47%;52%;50%;51%;52%;52%;50%;53%;52%;52%;52%;51%;52%;50%;42%;43%;49%;49%;47%;49%;55%;49%;55%;55%;55%;54%;56%;58%;54%;54%;54%;59%;54%;53%;53%;53%;53%;53%;53%;53%;53%;53%;54%;53%;47%;47%;52%;50%;51%;51%;51%;47%;52%;43%;47%;47%;47%;47%;47%;47%;52%;51%;52%;50%;51%;43%;54%;56%;53%;47%;51%;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1903;59%;53%;43%;57%;57%;57%;47%;52%;50%;50%;52%;52%;50%;53%;52%;52%;52%;51%;52%;50%;42%;44%;49%;49%;47%;49%;55%;49%;55%;55%;55%;54%;57%;59%;54%;54%;54%;59%;54%;53%;53%;53%;53%;53%;53%;53%;53%;53%;54%;53%;47%;47%;51%;51%;51%;51%;51%;47%;51%;43%;47%;47%;47%;47%;47%;47%;51%;51%;52%;50%;51%;43%;54%;56%;53%;47%;51%;49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1904;59%;53%;43%;58%;58%;57%;47%;52%;49%;50%;52%;52%;50%;53%;52%;52%;52%;51%;52%;50%;42%;44%;49%;49%;46%;50%;55%;50%;55%;55%;55%;55%;57%;59%;55%;55%;55%;59%;55%;54%;54%;54%;54%;54%;54%;54%;54%;54%;54%;54%;47%;47%;51%;51%;51%;51%;51%;46%;50%;43%;46%;46%;46%;46%;46%;46%;51%;51%;52%;50%;51%;43%;54%;57%;54%;47%;51%;48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1905;60%;53%;43%;58%;58%;58%;47%;52%;48%;50%;52%;52%;51%;53%;52%;52%;52%;51%;52%;50%;42%;44%;49%;49%;46%;50%;55%;50%;55%;55%;55%;55%;58%;59%;55%;55%;55%;59%;55%;54%;54%;54%;54%;54%;54%;54%;54%;54%;55%;54%;47%;47%;51%;52%;51%;51%;51%;46%;49%;43%;46%;46%;46%;46%;46%;46%;51%;51%;51%;50%;51%;43%;55%;57%;54%;47%;51%;48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1906;60%;53%;43%;58%;58%;59%;47%;52%;48%;50%;52%;52%;51%;53%;52%;52%;52%;50%;52%;50%;42%;44%;49%;49%;46%;50%;56%;50%;55%;55%;55%;56%;59%;59%;56%;56%;56%;59%;56%;54%;54%;54%;54%;54%;54%;54%;54%;54%;55%;54%;47%;47%;51%;53%;51%;51%;51%;46%;48%;43%;46%;46%;46%;46%;46%;46%;51%;51%;51%;50%;51%;43%;55%;57%;55%;47%;51%;47%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1907;60%;53%;43%;58%;59%;59%;47%;52%;47%;49%;51%;51%;51%;53%;51%;51%;51%;50%;51%;50%;42%;45%;49%;49%;45%;50%;56%;50%;55%;55%;55%;56%;60%;60%;56%;56%;56%;59%;56%;55%;55%;55%;55%;55%;55%;55%;55%;55%;55%;55%;47%;47%;51%;53%;51%;51%;51%;45%;47%;43%;45%;45%;45%;45%;45%;45%;51%;51%;51%;50%;51%;43%;55%;58%;55%;47%;51%;46%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1908;59%;53%;43%;59%;59%;58%;47%;52%;47%;49%;51%;51%;51%;52%;51%;51%;51%;50%;51%;50%;42%;45%;49%;49%;45%;50%;56%;50%;55%;55%;55%;56%;60%;60%;56%;56%;56%;59%;56%;55%;55%;55%;55%;55%;55%;55%;55%;55%;55%;55%;47%;47%;51%;54%;51%;51%;51%;45%;47%;43%;45%;45%;45%;45%;45%;45%;51%;51%;51%;50%;51%;43%;55%;58%;55%;47%;52%;46%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1909;60%;53%;43%;59%;59%;58%;47%;52%;46%;49%;51%;51%;52%;52%;51%;51%;51%;49%;51%;49%;42%;45%;49%;49%;44%;50%;56%;50%;56%;56%;56%;57%;61%;60%;57%;57%;57%;59%;57%;56%;56%;56%;56%;56%;56%;56%;56%;56%;56%;56%;47%;47%;51%;54%;51%;51%;51%;44%;46%;43%;44%;44%;44%;44%;44%;44%;51%;51%;51%;50%;51%;43%;55%;58%;56%;47%;52%;45%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1910;59%;53%;43%;59%;60%;57%;47%;53%;45%;49%;51%;51%;52%;52%;51%;51%;51%;49%;51%;49%;42%;45%;49%;49%;44%;50%;56%;50%;56%;56%;56%;57%;62%;61%;57%;57%;57%;59%;57%;56%;56%;56%;56%;56%;56%;56%;56%;56%;56%;56%;47%;47%;51%;55%;51%;51%;51%;44%;45%;43%;44%;44%;44%;44%;44%;44%;51%;51%;51%;49%;50%;43%;55%;59%;56%;47%;52%;44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1911;59%;52%;43%;58%;60%;57%;45%;53%;46%;49%;50%;50%;51%;51%;50%;50%;50%;48%;50%;48%;42%;44%;48%;49%;44%;50%;57%;50%;56%;56%;56%;57%;62%;61%;57%;57%;57%;59%;57%;56%;56%;56%;56%;56%;56%;56%;56%;56%;57%;56%;45%;45%;52%;55%;52%;52%;52%;44%;46%;43%;45%;44%;44%;44%;44%;44%;50%;50%;50%;49%;50%;42%;55%;59%;56%;45%;52%;45%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1912;59%;51%;42%;58%;60%;57%;42%;53%;46%;49%;50%;50%;51%;51%;50%;50%;50%;47%;50%;46%;42%;43%;46%;50%;45%;50%;57%;50%;56%;56%;56%;57%;62%;61%;57%;57%;57%;59%;57%;56%;56%;56%;56%;56%;56%;56%;56%;56%;58%;56%;42%;42%;52%;55%;52%;52%;52%;45%;46%;43%;45%;45%;45%;45%;45%;45%;49%;50%;49%;49%;49%;42%;55%;59%;56%;42%;52%;46%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1913;58%;51%;42%;59%;60%;57%;40%;54%;47%;49%;49%;49%;50%;50%;49%;49%;49%;46%;49%;45%;41%;43%;44%;50%;45%;50%;58%;50%;55%;56%;56%;58%;61%;61%;57%;58%;58%;59%;57%;56%;56%;56%;56%;56%;56%;56%;56%;56%;59%;56%;40%;40%;52%;55%;52%;52%;52%;45%;47%;43%;45%;45%;45%;45%;45%;45%;49%;50%;48%;49%;48%;42%;56%;59%;56%;40%;53%;46%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1914;57%;50%;42%;58%;60%;57%;38%;54%;48%;49%;48%;49%;50%;50%;49%;48%;48%;44%;49%;43%;42%;42%;43%;50%;46%;50%;58%;50%;55%;56%;56%;58%;61%;61%;58%;58%;58%;59%;58%;56%;56%;56%;56%;56%;56%;56%;56%;56%;59%;56%;37%;37%;53%;55%;53%;53%;53%;46%;48%;43%;46%;46%;46%;46%;46%;46%;48%;49%;47%;49%;47%;42%;56%;59%;56%;37%;53%;47%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1915;57%;49%;41%;58%;60%;57%;35%;54%;48%;49%;48%;48%;49%;49%;48%;48%;48%;43%;48%;42%;41%;41%;41%;51%;46%;50%;59%;50%;55%;56%;56%;58%;61%;60%;58%;58%;58%;59%;58%;56%;56%;56%;56%;56%;56%;56%;56%;56%;60%;56%;35%;35%;53%;55%;53%;53%;53%;46%;49%;43%;46%;46%;46%;46%;46%;46%;48%;49%;47%;49%;47%;41%;56%;59%;56%;35%;53%;48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1916;58%;49%;43%;58%;60%;57%;33%;55%;49%;49%;47%;47%;49%;48%;47%;47%;47%;42%;47%;40%;43%;40%;40%;51%;46%;50%;60%;50%;55%;56%;56%;58%;61%;60%;58%;58%;58%;59%;58%;56%;56%;56%;56%;56%;56%;56%;56%;56%;61%;56%;33%;33%;53%;55%;53%;53%;53%;47%;50%;43%;47%;47%;47%;47%;47%;47%;47%;49%;46%;49%;46%;42%;56%;59%;56%;33%;54%;48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1917;58%;48%;44%;58%;60%;58%;31%;56%;49%;49%;46%;47%;48%;48%;47%;46%;46%;41%;47%;39%;44%;39%;38%;52%;47%;50%;60%;50%;55%;56%;56%;58%;61%;60%;58%;58%;58%;59%;58%;56%;56%;56%;56%;56%;56%;56%;56%;56%;62%;56%;30%;30%;54%;55%;54%;54%;54%;47%;51%;43%;47%;47%;47%;47%;47%;47%;46%;48%;45%;49%;45%;44%;56%;59%;57%;30%;54%;49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1918;59%;47%;42%;59%;60%;58%;28%;56%;50%;49%;46%;46%;48%;47%;46%;46%;46%;39%;46%;37%;42%;38%;37%;52%;47%;50%;61%;51%;55%;56%;56%;58%;61%;60%;58%;58%;58%;59%;58%;56%;56%;56%;56%;56%;56%;56%;56%;56%;63%;56%;28%;28%;54%;54%;54%;54%;54%;47%;52%;43%;48%;47%;47%;47%;47%;47%;46%;48%;44%;49%;44%;42%;56%;59%;57%;28%;54%;49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1919;58%;47%;43%;59%;60%;58%;26%;56%;50%;49%;45%;46%;47%;46%;46%;45%;45%;38%;45%;36%;43%;38%;35%;53%;48%;50%;61%;51%;55%;56%;56%;58%;61%;60%;58%;58%;58%;59%;58%;56%;56%;56%;56%;56%;56%;56%;56%;57%;64%;56%;26%;26%;55%;54%;55%;54%;54%;48%;52%;43%;48%;48%;48%;48%;48%;48%;45%;47%;43%;49%;44%;43%;57%;59%;57%;26%;55%;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1920;57%;46%;42%;59%;60%;58%;24%;56%;51%;49%;44%;45%;47%;46%;45%;44%;44%;37%;45%;34%;42%;37%;33%;53%;48%;50%;62%;51%;55%;56%;56%;58%;61%;60%;58%;58%;59%;59%;58%;56%;56%;56%;56%;56%;56%;56%;56%;57%;64%;56%;23%;23%;55%;54%;55%;55%;55%;48%;53%;43%;48%;48%;48%;48%;48%;48%;44%;47%;42%;49%;43%;42%;57%;59%;57%;23%;55%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1921;57%;45%;44%;59%;60%;59%;24%;56%;51%;47%;43%;44%;46%;45%;44%;44%;43%;37%;44%;34%;45%;37%;33%;53%;48%;50%;62%;51%;55%;56%;56%;58%;61%;60%;58%;58%;59%;59%;58%;57%;56%;56%;56%;56%;56%;56%;57%;57%;64%;56%;23%;23%;55%;54%;55%;54%;55%;48%;53%;43%;48%;48%;48%;48%;48%;48%;44%;46%;42%;48%;42%;44%;57%;59%;57%;23%;55%;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1922;56%;45%;43%;60%;60%;59%;23%;56%;50%;46%;43%;43%;46%;45%;44%;43%;43%;37%;43%;33%;43%;37%;33%;53%;47%;50%;63%;51%;55%;56%;56%;58%;61%;60%;58%;58%;59%;59%;58%;57%;57%;56%;56%;57%;56%;56%;57%;57%;64%;56%;23%;23%;55%;54%;54%;54%;54%;48%;52%;44%;48%;48%;48%;48%;48%;48%;43%;45%;41%;48%;41%;43%;57%;59%;57%;23%;55%;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1923;56%;44%;40%;60%;60%;59%;23%;56%;50%;44%;42%;42%;45%;44%;43%;42%;42%;37%;42%;33%;40%;37%;33%;53%;47%;50%;63%;51%;55%;56%;56%;58%;61%;60%;58%;58%;59%;59%;58%;57%;57%;56%;56%;57%;56%;56%;57%;57%;64%;56%;23%;23%;55%;53%;54%;54%;54%;48%;52%;44%;48%;48%;48%;48%;48%;48%;42%;44%;41%;48%;41%;40%;57%;59%;57%;23%;54%;49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1924;56%;43%;42%;61%;60%;59%;23%;56%;50%;43%;41%;41%;45%;44%;42%;41%;41%;37%;42%;33%;43%;37%;33%;53%;47%;50%;63%;51%;55%;57%;56%;58%;61%;60%;58%;58%;59%;59%;58%;57%;57%;57%;56%;57%;56%;56%;57%;57%;64%;56%;23%;23%;54%;53%;54%;54%;54%;47%;51%;44%;48%;47%;47%;47%;47%;47%;42%;44%;40%;48%;40%;42%;57%;59%;57%;23%;54%;49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1925;55%;42%;44%;61%;60%;59%;23%;56%;49%;41%;40%;40%;44%;43%;41%;40%;40%;37%;41%;32%;44%;37%;32%;53%;47%;51%;63%;51%;55%;57%;56%;58%;61%;60%;58%;58%;59%;59%;58%;57%;57%;57%;56%;57%;56%;56%;57%;57%;64%;57%;23%;23%;54%;53%;54%;53%;53%;47%;50%;44%;47%;47%;47%;47%;47%;47%;41%;43%;39%;47%;39%;43%;57%;59%;57%;23%;54%;49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1926;55%;41%;44%;61%;60%;59%;23%;56%;49%;40%;39%;39%;44%;42%;41%;39%;39%;37%;40%;32%;44%;36%;32%;53%;47%;51%;63%;51%;55%;57%;56%;58%;61%;60%;58%;58%;59%;59%;58%;57%;57%;57%;56%;57%;56%;56%;57%;57%;64%;57%;23%;23%;54%;53%;53%;53%;53%;47%;50%;44%;47%;47%;47%;47%;47%;47%;40%;42%;39%;47%;38%;43%;58%;59%;57%;23%;54%;48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1927;54%;41%;43%;61%;60%;59%;23%;55%;49%;38%;38%;38%;43%;42%;40%;39%;38%;37%;39%;31%;44%;36%;32%;53%;46%;51%;64%;51%;55%;57%;56%;58%;61%;60%;58%;58%;59%;59%;58%;57%;57%;57%;56%;57%;56%;56%;57%;57%;63%;57%;23%;23%;54%;52%;53%;53%;53%;47%;49%;44%;47%;47%;47%;47%;47%;47%;39%;41%;38%;47%;38%;43%;58%;59%;57%;23%;54%;48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
