Data Figure 2.13a and 2.14a (1/3): Data series on posttax net income shares (top 10% share);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixDistribution.xlsx sheet I8a;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;Core Social-Democratic Europe (DE-DK-FR-GB-NL-NO-SE);Core Western Europe (DE-FR-GB);Core Nordic Europe (DK-NL-NO-SE);World (population-weighted);Europe (Pop. weighted);North America/ Oceania (pop.weighted);Latin America (pop.weighted);Middle East/North Africa (pop.weighted);Subsaharan Africa (pop.weighted);Russia/ Central Asia (pop.weighted);East Asia (pop.weighted);South & South-East Asia (pop.weighted);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840;52%;51%;44%;54%;53%;52%;44%;47%;48%;48%;49%;49%;51%;50%;49%;49%;49%;50%;49%;47%;43%;40%;44%;44%;45%;48%;54%;48%;53%;53%;53%;51%;51%;54%;51%;51%;51%;57%;51%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;44%;44%;47%;46%;47%;47%;47%;45%;49%;41%;45%;45%;45%;45%;45%;45%;49%;50%;49%;48%;49%;43%;53%;53%;50%;44%;47%;48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1841;52%;51%;44%;54%;53%;52%;44%;47%;48%;48%;49%;49%;51%;50%;49%;49%;49%;50%;49%;47%;43%;40%;44%;44%;45%;48%;54%;48%;53%;53%;53%;51%;51%;54%;51%;51%;51%;57%;51%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;44%;44%;47%;46%;47%;47%;47%;45%;49%;41%;45%;45%;45%;45%;45%;45%;49%;50%;49%;48%;49%;43%;53%;53%;50%;44%;47%;48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1842;52%;51%;44%;54%;53%;52%;44%;47%;48%;48%;49%;49%;51%;50%;49%;49%;49%;50%;49%;47%;43%;40%;44%;44%;45%;48%;54%;48%;53%;53%;53%;51%;51%;54%;51%;51%;51%;57%;51%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;44%;44%;47%;46%;47%;47%;47%;45%;49%;41%;45%;45%;45%;45%;45%;45%;49%;50%;49%;48%;49%;43%;53%;53%;50%;44%;47%;48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1843;52%;51%;44%;54%;53%;52%;44%;47%;48%;48%;49%;49%;51%;50%;49%;49%;49%;50%;49%;47%;43%;40%;44%;44%;46%;48%;54%;48%;53%;53%;53%;51%;51%;54%;51%;51%;51%;57%;51%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;44%;44%;47%;46%;47%;47%;47%;46%;50%;42%;46%;46%;46%;46%;46%;46%;49%;50%;49%;48%;49%;43%;53%;53%;50%;44%;47%;48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1844;52%;51%;44%;54%;53%;52%;44%;47%;49%;48%;49%;49%;52%;50%;49%;49%;49%;50%;49%;47%;43%;40%;44%;44%;46%;48%;54%;48%;53%;53%;53%;51%;52%;54%;51%;51%;51%;57%;51%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;44%;44%;47%;46%;47%;47%;47%;46%;50%;42%;46%;46%;46%;46%;46%;46%;49%;50%;49%;48%;49%;43%;53%;53%;50%;44%;47%;48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1845;53%;51%;45%;54%;53%;52%;45%;48%;49%;48%;49%;49%;52%;50%;49%;49%;49%;50%;49%;47%;43%;40%;44%;44%;46%;48%;54%;48%;53%;53%;53%;51%;52%;54%;51%;51%;51%;57%;51%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;44%;44%;48%;46%;48%;48%;48%;46%;50%;42%;46%;46%;46%;46%;46%;46%;49%;50%;49%;48%;49%;43%;53%;53%;50%;44%;47%;48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1846;53%;51%;45%;54%;53%;52%;45%;48%;49%;48%;49%;49%;52%;50%;49%;49%;49%;50%;49%;47%;44%;39%;45%;44%;46%;48%;54%;48%;53%;53%;53%;51%;52%;54%;51%;51%;51%;57%;51%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;44%;44%;48%;46%;48%;48%;48%;46%;50%;42%;46%;46%;46%;46%;46%;46%;50%;50%;49%;48%;49%;43%;53%;53%;50%;44%;47%;48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1847;53%;51%;45%;54%;53%;52%;45%;48%;49%;48%;49%;49%;52%;50%;49%;49%;49%;50%;49%;47%;44%;39%;45%;44%;46%;48%;54%;48%;53%;53%;53%;51%;52%;55%;51%;51%;51%;57%;51%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;44%;44%;48%;46%;48%;48%;48%;46%;50%;42%;46%;46%;46%;46%;46%;46%;50%;50%;49%;48%;49%;43%;53%;53%;50%;44%;48%;48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1848;53%;51%;45%;54%;54%;52%;45%;48%;49%;48%;49%;49%;52%;50%;49%;49%;49%;50%;49%;47%;44%;39%;45%;44%;46%;48%;54%;48%;53%;53%;53%;51%;52%;55%;51%;51%;51%;57%;51%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;45%;45%;48%;46%;48%;48%;48%;46%;50%;42%;46%;46%;46%;46%;46%;46%;50%;50%;49%;48%;49%;44%;53%;53%;50%;45%;48%;48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1849;53%;52%;45%;54%;54%;52%;45%;48%;49%;48%;49%;49%;52%;50%;49%;49%;49%;50%;49%;47%;44%;39%;45%;44%;46%;48%;54%;48%;53%;53%;53%;51%;52%;55%;51%;51%;51%;57%;51%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;45%;45%;48%;46%;48%;48%;48%;46%;50%;42%;46%;46%;46%;46%;46%;46%;50%;50%;49%;48%;49%;44%;53%;53%;50%;45%;48%;48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1850;54%;52%;45%;54%;54%;52%;45%;48%;49%;48%;49%;49%;52%;50%;49%;49%;49%;50%;49%;47%;44%;39%;45%;44%;46%;48%;54%;48%;53%;53%;53%;51%;52%;55%;51%;51%;51%;57%;51%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;45%;45%;48%;46%;48%;48%;48%;46%;50%;42%;46%;46%;46%;46%;46%;46%;50%;50%;49%;48%;49%;44%;53%;53%;50%;45%;48%;48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1851;54%;52%;45%;54%;54%;53%;45%;48%;49%;48%;49%;49%;52%;50%;49%;49%;49%;50%;49%;47%;44%;39%;45%;44%;46%;48%;54%;48%;53%;53%;53%;51%;52%;55%;51%;51%;51%;57%;51%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;45%;45%;48%;46%;48%;48%;48%;46%;50%;42%;46%;46%;46%;46%;46%;46%;50%;50%;49%;48%;49%;44%;53%;53%;50%;45%;48%;48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1852;54%;52%;45%;54%;54%;53%;45%;48%;49%;48%;49%;49%;52%;50%;49%;49%;49%;50%;49%;47%;44%;39%;45%;44%;46%;48%;54%;48%;54%;54%;54%;51%;52%;55%;51%;51%;51%;57%;51%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;50%;45%;45%;48%;46%;48%;48%;48%;46%;50%;42%;46%;46%;46%;46%;46%;46%;50%;50%;49%;48%;49%;44%;53%;53%;50%;45%;48%;48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1853;54%;52%;45%;54%;54%;53%;45%;48%;49%;48%;49%;49%;52%;50%;49%;49%;49%;50%;49%;47%;44%;40%;45%;44%;46%;48%;54%;48%;54%;54%;54%;51%;52%;55%;51%;51%;51%;57%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;50%;51%;45%;45%;48%;46%;48%;48%;48%;46%;50%;42%;46%;46%;46%;46%;46%;46%;50%;50%;49%;48%;49%;44%;53%;53%;51%;45%;48%;48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1854;55%;52%;45%;54%;54%;53%;45%;48%;50%;48%;49%;49%;52%;50%;49%;49%;49%;50%;49%;47%;44%;40%;45%;44%;46%;48%;54%;48%;54%;54%;54%;51%;52%;55%;51%;51%;51%;57%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;45%;45%;48%;46%;48%;48%;48%;46%;51%;42%;46%;46%;46%;46%;46%;46%;50%;50%;49%;49%;49%;43%;53%;53%;51%;45%;48%;49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1855;55%;52%;45%;54%;54%;53%;45%;48%;50%;48%;49%;49%;52%;51%;49%;49%;49%;50%;49%;47%;43%;40%;45%;44%;46%;48%;54%;48%;54%;54%;54%;51%;52%;55%;51%;51%;51%;57%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;45%;45%;48%;46%;48%;48%;48%;46%;51%;42%;46%;46%;46%;46%;46%;46%;50%;50%;49%;49%;49%;43%;53%;53%;51%;45%;48%;49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1856;55%;52%;45%;54%;54%;53%;45%;48%;50%;48%;49%;49%;52%;51%;49%;49%;49%;50%;49%;47%;43%;40%;45%;44%;46%;48%;54%;48%;54%;54%;54%;51%;52%;55%;51%;51%;51%;57%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;45%;45%;48%;47%;48%;48%;48%;46%;51%;42%;46%;46%;46%;46%;46%;46%;50%;50%;49%;49%;49%;43%;53%;53%;51%;45%;48%;49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1857;55%;52%;45%;54%;54%;53%;45%;48%;50%;48%;49%;49%;52%;51%;49%;49%;49%;51%;49%;47%;43%;40%;45%;44%;46%;48%;54%;48%;54%;54%;54%;51%;52%;55%;51%;51%;51%;57%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;45%;45%;49%;47%;48%;48%;48%;46%;51%;42%;46%;46%;46%;46%;46%;46%;50%;50%;49%;49%;49%;43%;53%;53%;51%;45%;48%;49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1858;55%;52%;44%;54%;54%;53%;45%;49%;50%;48%;49%;49%;52%;51%;49%;49%;49%;51%;49%;47%;43%;40%;45%;44%;46%;48%;54%;48%;54%;54%;54%;51%;52%;55%;51%;51%;51%;57%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;45%;45%;49%;47%;48%;48%;48%;46%;51%;42%;46%;46%;46%;46%;46%;46%;50%;50%;50%;49%;49%;43%;53%;53%;51%;45%;48%;49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1859;55%;52%;44%;54%;54%;53%;45%;49%;50%;48%;49%;49%;52%;51%;49%;49%;49%;51%;49%;47%;43%;40%;45%;44%;47%;48%;54%;48%;54%;54%;54%;51%;52%;55%;51%;51%;51%;57%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;45%;45%;49%;47%;49%;49%;49%;47%;51%;42%;47%;47%;47%;47%;47%;47%;50%;50%;50%;49%;49%;43%;53%;53%;51%;45%;49%;49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1860;55%;52%;44%;54%;54%;53%;45%;49%;50%;48%;49%;49%;52%;51%;49%;49%;49%;51%;49%;47%;43%;40%;44%;44%;47%;48%;54%;48%;54%;54%;54%;51%;52%;55%;51%;51%;51%;57%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;45%;45%;49%;47%;49%;49%;49%;47%;52%;42%;47%;47%;47%;47%;47%;47%;50%;50%;50%;49%;49%;43%;53%;53%;51%;45%;49%;49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1861;55%;52%;44%;54%;54%;53%;45%;49%;50%;47%;49%;49%;52%;51%;49%;49%;49%;51%;49%;47%;43%;40%;44%;44%;47%;48%;54%;48%;54%;54%;54%;51%;52%;55%;51%;51%;51%;57%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;45%;45%;49%;47%;49%;49%;49%;47%;52%;42%;47%;47%;47%;47%;47%;47%;50%;50%;50%;49%;49%;43%;53%;53%;51%;45%;49%;49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1862;55%;52%;44%;54%;54%;53%;45%;49%;50%;47%;49%;49%;52%;51%;49%;49%;49%;51%;49%;48%;43%;40%;44%;44%;47%;48%;54%;48%;54%;54%;54%;51%;52%;55%;51%;51%;51%;57%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;45%;45%;49%;47%;49%;49%;49%;47%;52%;42%;47%;47%;47%;47%;47%;47%;50%;50%;50%;49%;49%;43%;53%;54%;51%;45%;49%;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1863;56%;52%;44%;54%;54%;53%;45%;49%;50%;47%;49%;49%;52%;51%;49%;49%;49%;51%;49%;48%;43%;40%;44%;44%;47%;48%;54%;48%;54%;54%;54%;51%;52%;55%;51%;51%;51%;57%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;45%;45%;49%;47%;49%;49%;49%;47%;52%;42%;47%;47%;47%;47%;47%;47%;50%;50%;50%;49%;49%;43%;53%;54%;51%;45%;49%;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1864;56%;52%;44%;55%;54%;54%;45%;49%;51%;47%;49%;49%;52%;51%;49%;49%;49%;51%;49%;48%;43%;40%;44%;44%;47%;48%;54%;48%;54%;54%;54%;52%;52%;55%;52%;52%;52%;57%;52%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;45%;45%;49%;47%;49%;49%;49%;47%;52%;42%;47%;47%;47%;47%;47%;47%;50%;50%;50%;49%;49%;43%;53%;54%;51%;45%;49%;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1865;56%;52%;44%;54%;54%;53%;45%;49%;51%;47%;49%;49%;52%;52%;49%;49%;49%;51%;49%;48%;42%;41%;44%;44%;47%;48%;54%;48%;54%;54%;54%;52%;53%;55%;52%;52%;52%;57%;52%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;45%;45%;49%;47%;49%;49%;49%;47%;52%;42%;47%;47%;47%;47%;47%;47%;50%;50%;50%;49%;49%;43%;53%;54%;51%;45%;49%;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1866;56%;52%;44%;54%;54%;53%;45%;49%;51%;47%;49%;49%;52%;52%;49%;49%;49%;51%;49%;48%;42%;41%;44%;44%;47%;48%;54%;48%;54%;54%;54%;52%;53%;55%;52%;52%;52%;57%;52%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;45%;45%;50%;47%;49%;49%;49%;47%;52%;42%;47%;47%;47%;47%;47%;47%;50%;50%;50%;49%;49%;43%;53%;54%;51%;45%;49%;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1867;56%;52%;43%;54%;54%;54%;45%;50%;51%;47%;49%;49%;52%;52%;49%;49%;49%;51%;49%;48%;42%;41%;44%;44%;47%;48%;54%;48%;54%;54%;54%;52%;53%;55%;52%;52%;52%;57%;52%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;45%;45%;50%;47%;49%;49%;49%;47%;53%;42%;47%;47%;47%;47%;47%;47%;50%;50%;50%;49%;49%;42%;53%;54%;51%;45%;49%;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1868;56%;52%;43%;54%;54%;54%;45%;50%;51%;47%;49%;49%;52%;52%;49%;49%;49%;51%;49%;48%;42%;41%;44%;44%;47%;48%;54%;48%;54%;54%;54%;52%;53%;55%;52%;52%;52%;57%;52%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;45%;45%;50%;47%;49%;49%;49%;47%;53%;42%;47%;47%;47%;47%;47%;47%;50%;50%;50%;50%;49%;42%;53%;54%;51%;45%;50%;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1869;56%;52%;43%;54%;55%;54%;45%;50%;51%;47%;49%;49%;52%;52%;49%;49%;49%;51%;49%;48%;42%;41%;44%;44%;47%;48%;54%;48%;54%;54%;54%;52%;53%;55%;52%;52%;52%;57%;52%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;51%;45%;45%;50%;47%;49%;49%;49%;47%;53%;42%;47%;47%;47%;47%;47%;47%;50%;50%;50%;50%;49%;42%;53%;54%;51%;45%;50%;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1870;56%;52%;43%;55%;55%;54%;45%;50%;51%;47%;49%;49%;52%;52%;49%;49%;49%;51%;49%;48%;42%;41%;44%;44%;47%;49%;54%;49%;54%;54%;54%;52%;53%;55%;52%;52%;52%;58%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;51%;52%;45%;45%;50%;47%;50%;50%;50%;47%;53%;42%;47%;47%;47%;47%;47%;47%;50%;50%;50%;50%;49%;42%;53%;54%;52%;45%;50%;50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1871;56%;52%;43%;55%;55%;54%;45%;50%;51%;47%;49%;49%;52%;52%;49%;49%;49%;51%;49%;48%;42%;41%;44%;44%;48%;49%;54%;49%;54%;54%;54%;52%;53%;55%;52%;52%;52%;58%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;51%;52%;45%;45%;50%;47%;50%;50%;50%;48%;53%;42%;48%;48%;48%;48%;48%;48%;50%;50%;50%;50%;49%;42%;53%;54%;52%;45%;50%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1872;56%;52%;43%;55%;55%;55%;45%;50%;51%;47%;49%;49%;52%;52%;49%;49%;49%;51%;49%;48%;42%;41%;44%;44%;48%;49%;54%;49%;54%;54%;54%;52%;53%;56%;52%;52%;52%;58%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;51%;52%;45%;45%;50%;47%;50%;50%;50%;48%;53%;42%;48%;48%;48%;48%;48%;48%;50%;50%;50%;50%;49%;42%;53%;54%;52%;45%;50%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1873;57%;52%;43%;55%;55%;54%;45%;50%;51%;47%;49%;49%;52%;52%;49%;49%;49%;51%;49%;48%;42%;41%;44%;44%;48%;49%;54%;49%;54%;54%;54%;52%;53%;56%;52%;52%;52%;58%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;51%;52%;45%;45%;50%;47%;50%;50%;50%;48%;54%;42%;48%;48%;48%;48%;48%;48%;50%;50%;50%;50%;49%;42%;53%;54%;52%;45%;50%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1874;56%;52%;43%;55%;55%;54%;45%;50%;52%;47%;49%;49%;52%;53%;49%;49%;49%;51%;49%;48%;42%;41%;44%;44%;48%;49%;54%;49%;54%;54%;54%;52%;53%;56%;52%;52%;52%;58%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;51%;52%;45%;45%;51%;47%;50%;50%;50%;48%;54%;42%;48%;48%;48%;48%;48%;48%;50%;50%;50%;50%;49%;42%;53%;54%;52%;45%;50%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1875;57%;52%;43%;55%;55%;55%;45%;50%;52%;47%;49%;49%;52%;53%;49%;49%;49%;51%;49%;48%;41%;41%;44%;44%;48%;49%;54%;49%;54%;54%;54%;52%;53%;56%;52%;52%;52%;58%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;51%;52%;45%;45%;51%;47%;50%;50%;50%;48%;54%;42%;48%;48%;48%;48%;48%;48%;50%;50%;50%;50%;49%;42%;54%;54%;52%;45%;50%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1876;57%;52%;43%;55%;55%;55%;45%;50%;52%;47%;49%;49%;52%;53%;49%;49%;49%;51%;49%;48%;41%;41%;44%;44%;48%;49%;54%;49%;54%;54%;54%;52%;53%;56%;52%;52%;52%;58%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;51%;52%;45%;45%;51%;47%;50%;50%;50%;48%;54%;42%;48%;48%;48%;48%;48%;48%;50%;50%;50%;50%;50%;42%;54%;54%;52%;45%;50%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1877;56%;52%;43%;55%;55%;55%;45%;51%;52%;47%;49%;49%;52%;53%;49%;49%;49%;51%;49%;48%;41%;42%;44%;44%;48%;49%;54%;49%;54%;54%;54%;52%;53%;56%;52%;52%;52%;58%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;51%;52%;45%;45%;51%;47%;50%;50%;50%;48%;54%;42%;48%;48%;48%;48%;48%;48%;50%;50%;50%;50%;50%;42%;54%;54%;52%;45%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1878;56%;52%;43%;55%;55%;55%;45%;51%;52%;47%;49%;49%;52%;53%;49%;49%;49%;51%;49%;48%;41%;42%;44%;44%;48%;49%;54%;49%;54%;54%;54%;52%;53%;56%;52%;52%;52%;58%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;51%;52%;45%;45%;51%;47%;50%;50%;50%;48%;54%;42%;48%;48%;48%;48%;48%;48%;50%;50%;50%;50%;50%;42%;54%;54%;52%;45%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1879;57%;52%;42%;55%;55%;55%;45%;51%;52%;46%;49%;49%;52%;53%;49%;49%;49%;51%;49%;48%;41%;42%;44%;44%;48%;49%;54%;49%;54%;54%;54%;52%;53%;56%;52%;52%;52%;58%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;51%;52%;45%;45%;51%;47%;50%;50%;50%;48%;54%;42%;48%;48%;48%;48%;48%;48%;50%;50%;50%;50%;50%;42%;54%;54%;52%;45%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1880;57%;52%;42%;55%;55%;56%;46%;51%;52%;46%;49%;49%;52%;53%;49%;49%;49%;51%;49%;48%;41%;42%;44%;44%;48%;49%;54%;49%;54%;54%;54%;52%;53%;56%;52%;52%;52%;58%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;45%;45%;51%;47%;50%;50%;50%;48%;55%;42%;48%;48%;48%;48%;48%;48%;50%;51%;50%;50%;50%;41%;54%;54%;52%;45%;51%;52%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1881;57%;52%;42%;55%;55%;56%;46%;51%;52%;47%;50%;50%;52%;53%;50%;50%;50%;51%;50%;48%;41%;42%;44%;44%;48%;49%;54%;49%;54%;54%;54%;52%;53%;56%;52%;52%;52%;58%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;46%;46%;51%;47%;51%;51%;51%;48%;55%;42%;48%;48%;48%;48%;48%;48%;50%;51%;50%;50%;50%;41%;54%;54%;52%;46%;51%;52%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1882;58%;52%;42%;55%;55%;55%;46%;51%;52%;47%;50%;50%;52%;53%;50%;50%;50%;52%;50%;48%;41%;42%;45%;44%;48%;49%;54%;49%;54%;54%;54%;52%;53%;56%;52%;52%;52%;58%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;46%;46%;51%;47%;51%;51%;51%;48%;55%;42%;48%;48%;48%;48%;48%;48%;50%;51%;50%;50%;50%;42%;54%;54%;52%;46%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1883;58%;52%;42%;55%;55%;55%;46%;51%;52%;47%;50%;50%;52%;53%;50%;50%;50%;52%;50%;48%;41%;42%;45%;45%;48%;49%;54%;49%;54%;54%;54%;52%;53%;56%;52%;52%;52%;58%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;52%;46%;46%;51%;47%;51%;51%;51%;48%;54%;42%;48%;48%;48%;48%;48%;48%;50%;51%;50%;50%;50%;42%;54%;54%;52%;46%;51%;51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
