Data Figure 1.1: Data series on Gross National Disposable Income (2025 Euros PPP) (monthly);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixMacro.xlsx Sheet A11m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America Oceania;Latin America;Middle East North Africa;Sub-Saharan Africa;Russia Central Asia;East Asia;South & South-East Asia;DE;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI
2004;913;2 783;3 657;943;993;212;1 246;700;307;3 331;3 863;2 746;3 156;3 108;3 319;3 689;5 320;3 402;3 369;1 310;3 832;3 332;3 301;2 375;508;1 355;939;1 255;757;1 314;628;5 782;752;738;784;343;3 411;1 090;888;57;189;82;246;133;82;278;93;81;795;178;1 734;713;421;2 696;1 941;2 425;888;188;236;431;106;258;370;883;283;672
2005;942;2 838;3 742;971;1 032;222;1 320;735;322;3 360;4 034;2 787;3 197;3 179;3 332;3 686;5 473;3 539;3 429;1 387;3 927;3 411;3 346;2 408;516;1 487;958;1 323;775;1 316;659;5 759;785;763;813;351;3 493;1 170;909;59;184;86;254;137;86;302;98;84;830;184;1 843;752;452;2 749;2 009;2 518;936;197;250;453;114;271;385;903;302;701
2006;979;2 930;3 804;1 015;1 073;228;1 422;789;340;3 522;4 207;2 833;3 266;3 187;3 375;3 851;5 483;3 718;3 565;1 478;3 992;3 487;3 400;2 433;505;1 597;987;1 374;818;1 367;699;5 916;790;801;825;374;3 463;1 244;953;62;181;90;265;140;86;309;104;85;864;189;1 985;814;504;2 799;2 122;2 659;996;211;265;473;138;282;396;947;334;735
2007;1 016;3 004;3 856;1 058;1 111;235;1 549;850;359;3 625;4 191;2 872;3 321;3 244;3 394;3 963;5 598;3 837;3 650;1 564;4 048;3 529;3 465;2 486;516;1 737;1 037;1 443;858;1 373;736;5 541;828;852;875;381;3 414;1 302;976;65;181;106;274;140;82;311;110;87;889;199;2 168;883;563;2 839;2 257;2 845;1 066;227;281;497;157;283;413;992;364;783
2008;1 029;3 003;3 830;1 091;1 133;240;1 639;875;373;3 663;4 125;2 825;3 300;3 190;3 310;4 015;5 567;3 791;3 580;1 660;4 021;3 503;3 494;2 439;478;1 787;1 081;1 517;874;1 370;776;5 230;838;879;891;403;3 490;1 293;993;66;183;111;267;142;87;321;119;64;905;206;2 304;927;595;2 805;2 329;2 821;1 112;244;291;525;173;284;422;1 011;396;811
2009;1 007;2 885;3 686;1 059;1 099;244;1 511;894;384;3 497;3 904;2 706;3 196;3 018;3 142;3 903;5 539;3 579;3 470;1 607;3 857;3 387;3 493;2 518;482;1 655;1 072;1 468;876;1 282;771;4 628;836;882;896;429;3 186;1 205;973;66;188;116;278;143;83;338;124;59;884;212;2 110;874;632;2 643;2 330;2 810;1 055;259;305;540;186;289;421;992;425;804
2010;1 043;2 949;3 756;1 103;1 136;252;1 569;954;405;3 623;4 002;2 725;3 253;3 093;3 172;3 976;5 594;3 785;3 551;1 620;3 937;3 454;3 520;2 524;491;1 794;1 132;1 552;897;1 324;783;4 594;853;886;943;444;3 233;1 300;994;65;194;133;290;147;90;350;130;51;905;218;2 199;902;684;2 751;2 458;3 033;1 108;275;324;565;205;292;438;1 048;466;858
2011;1 069;2 995;3 787;1 141;1 166;257;1 628;1 002;423;3 799;4 059;2 693;3 313;3 098;3 186;4 053;5 563;3 844;3 484;1 682;3 967;3 523;3 581;2 550;453;1 891;1 174;1 589;942;1 345;807;4 635;851;890;962;468;3 466;1 429;957;68;191;141;298;149;88;357;139;50;923;222;2 279;942;731;2 767;2 555;3 143;1 177;295;339;590;220;299;445;1 085;494;900
2012;1 088;2 976;3 837;1 159;1 191;262;1 687;1 047;439;3 799;4 040;2 629;3 323;3 072;3 080;3 979;5 648;3 791;3 459;1 696;4 020;3 546;3 667;2 612;456;1 861;1 188;1 700;972;1 365;828;4 587;856;896;931;474;3 581;1 477;999;72;219;146;299;143;94;363;140;80;926;225;2 378;965;780;2 802;2 596;3 240;1 184;318;351;618;232;309;462;1 129;508;926
2013;1 110;2 983;3 885;1 184;1 201;269;1 715;1 095;459;3 808;4 114;2 610;3 331;3 102;3 024;3 980;5 679;3 824;3 451;1 725;4 069;3 602;3 719;2 651;463;1 893;1 227;1 769;1 017;1 349;849;4 600;859;918;899;504;3 519;1 573;990;70;251;155;302;159;94;375;145;82;934;231;2 412;994;828;2 874;2 651;3 265;1 225;336;366;645;251;320;485;1 128;537;976
